timestamp,open,high,low,close,volume
2024-01-26 00:00:00+00:00,39954.0,40221.3,39810.0,40054.0,9705.94
2024-01-26 04:00:00+00:00,40054.0,40217.8,39882.2,39949.5,9151.692
2024-01-26 08:00:00+00:00,39949.5,41348.3,39942.2,41263.3,47594.96
2024-01-26 12:00:00+00:00,41263.3,41568.9,40880.6,41391.2,39712.574
2024-01-26 16:00:00+00:00,41391.2,42193.0,41377.5,42045.4,41229.107
2024-01-26 20:00:00+00:00,42045.4,42238.1,41790.0,41805.5,14352.489
2024-01-27 00:00:00+00:00,41805.5,41921.3,41693.0,41809.0,6047.788
2024-01-27 04:00:00+00:00,41809.0,41877.0,41581.0,41701.1,6020.59
2024-01-27 08:00:00+00:00,41701.1,41784.5,41365.0,41741.4,14303.722
2024-01-27 12:00:00+00:00,41741.4,41878.4,41692.3,41797.2,5261.7
2024-01-27 16:00:00+00:00,41797.2,41975.0,41720.7,41883.5,5131.679
2024-01-27 20:00:00+00:00,41883.5,42193.3,41883.5,42095.8,8934.79
2024-01-28 00:00:00+00:00,42095.8,42222.0,41905.1,42204.1,9873.717
2024-01-28 04:00:00+00:00,42204.1,42839.9,42202.4,42366.3,30329.184
2024-01-28 08:00:00+00:00,42366.3,42682.9,42300.6,42454.6,13476.977
2024-01-28 12:00:00+00:00,42454.6,42541.2,42130.2,42242.1,14053.578
2024-01-28 16:00:00+00:00,42242.1,42343.2,41704.3,41770.0,15583.488
2024-01-28 20:00:00+00:00,41770.0,42059.4,41587.4,42016.1,12553.952
2024-01-29 00:00:00+00:00,42016.1,42484.9,41859.2,42303.1,13275.084
2024-01-29 04:00:00+00:00,42303.1,42324.2,41974.4,42039.7,8152.213
2024-01-29 08:00:00+00:00,42039.7,42368.9,41939.6,42232.4,11925.142
2024-01-29 12:00:00+00:00,42232.4,42642.7,41767.9,42637.6,27319.367
2024-01-29 16:00:00+00:00,42637.6,43300.0,42501.5,42981.9,42174.256
2024-01-29 20:00:00+00:00,42981.9,43436.9,42958.8,43286.2,11602.504
2024-01-30 00:00:00+00:00,43286.2,43790.0,43121.5,43503.9,22541.978
2024-01-30 04:00:00+00:00,43503.9,43554.0,43230.9,43354.1,9082.996
2024-01-30 08:00:00+00:00,43354.1,43550.0,43172.1,43519.7,12955.05
2024-01-30 12:00:00+00:00,43519.7,43890.8,43083.7,43353.0,41454.674
2024-01-30 16:00:00+00:00,43353.0,43591.2,43191.6,43522.3,14908.07
2024-01-30 20:00:00+00:00,43522.3,43742.2,42647.5,42919.0,23073.948
2024-01-31 00:00:00+00:00,42919.0,43087.0,42631.0,42912.4,15813.071
2024-01-31 04:00:00+00:00,42912.4,43069.9,42845.1,43031.0,7018.99
