group,symbol,interval,strategy,mask_mode,cooldown_candles,max_sl_pct,n_calls,net_pnl,gross_pnl,total_costs,win_rate,n_trades,n_initial_sl_exits,max_drawdown_pct,final_equity,survived,seconds
catalog,ETHUSDT,60,RSI14_7030,none,50,0.03,624,-119.928183,-55.2486,64.679584,52.48,202,81,25.4085,380.071817,True,0.36
catalog,ETHUSDT,60,RSI14_7030,one_shot,0,0.03,624,-300.894692,-187.587701,113.306992,47.46,354,161,60.3685,199.105308,True,0.44
catalog,ETHUSDT,60,RSI14_7030,one_shot,50,0.03,624,-114.607678,-51.866807,62.740871,52.55,196,78,23.955,385.392322,True,0.42
catalog,ETHUSDT,60,MACD_12_26_hist,none,0,0.03,709,-401.805749,-201.724346,200.081403,30.72,625,65,80.3679,98.194251,False,0.72
catalog,ETHUSDT,60,MACD_12_26_hist,none,50,0.03,709,-400.336976,-198.028089,202.308887,28.8,632,49,80.0743,99.663024,False,0.62
catalog,ETHUSDT,60,MACD_12_26_hist,one_shot,0,0.03,709,-394.704898,-167.78379,226.921107,31.45,709,52,80.0886,105.295102,True,0.63
catalog,ETHUSDT,60,MACD_12_26_hist,one_shot,50,0.03,709,-294.589397,-113.716427,180.872971,31.5,565,36,60.0589,205.410603,True,0.69
catalog,ETHUSDT,60,MACD_RSI14_50,none,0,0.03,926,-400.573758,-218.05915,182.514609,31.4,570,65,80.1538,99.426242,False,0.55
catalog,ETHUSDT,60,MACD_RSI14_50,none,50,0.03,926,-364.674326,-183.503952,181.170374,31.8,566,53,72.988,135.325674,True,0.45
catalog,ETHUSDT,60,MACD_RSI14_50,one_shot,0,0.03,926,-364.186104,-173.114456,191.071647,32.83,597,56,73.0764,135.813896,True,0.55
catalog,ETHUSDT,60,MACD_RSI14_50,one_shot,50,0.03,926,-258.153803,-109.671648,148.482155,32.33,464,35,51.8874,241.846197,True,0.46
catalog,ETHUSDT,60,BB_20_25_breakout,none,0,0.03,292,-148.326733,-76.885041,71.441692,44.39,223,74,30.3585,351.673267,True,0.39
catalog,ETHUSDT,60,BB_20_25_breakout,none,50,0.03,292,-104.868934,-54.201868,50.667066,44.3,158,54,21.6687,395.131066,True,0.38
catalog,ETHUSDT,60,BB_20_25_breakout,one_shot,0,0.03,292,-137.51636,-71.533105,65.983255,44.66,206,70,28.3381,362.48364,True,0.44
catalog,ETHUSDT,60,BB_20_25_breakout,one_shot,50,0.03,292,-107.202634,-59.118712,48.083922,43.33,150,51,22.3247,392.797366,True,0.36
catalog,ETHUSDT,60,BB_20_2_RSI14,none,0,0.03,586,-390.450756,-264.88892,125.561836,35.71,392,116,78.1371,109.549244,True,0.46
catalog,ETHUSDT,60,BB_20_2_RSI14,none,50,0.03,586,-230.879676,-152.707845,78.171831,34.84,244,70,46.2912,269.120324,True,0.45
catalog,ETHUSDT,60,BB_20_2_RSI14,one_shot,0,0.03,586,-356.260799,-243.51421,112.746589,35.8,352,103,72.0752,143.739201,True,0.46
catalog,ETHUSDT,60,BB_20_2_RSI14,one_shot,50,0.03,586,-222.482201,-150.726828,71.755372,33.93,224,66,44.9144,277.517799,True,0.42
catalog,ETHUSDT,60,ADX14_DI_20,none,0,0.03,946,-401.545638,-194.664826,206.880812,27.09,646,52,80.3159,98.454362,False,0.59
catalog,ETHUSDT,60,ADX14_DI_20,none,50,0.03,946,-400.512311,-178.930169,221.582142,25.58,692,39,80.1093,99.487689,False,0.54
catalog,ETHUSDT,60,ADX14_DI_20,one_shot,0,0.03,946,-400.067352,-147.848219,252.219133,26.9,788,30,80.1215,99.932648,False,0.5
catalog,ETHUSDT,60,ADX14_DI_20,one_shot,50,0.03,946,-337.283723,-111.965496,225.318226,26.85,704,29,67.468,162.716277,True,0.53
catalog,ETHUSDT,60,STOCH14_cross,none,0,0.03,3991,-401.956529,-122.547725,279.408804,20.73,873,13,80.4395,98.043471,False,0.63
catalog,ETHUSDT,60,STOCH14_cross,none,50,0.03,3991,-400.723052,-105.316227,295.406824,20.04,923,7,80.1934,99.276948,False,0.62
catalog,ETHUSDT,60,STOCH14_cross,one_shot,0,0.03,3991,-400.011635,-112.590426,287.421209,21.05,898,10,80.0514,99.988365,False,0.48
catalog,ETHUSDT,60,STOCH14_cross,one_shot,50,0.03,3991,-400.193496,-104.790225,295.40327,19.93,923,7,80.0877,99.806504,False,0.48
catalog,ETHUSDT,60,TS_13_34_200_14,none,0,0.03,640,-402.866323,-270.218523,132.647801,39.61,414,149,80.6497,97.133677,False,0.5
catalog,ETHUSDT,60,TS_13_34_200_14,none,50,0.03,640,-192.70915,-111.35877,81.35038,43.31,254,80,39.5578,307.29085,True,0.4
catalog,ETHUSDT,60,TS_13_34_200_14,one_shot,0,0.03,640,-271.569054,-179.993198,91.575856,40.56,286,95,56.0959,228.430946,True,0.48
catalog,ETHUSDT,60,TS_13_34_200_14,one_shot,50,0.03,640,-153.926194,-96.287998,57.638196,41.67,180,57,32.4054,346.073806,True,0.39
catalog,BTCUSDT,240,EMA_8_21,none,0,0.03,97,-376.382001,-264.24783,112.134171,33.14,350,115,75.3892,123.617999,True,0.21
catalog,BTCUSDT,240,EMA_8_21,none,50,0.03,97,-115.447205,-81.181421,34.265785,30.84,107,32,23.0894,384.552795,True,0.18
catalog,BTCUSDT,240,EMA_8_21,one_shot,0,0.03,97,-87.519854,-56.450086,31.069767,37.11,97,25,18.0848,412.480146,True,0.15
catalog,BTCUSDT,240,EMA_8_21,one_shot,50,0.03,97,-33.00587,-14.423028,18.582842,46.55,58,13,7.085,466.99413,True,0.15
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,none,0,0.03,198,-278.787942,-199.957755,78.830187,35.77,246,104,56.5128,221.212058,True,0.18
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,none,50,0.03,198,-70.159341,-40.378265,29.781076,43.01,93,32,15.4994,429.840659,True,0.16
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,one_shot,0,0.03,198,-103.128367,-64.711485,38.416882,44.17,120,45,21.9274,396.871633,True,0.15
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,one_shot,50,0.03,198,-65.610674,-47.081735,18.528939,36.21,58,23,14.171,434.389326,True,0.2
catalog,BTCUSDT,240,RSI14_7030,none,0,0.03,161,-251.112984,-193.430043,57.68294,33.89,180,98,50.7473,248.887016,True,0.2
catalog,BTCUSDT,240,RSI14_7030,none,50,0.03,161,-74.275071,-57.578736,16.696335,38.46,52,29,15.1287,425.724929,True,0.19
catalog,BTCUSDT,240,RSI14_7030,one_shot,0,0.03,161,-128.930617,-92.386596,36.544021,42.11,114,56,26.3079,371.069383,True,0.19
catalog,BTCUSDT,240,RSI14_7030,one_shot,50,0.03,161,-77.036217,-60.649811,16.386406,37.25,51,29,15.6792,422.963783,True,0.16
catalog,BTCUSDT,240,MACD_12_26_hist,none,0,0.03,196,-401.699564,-277.039926,124.659638,30.08,389,109,80.3399,98.300436,False,0.19
catalog,BTCUSDT,240,MACD_12_26_hist,none,50,0.03,196,-112.594915,-68.016735,44.57818,33.09,139,30,22.7579,387.405085,True,0.15
catalog,BTCUSDT,240,MACD_12_26_hist,one_shot,0,0.03,196,-218.057299,-155.324113,62.733187,28.57,196,54,44.133,281.942701,True,0.16
catalog,BTCUSDT,240,MACD_12_26_hist,one_shot,50,0.03,196,-90.627217,-62.458685,28.168532,30.68,88,23,18.748,409.372783,True,0.15
catalog,BTCUSDT,240,MACD_RSI14_50,none,0,0.03,232,-347.165003,-241.108707,106.056295,32.63,331,101,70.0185,152.834997,True,0.2
catalog,BTCUSDT,240,MACD_RSI14_50,none,50,0.03,232,-90.839634,-52.061232,38.778402,35.54,121,28,19.7353,409.160366,True,0.17
catalog,BTCUSDT,240,MACD_RSI14_50,one_shot,0,0.03,232,-158.115757,-106.261941,51.853816,37.65,162,51,33.071,341.884243,True,0.17
catalog,BTCUSDT,240,MACD_RSI14_50,one_shot,50,0.03,232,-47.071828,-24.024312,23.047516,45.83,72,21,11.4469,452.928172,True,0.15
catalog,BTCUSDT,240,BB_20_25_breakout,none,0,0.03,68,-89.900174,-66.194328,23.705846,35.14,74,30,18.0694,410.099826,True,0.14
catalog,BTCUSDT,240,BB_20_25_breakout,none,50,0.03,68,-56.315188,-39.360743,16.954445,39.62,53,19,11.3597,443.684812,True,0.12
catalog,BTCUSDT,240,BB_20_25_breakout,one_shot,0,0.03,68,-72.989967,-52.813773,20.176194,36.51,63,25,14.6911,427.010033,True,0.15
catalog,BTCUSDT,240,BB_20_25_breakout,one_shot,50,0.03,68,-43.097208,-28.705289,14.391919,42.22,45,16,8.719,456.902792,True,0.22
catalog,BTCUSDT,240,BB_20_2_RSI14,none,0,0.03,140,-177.921374,-132.697315,45.224059,33.33,141,61,35.8587,322.078626,True,0.19
catalog,BTCUSDT,240,BB_20_2_RSI14,none,50,0.03,140,-82.743326,-58.72337,24.019956,32.0,75,28,16.9041,417.256674,True,0.16
catalog,BTCUSDT,240,BB_20_2_RSI14,one_shot,0,0.03,140,-140.74993,-104.197122,36.552808,35.09,114,49,28.456,359.25007,True,0.15
catalog,BTCUSDT,240,BB_20_2_RSI14,one_shot,50,0.03,140,-72.02777,-53.434249,18.593521,32.76,58,24,14.7701,427.97223,True,0.15
catalog,BTCUSDT,240,ADX14_DI_20,none,0,0.03,235,-400.129644,-280.653012,119.476632,26.27,373,95,80.2478,99.870356,False,0.19
catalog,BTCUSDT,240,ADX14_DI_20,none,50,0.03,235,-130.202464,-82.459251,47.743213,28.19,149,30,26.8621,369.797536,True,0.17
catalog,BTCUSDT,240,ADX14_DI_20,one_shot,0,0.03,235,-217.931343,-145.620501,72.310842,26.55,226,42,44.397,282.068657,True,0.18
catalog,BTCUSDT,240,ADX14_DI_20,one_shot,50,0.03,235,-114.531953,-74.865614,39.666339,25.0,124,19,23.8358,385.468047,True,0.19
catalog,BTCUSDT,240,STOCH14_cross,none,0,0.03,962,-400.360592,-203.823176,196.537416,24.92,614,45,80.1166,99.639408,False,0.24
catalog,BTCUSDT,240,STOCH14_cross,none,50,0.03,962,-297.388656,-126.792143,170.596513,24.02,533,24,59.5681,202.611344,True,0.22
catalog,BTCUSDT,240,STOCH14_cross,one_shot,0,0.03,962,-400.159239,-180.563774,219.595465,25.07,686,37,80.0764,99.840761,False,0.25
catalog,BTCUSDT,240,STOCH14_cross,one_shot,50,0.03,962,-274.282088,-108.784455,165.497633,24.56,517,22,54.9571,225.717912,True,0.25
catalog,BTCUSDT,240,TS_13_34_200_14,none,0,0.03,153,-228.531232,-161.905598,66.625634,37.5,208,93,46.902,271.468768,True,0.23
catalog,BTCUSDT,240,TS_13_34_200_14,none,50,0.03,153,-57.866221,-31.93773,25.928491,44.44,81,29,13.0828,442.133779,True,0.17
catalog,BTCUSDT,240,TS_13_34_200_14,one_shot,0,0.03,153,-96.106785,-65.375723,30.731061,43.75,96,42,21.2595,403.893215,True,0.28
catalog,BTCUSDT,240,TS_13_34_200_14,one_shot,50,0.03,153,-48.779407,-34.379744,14.399663,44.44,45,21,11.5308,451.220593,True,0.17
catalog,BTCUSDT,60,EMA_8_21,none,0,0.03,459,-400.288485,-189.25988,211.028605,28.07,659,59,80.2905,99.711515,False,0.47
catalog,BTCUSDT,60,EMA_8_21,none,50,0.03,459,-282.752515,-113.687235,169.06528,27.65,528,33,58.2605,217.247485,True,0.44
catalog,BTCUSDT,60,EMA_8_21,one_shot,0,0.03,459,-223.835331,-76.940074,146.895257,27.02,459,15,46.7775,276.164669,True,0.51
catalog,BTCUSDT,60,EMA_8_21,one_shot,50,0.03,459,-209.777787,-75.403107,134.37468,26.67,420,14,43.9961,290.222213,True,0.5
catalog,BTCUSDT,60,EMA_13_34_RSI14_55,none,0,0.03,756,-301.75602,-167.567098,134.188922,34.84,419,78,61.4241,198.24398,True,0.44
catalog,BTCUSDT,60,EMA_13_34_RSI14_55,none,50,0.03,756,-209.596866,-110.658325,98.938541,33.66,309,46,43.4299,290.403134,True,0.6
catalog,BTCUSDT,60,EMA_13_34_RSI14_55,one_shot,0,0.03,756,-224.678302,-117.168969,107.509333,34.23,336,46,46.9658,275.321698,True,0.5
catalog,BTCUSDT,60,EMA_13_34_RSI14_55,one_shot,50,0.03,756,-159.752469,-72.410162,87.342307,35.16,273,36,34.0895,340.247531,True,0.41
catalog,BTCUSDT,60,RSI14_7030,none,0,0.03,629,-232.78869,-106.640762,126.147928,51.78,394,151,48.5381,267.21131,True,0.42
catalog,BTCUSDT,60,RSI14_7030,none,50,0.03,629,-85.533834,-17.725321,67.808513,56.13,212,69,20.7498,414.466166,True,0.4
catalog,BTCUSDT,60,RSI14_7030,one_shot,0,0.03,629,-179.165612,-73.860581,105.305031,53.8,329,122,38.0308,320.834388,True,0.47
catalog,BTCUSDT,60,RSI14_7030,one_shot,50,0.03,629,-88.904261,-23.665885,65.238376,55.39,204,69,21.165,411.095739,True,0.38
catalog,BTCUSDT,60,MACD_12_26_hist,none,0,0.03,733,-402.571695,-166.254987,236.316708,29.67,738,51,80.7231,97.428305,False,0.48
catalog,BTCUSDT,60,MACD_12_26_hist,none,50,0.03,733,-339.576879,-113.266574,226.310306,29.84,707,33,68.3711,160.423121,True,0.49
catalog,BTCUSDT,60,MACD_12_26_hist,one_shot,0,0.03,733,-364.707213,-130.100281,234.606932,30.42,733,38,73.557,135.292787,True,0.52
catalog,BTCUSDT,60,MACD_12_26_hist,one_shot,50,0.03,733,-283.574558,-91.882657,191.691901,30.05,599,30,57.1786,216.425442,True,0.48
catalog,BTCUSDT,60,MACD_RSI14_50,none,0,0.03,955,-378.082996,-148.872465,229.210531,32.4,716,61,75.7893,121.917004,True,0.55
catalog,BTCUSDT,60,MACD_RSI14_50,none,50,0.03,955,-260.440305,-73.49005,186.950255,32.36,584,30,52.3198,239.559695,True,0.45
catalog,BTCUSDT,60,MACD_RSI14_50,one_shot,0,0.03,955,-280.048829,-89.31035,190.738479,32.72,596,34,56.2311,219.951171,True,0.76
catalog,BTCUSDT,60,MACD_RSI14_50,one_shot,50,0.03,955,-236.361525,-76.022526,160.338999,31.14,501,27,47.4031,263.638475,True,0.53
catalog,BTCUSDT,60,BB_20_25_breakout,none,0,0.03,288,-151.823283,-86.172615,65.650669,40.49,205,58,32.0932,348.176717,True,0.46
catalog,BTCUSDT,60,BB_20_25_breakout,none,50,0.03,288,-95.689858,-43.796545,51.893312,42.59,162,42,20.5833,404.310142,True,0.41
catalog,BTCUSDT,60,BB_20_25_breakout,one_shot,0,0.03,288,-131.968202,-70.808302,61.1599,41.36,191,52,28.7996,368.031798,True,0.4
catalog,BTCUSDT,60,BB_20_25_breakout,one_shot,50,0.03,288,-83.326818,-34.032728,49.29409,43.51,154,39,19.1562,416.673182,True,0.47
catalog,BTCUSDT,60,BB_20_2_RSI14,none,0,0.03,581,-248.407913,-142.135484,106.27243,35.24,332,58,51.7156,251.592087,True,0.51
catalog,BTCUSDT,60,BB_20_2_RSI14,none,50,0.03,581,-179.202581,-94.648917,84.553664,36.36,264,42,37.5326,320.797419,True,0.42
catalog,BTCUSDT,60,BB_20_2_RSI14,one_shot,0,0.03,581,-231.553659,-132.98523,98.568429,35.39,308,52,49.0183,268.446341,True,0.42
catalog,BTCUSDT,60,BB_20_2_RSI14,one_shot,50,0.03,581,-172.622593,-93.250059,79.372534,36.29,248,38,37.2696,327.377407,True,0.55
catalog,BTCUSDT,60,ADX14_DI_20,none,0,0.03,913,-400.605109,-154.053525,246.551584,24.03,770,39,80.236,99.394891,False,0.53
catalog,BTCUSDT,60,ADX14_DI_20,none,50,0.03,913,-393.533219,-132.310338,261.222881,24.26,816,28,78.8298,106.466781,True,0.65
catalog,BTCUSDT,60,ADX14_DI_20,one_shot,0,0.03,913,-372.889128,-110.767591,262.121536,23.81,819,19,75.8733,127.110872,True,1.06
catalog,BTCUSDT,60,ADX14_DI_20,one_shot,50,0.03,913,-337.657994,-101.171247,236.486747,23.0,739,17,68.8678,162.342006,True,0.6
catalog,BTCUSDT,60,STOCH14_cross,none,0,0.03,3935,-400.380495,-93.437363,306.943132,20.02,959,7,80.2143,99.619505,False,0.61
catalog,BTCUSDT,60,STOCH14_cross,none,50,0.03,3935,-400.218381,-92.645288,307.573094,19.88,961,5,80.1821,99.781619,False,0.68
catalog,BTCUSDT,60,STOCH14_cross,one_shot,0,0.03,3935,-400.166391,-93.879217,306.287174,19.85,957,6,80.1718,99.833609,False,0.62
catalog,BTCUSDT,60,STOCH14_cross,one_shot,50,0.03,3935,-400.084301,-90.9037,309.180601,19.67,966,4,80.1555,99.915699,False,0.45
catalog,BTCUSDT,60,TS_13_34_200_14,none,0,0.03,655,-217.735284,-115.831831,101.903453,41.51,318,92,45.0095,282.264716,True,0.41
catalog,BTCUSDT,60,TS_13_34_200_14,none,50,0.03,655,-133.607318,-65.065714,68.541604,41.59,214,55,28.1324,366.392682,True,0.34
catalog,BTCUSDT,60,TS_13_34_200_14,one_shot,0,0.03,655,-144.843595,-69.631336,75.21226,41.28,235,57,30.8252,355.156405,True,0.54
catalog,BTCUSDT,60,TS_13_34_200_14,one_shot,50,0.03,655,-93.432713,-36.139209,57.293504,41.9,179,40,20.4438,406.567287,True,0.41
catalog,XRPUSDT,240,EMA_8_21,none,0,0.03,121,-400.120743,-292.27902,107.841723,27.6,337,115,80.0241,99.879257,False,0.22
catalog,XRPUSDT,240,EMA_8_21,none,50,0.03,121,-142.502886,-103.185687,39.317199,21.14,123,35,28.5006,357.497114,True,0.23
catalog,XRPUSDT,240,EMA_8_21,one_shot,0,0.03,121,-121.017639,-82.292599,38.72504,27.27,121,27,24.2035,378.982361,True,0.19
catalog,XRPUSDT,240,EMA_8_21,one_shot,50,0.03,121,-84.778213,-62.700222,22.077991,20.29,69,18,16.9556,415.221787,True,0.16
catalog,XRPUSDT,240,EMA_13_34_RSI14_55,none,0,0.03,207,-403.199157,-301.870498,101.32866,26.81,317,131,80.6923,96.800843,False,0.17
catalog,XRPUSDT,240,EMA_13_34_RSI14_55,none,50,0.03,207,-115.835436,-89.925782,25.909654,24.69,81,37,23.3753,384.164564,True,0.16
catalog,XRPUSDT,240,EMA_13_34_RSI14_55,one_shot,0,0.03,207,-217.010703,-167.098303,49.9124,33.33,156,71,43.7172,282.989297,True,0.21
catalog,XRPUSDT,240,EMA_13_34_RSI14_55,one_shot,50,0.03,207,-70.718506,-50.234175,20.484331,40.62,64,26,14.4766,429.281494,True,0.16
catalog,XRPUSDT,240,RSI14_7030,none,0,0.03,146,-403.129634,-320.436849,82.692785,22.48,258,132,80.6741,96.870366,False,0.18
catalog,XRPUSDT,240,RSI14_7030,none,50,0.03,146,-83.646223,-65.071226,18.574997,31.03,58,30,16.9361,416.353777,True,0.15
catalog,XRPUSDT,240,RSI14_7030,one_shot,0,0.03,146,-190.472219,-149.488941,40.983278,27.34,128,66,38.2482,309.527781,True,0.22
catalog,XRPUSDT,240,RSI14_7030,one_shot,50,0.03,146,-80.329676,-63.052936,17.27674,27.78,54,28,16.2745,419.670324,True,0.16
catalog,XRPUSDT,240,MACD_12_26_hist,none,0,0.03,190,-400.747198,-302.195246,98.551952,25.32,308,110,80.1494,99.252802,False,0.3
catalog,XRPUSDT,240,MACD_12_26_hist,none,50,0.03,190,-164.791417,-120.017946,44.773471,17.14,140,33,32.9583,335.208583,True,0.16
catalog,XRPUSDT,240,MACD_12_26_hist,one_shot,0,0.03,190,-243.078726,-182.319946,60.75878,25.79,190,61,48.6721,256.921274,True,0.16
catalog,XRPUSDT,240,MACD_12_26_hist,one_shot,50,0.03,190,-95.291863,-69.403691,25.888172,28.4,81,24,19.0584,404.708137,True,0.25
catalog,XRPUSDT,240,MACD_RSI14_50,none,0,0.03,263,-400.399971,-288.128141,112.27183,25.64,351,122,80.0891,99.600029,False,0.2
catalog,XRPUSDT,240,MACD_RSI14_50,none,50,0.03,263,-141.081566,-101.103573,39.977993,20.8,125,33,28.249,358.918434,True,0.16
catalog,XRPUSDT,240,MACD_RSI14_50,one_shot,0,0.03,263,-234.660775,-171.958442,62.702333,27.55,196,66,47.1434,265.339225,True,0.16
catalog,XRPUSDT,240,MACD_RSI14_50,one_shot,50,0.03,263,-105.744049,-78.839497,26.904552,22.62,84,24,21.2662,394.255951,True,0.16
catalog,XRPUSDT,240,BB_20_25_breakout,none,0,0.03,74,-121.522803,-92.403473,29.11933,18.68,91,35,25.1817,378.477197,True,0.17
catalog,XRPUSDT,240,BB_20_25_breakout,none,50,0.03,74,-77.868266,-59.322216,18.54605,22.41,58,22,16.5368,422.131734,True,0.15
catalog,XRPUSDT,240,BB_20_25_breakout,one_shot,0,0.03,74,-90.080037,-67.034089,23.045949,22.22,72,27,18.9551,409.919963,True,0.18
catalog,XRPUSDT,240,BB_20_25_breakout,one_shot,50,0.03,74,-53.33187,-37.674211,15.657659,22.45,49,15,11.6779,446.66813,True,0.22
catalog,XRPUSDT,240,BB_20_2_RSI14,none,0,0.03,135,-232.127262,-174.578563,57.548699,18.89,180,70,46.5579,267.872738,True,0.21
catalog,XRPUSDT,240,BB_20_2_RSI14,none,50,0.03,135,-113.773782,-88.840631,24.933151,11.54,78,31,22.7548,386.226218,True,0.2
catalog,XRPUSDT,240,BB_20_2_RSI14,one_shot,0,0.03,135,-134.346991,-95.97643,38.370561,25.0,120,43,27.3747,365.653009,True,0.19
catalog,XRPUSDT,240,BB_20_2_RSI14,one_shot,50,0.03,135,-70.247012,-49.465113,20.781898,23.08,65,22,14.3847,429.752988,True,0.16
catalog,XRPUSDT,240,ADX14_DI_20,none,0,0.03,235,-400.714233,-297.286415,103.427818,24.77,323,110,80.2194,99.285767,False,0.23
catalog,XRPUSDT,240,ADX14_DI_20,none,50,0.03,235,-142.168265,-103.752523,38.415742,23.33,120,36,28.7097,357.831735,True,0.19
catalog,XRPUSDT,240,ADX14_DI_20,one_shot,0,0.03,235,-262.984482,-191.8828,71.101681,23.42,222,68,53.2562,237.015518,True,0.19
catalog,XRPUSDT,240,ADX14_DI_20,one_shot,50,0.03,235,-101.095316,-68.759156,32.33616,25.74,101,22,21.143,398.904684,True,0.19
catalog,XRPUSDT,240,STOCH14_cross,none,0,0.03,1014,-400.418232,-237.537878,162.880354,22.2,509,46,80.1279,99.581768,False,0.22
catalog,XRPUSDT,240,STOCH14_cross,none,50,0.03,1014,-315.950689,-189.233128,126.717561,20.45,396,31,63.272,184.049311,True,0.18
catalog,XRPUSDT,240,STOCH14_cross,one_shot,0,0.03,1014,-400.233943,-232.890116,167.343827,21.8,523,43,80.0912,99.766057,False,0.34
catalog,XRPUSDT,240,STOCH14_cross,one_shot,50,0.03,1014,-265.832812,-154.497827,111.334985,21.55,348,31,53.2707,234.167188,True,0.18
catalog,XRPUSDT,240,TS_13_34_200_14,none,0,0.03,187,-402.333832,-306.475119,95.858712,24.67,300,131,80.5197,97.666168,False,0.21
catalog,XRPUSDT,240,TS_13_34_200_14,none,50,0.03,187,-113.298781,-89.951775,23.347006,19.18,73,34,22.8693,386.701219,True,0.22
catalog,XRPUSDT,240,TS_13_34_200_14,one_shot,0,0.03,187,-210.040632,-166.812958,43.227674,28.15,135,69,42.1653,289.959368,True,0.2
catalog,XRPUSDT,240,TS_13_34_200_14,one_shot,50,0.03,187,-74.323291,-57.682921,16.64037,32.69,52,27,15.3601,425.676709,True,0.16
catalog,XRPUSDT,60,EMA_8_21,none,0,0.03,471,-402.424903,-266.400395,136.024507,28.0,425,92,80.6728,97.575097,False,0.61
catalog,XRPUSDT,60,EMA_8_21,none,50,0.03,471,-401.381117,-250.960998,150.420119,25.53,470,73,80.466,98.618883,False,0.55
catalog,XRPUSDT,60,EMA_8_21,one_shot,0,0.03,471,-368.260487,-217.529519,150.730969,25.69,471,53,74.3394,131.739513,True,0.75
catalog,XRPUSDT,60,EMA_8_21,one_shot,50,0.03,471,-278.191939,-160.72432,117.467619,24.25,367,35,56.0909,221.808061,True,0.78
catalog,XRPUSDT,60,EMA_13_34_RSI14_55,none,0,0.03,841,-401.621522,-275.516351,126.105172,30.96,394,107,80.3568,98.378478,False,0.65
catalog,XRPUSDT,60,EMA_13_34_RSI14_55,none,50,0.03,841,-315.143309,-205.312775,109.830533,32.36,343,84,63.0896,184.856691,True,0.54
catalog,XRPUSDT,60,EMA_13_34_RSI14_55,one_shot,0,0.03,841,-383.802695,-246.462581,137.340113,33.8,429,101,77.0686,116.197305,True,0.55
catalog,XRPUSDT,60,EMA_13_34_RSI14_55,one_shot,50,0.03,841,-210.923761,-123.240438,87.683323,35.04,274,55,42.5033,289.076239,True,0.57
catalog,XRPUSDT,60,RSI14_7030,none,0,0.03,605,-402.301395,-282.545214,119.756181,39.57,374,167,80.5457,97.698605,False,0.52
catalog,XRPUSDT,60,RSI14_7030,none,50,0.03,605,-182.792661,-119.083317,63.709344,44.72,199,87,36.9847,317.207339,True,0.65
catalog,XRPUSDT,60,RSI14_7030,one_shot,0,0.03,605,-397.21516,-273.669444,123.545716,41.45,386,176,79.9969,102.78484,True,0.65
catalog,XRPUSDT,60,RSI14_7030,one_shot,50,0.03,605,-173.183843,-110.754841,62.429002,45.64,195,84,35.0758,326.816157,True,0.54
catalog,XRPUSDT,60,MACD_12_26_hist,none,0,0.03,815,-402.564007,-246.359412,156.204596,25.0,488,62,80.6136,97.435993,False,0.77
catalog,XRPUSDT,60,MACD_12_26_hist,none,50,0.03,815,-403.277972,-205.842511,197.435461,25.93,617,47,80.7557,96.722028,False,0.57
catalog,XRPUSDT,60,MACD_12_26_hist,one_shot,0,0.03,815,-400.54659,-204.392717,196.153873,26.26,613,51,80.232,99.45341,False,0.46
catalog,XRPUSDT,60,MACD_12_26_hist,one_shot,50,0.03,815,-401.216538,-215.277774,185.938764,25.65,581,46,80.3652,98.783462,False,0.54
catalog,XRPUSDT,60,MACD_RSI14_50,none,0,0.03,1023,-402.160476,-258.138125,144.022351,27.78,450,73,80.4644,97.839524,False,0.67
catalog,XRPUSDT,60,MACD_RSI14_50,none,50,0.03,1023,-400.517273,-228.019916,172.497357,28.76,539,58,80.1363,99.482727,False,0.51
catalog,XRPUSDT,60,MACD_RSI14_50,one_shot,0,0.03,1023,-403.237083,-233.32544,169.911643,28.06,531,62,80.6793,96.762917,False,0.66
catalog,XRPUSDT,60,MACD_RSI14_50,one_shot,50,0.03,1023,-364.918334,-211.349991,153.568343,27.71,480,51,73.0282,135.081666,True,0.54
catalog,XRPUSDT,60,BB_20_25_breakout,none,0,0.03,292,-317.164318,-234.60804,82.556278,31.78,258,106,63.7706,182.835682,True,0.53
catalog,XRPUSDT,60,BB_20_25_breakout,none,50,0.03,292,-186.08185,-131.668215,54.413635,32.94,170,64,37.5709,313.91815,True,0.45
catalog,XRPUSDT,60,BB_20_25_breakout,one_shot,0,0.03,292,-260.294611,-188.285019,72.009592,33.78,225,88,52.2533,239.705389,True,0.55
catalog,XRPUSDT,60,BB_20_25_breakout,one_shot,50,0.03,292,-163.707207,-114.085473,49.621734,34.19,155,56,32.9481,336.292793,True,0.45
catalog,XRPUSDT,60,BB_20_2_RSI14,none,0,0.03,587,-402.647099,-286.452201,116.194898,28.93,363,115,80.5619,97.352901,False,0.54
catalog,XRPUSDT,60,BB_20_2_RSI14,none,50,0.03,587,-250.976836,-166.80908,84.167756,34.22,263,69,50.5925,249.023164,True,0.48
catalog,XRPUSDT,60,BB_20_2_RSI14,one_shot,0,0.03,587,-347.205092,-231.02194,116.183152,33.33,363,103,70.7277,152.794908,True,0.52
catalog,XRPUSDT,60,BB_20_2_RSI14,one_shot,50,0.03,587,-200.124353,-123.638331,76.486022,35.56,239,58,41.0172,299.875647,True,0.54
catalog,XRPUSDT,60,ADX14_DI_20,none,0,0.03,948,-400.465765,-231.098349,169.367416,25.14,529,68,80.2198,99.534235,False,0.6
