symbol,interval,strategy,max_sl_pct,activate_pct,trail_pct,no_trail,cooldown_candles,mask_mode,n_calls,net_pnl,gross_pnl,total_costs,win_rate,n_trades,n_wins,n_losses,sum_wins,sum_losses,avg_winner,avg_loser,breakeven_win_rate_pct,mean_bars_held,exit_initial_sl,exit_trailing_sl,exit_signal_reverse,exit_end_of_data,max_drawdown_pct,final_equity,survived,seconds
SOLUSDT,240,EMA_8_21,0.03,10.0,,True,0,one_shot,111,12.141222,47.702753,35.561531,26.13,111,29,82,244.225897,-232.084675,8.421583,-2.830301,25.154,16.82,57,0,53,1,12.2558,512.141222,True,0.24
SOLUSDT,240,EMA_8_21,0.05,10.0,,True,0,one_shot,111,-24.00677,11.531665,35.538435,27.93,111,31,80,247.361144,-271.367914,7.979392,-3.392099,29.8299,19.23,24,0,86,1,15.6593,475.99323,True,0.2
SOLUSDT,240,EMA_8_21,0.08,10.0,,True,0,one_shot,111,29.548274,65.188776,35.640502,29.73,111,33,78,299.407234,-269.858959,9.072946,-3.45973,27.6057,20.59,4,0,106,1,11.4442,529.548274,True,0.18
SOLUSDT,240,EMA_8_21,0.12,10.0,,True,0,one_shot,111,35.782087,71.426999,35.644912,29.73,111,33,78,299.407234,-263.625147,9.072946,-3.37981,27.1411,20.6,0,0,110,1,10.7546,535.782087,True,0.1
SOLUSDT,240,MACD_12_26_hist,0.03,10.0,,True,0,one_shot,204,8.894947,74.325026,65.430079,28.92,204,59,145,408.430781,-399.535834,6.922556,-2.75542,28.471,8.91,95,0,109,0,17.4727,508.894947,True,0.13
SOLUSDT,240,MACD_12_26_hist,0.05,10.0,,True,0,one_shot,204,-38.560586,26.82639,65.386976,31.37,204,64,140,434.363304,-472.92389,6.786927,-3.378028,33.2321,10.09,43,0,161,0,19.1186,461.439414,True,0.13
SOLUSDT,240,MACD_12_26_hist,0.08,10.0,,True,0,one_shot,204,-62.010907,3.416855,65.427762,31.86,204,65,139,444.300173,-506.31108,6.835387,-3.642526,34.7638,10.59,16,0,188,0,22.3205,437.989093,True,0.11
SOLUSDT,240,MACD_12_26_hist,0.12,10.0,,True,0,one_shot,204,-68.365573,-2.934665,65.430908,32.35,204,66,138,450.870356,-519.235929,6.831369,-3.762579,35.5163,10.65,7,0,196,1,26.2547,431.634427,True,0.14
SOLUSDT,240,RSI14_7030,0.03,10.0,,True,0,one_shot,155,-93.475467,-54.42923,39.046237,22.95,122,28,94,218.631533,-312.107,7.808269,-3.320287,29.8357,9.6,94,0,27,1,25.7855,406.524533,True,0.13
SOLUSDT,240,RSI14_7030,0.05,10.0,,True,0,one_shot,155,-75.30864,-41.359677,33.948963,34.91,106,37,69,286.552218,-361.860858,7.744655,-5.24436,40.3754,14.65,68,0,37,1,25.4659,424.69136,True,0.14
SOLUSDT,240,RSI14_7030,0.08,10.0,,True,0,one_shot,155,-163.837569,-136.947636,26.889933,39.29,84,33,51,245.001282,-408.838851,7.424281,-8.016448,51.9175,19.44,49,0,34,1,38.6761,336.162431,True,0.1
SOLUSDT,240,RSI14_7030,0.12,10.0,,True,0,one_shot,155,-107.854202,-85.444138,22.410063,52.86,70,37,33,228.976918,-336.831119,6.188565,-10.207004,62.2546,28.44,26,0,43,1,29.2211,392.145798,True,0.12
SOLUSDT,240,BB_20_25_breakout,0.03,10.0,,True,0,one_shot,67,39.639081,52.024402,12.385321,26.32,38,10,28,131.6179,-91.978819,13.16179,-3.284958,19.9733,37.92,27,0,10,1,9.2466,539.639081,True,0.11
SOLUSDT,240,BB_20_25_breakout,0.05,10.0,,True,0,one_shot,67,125.745743,134.155735,8.409992,46.15,26,12,14,186.78144,-61.035697,15.56512,-4.359693,21.8807,78.54,9,0,16,1,8.3517,625.745743,True,0.1
SOLUSDT,240,BB_20_25_breakout,0.08,10.0,,True,0,one_shot,67,140.921919,148.035584,7.113664,54.55,22,12,10,192.470887,-51.548968,16.039241,-5.154897,24.3223,99.95,3,0,18,1,8.5873,640.921919,True,0.14
SOLUSDT,240,BB_20_25_breakout,0.12,10.0,,True,0,one_shot,67,135.199059,142.316144,7.117085,54.55,22,12,10,192.470887,-57.271828,16.039241,-5.727183,26.312,100.18,2,0,19,1,8.9557,635.199059,True,0.08
SOLUSDT,240,ADX14_DI_20,0.03,10.0,,True,0,one_shot,243,-20.189621,53.432889,73.62251,30.0,230,69,161,398.642147,-418.831768,5.777422,-2.60144,31.0476,8.58,97,0,132,1,22.8916,479.810379,True,0.1
SOLUSDT,240,ADX14_DI_20,0.05,10.0,,True,0,one_shot,243,0.418862,71.529339,71.110477,32.88,222,73,149,419.953796,-419.534935,5.752792,-2.815671,32.8609,9.56,33,0,188,1,18.7752,500.418862,True,0.09
SOLUSDT,240,ADX14_DI_20,0.08,10.0,,True,0,one_shot,243,6.14232,76.335864,70.193544,33.33,219,73,146,419.707077,-413.564757,5.749412,-2.832635,33.0065,9.89,8,0,210,1,17.2816,506.14232,True,0.09
SOLUSDT,240,ADX14_DI_20,0.12,10.0,,True,0,one_shot,243,4.360685,74.56307,70.202384,33.33,219,73,146,419.707077,-415.346392,5.749412,-2.844838,33.1016,9.93,2,0,216,1,17.8968,504.360685,True,0.1
SOLUSDT,240,DONCHIAN_55,0.03,10.0,,True,0,one_shot,20,-52.958171,-46.537978,6.420193,5.0,20,1,19,9.788138,-62.746309,9.788138,-3.302437,25.2276,21.05,18,0,2,0,12.4862,447.041829,True,0.08
SOLUSDT,240,DONCHIAN_55,0.05,10.0,,True,0,one_shot,20,-11.301024,-4.898962,6.402062,20.0,20,4,16,70.768858,-82.069882,17.692215,-5.129368,22.476,62.1,14,0,5,1,12.8746,488.698976,True,0.1
SOLUSDT,240,DONCHIAN_55,0.08,10.0,,True,0,one_shot,20,39.222759,45.70638,6.483621,30.0,20,6,14,145.985252,-106.762494,24.330875,-7.625892,23.8632,87.0,11,0,8,1,14.9434,539.222759,True,0.09
SOLUSDT,240,DONCHIAN_55,0.12,10.0,,True,0,one_shot,20,32.639125,39.127901,6.488776,35.0,20,7,13,146.38396,-113.744835,20.911994,-8.749603,29.4981,110.05,6,0,13,1,16.0468,532.639125,True,0.1
SOLUSDT,240,DONCHIAN_PULLBACK_55,0.03,10.0,,True,0,one_shot,14,-17.062262,-12.60835,4.453913,7.14,14,1,13,26.111238,-43.1735,26.111238,-3.321038,11.2837,35.5,13,0,0,1,9.9565,482.937738,True,0.08
SOLUSDT,240,DONCHIAN_PULLBACK_55,0.05,10.0,,True,0,one_shot,14,-43.071262,-38.60835,4.462913,7.14,14,1,13,26.111238,-69.1825,26.111238,-5.321731,16.9304,37.14,13,0,0,1,14.4441,456.928738,True,0.1
SOLUSDT,240,DONCHIAN_PULLBACK_55,0.08,10.0,,True,0,one_shot,14,-28.125004,-23.969689,4.155315,30.77,13,4,9,46.790996,-74.916,11.697749,-8.324,41.5748,96.77,9,0,3,1,14.1242,471.874996,True,0.16
SOLUSDT,240,DONCHIAN_PULLBACK_55,0.12,10.0,,True,0,one_shot,14,-38.190773,-34.375849,3.814924,41.67,12,5,7,48.067227,-86.258,9.613445,-12.322571,56.1751,120.25,7,0,4,1,16.5146,461.809227,True,0.12
SOLUSDT,60,EMA_8_21,0.03,10.0,,True,0,one_shot,450,-100.475425,43.587857,144.063282,26.44,450,119,331,543.222303,-643.697728,4.564893,-1.944706,29.8744,19.2,81,0,368,1,25.7179,399.524575,True,0.39
SOLUSDT,60,EMA_8_21,0.05,10.0,,True,0,one_shot,450,-88.246353,55.85055,144.096903,27.33,450,123,327,576.930465,-665.176818,4.690492,-2.03418,30.2495,20.04,16,0,433,1,24.6624,411.753647,True,0.49
SOLUSDT,60,EMA_8_21,0.08,10.0,,True,0,one_shot,450,-74.806769,69.342508,144.149278,27.78,450,125,325,586.472996,-661.279765,4.691784,-2.034707,30.2492,20.32,4,0,445,1,21.6858,425.193231,True,0.52
SOLUSDT,60,EMA_8_21,0.12,10.0,,True,0,one_shot,450,-77.243698,66.897248,144.140946,27.78,450,125,325,586.472996,-663.716694,4.691784,-2.042205,30.3268,20.33,2,0,447,1,23.176,422.756302,True,0.45
SOLUSDT,60,MACD_12_26_hist,0.03,10.0,,True,0,one_shot,766,-352.961425,-107.84217,245.119255,28.98,766,222,544,682.770832,-1035.732257,3.075544,-1.90392,38.2354,10.75,143,0,622,1,76.6484,147.038575,True,0.53
SOLUSDT,60,MACD_12_26_hist,0.05,10.0,,True,0,one_shot,766,-310.1692,-64.927363,245.241837,30.68,766,235,531,739.95563,-1050.12483,3.148747,-1.977636,38.5776,11.44,37,0,728,1,69.4415,189.8308,True,0.54
SOLUSDT,60,MACD_12_26_hist,0.08,10.0,,True,0,one_shot,766,-320.618865,-75.359288,245.259577,30.81,766,236,530,747.589562,-1068.208427,3.167752,-2.015488,38.8847,11.53,8,0,757,1,71.3648,179.381135,True,0.51
SOLUSDT,60,MACD_12_26_hist,0.12,10.0,,True,0,one_shot,766,-328.76348,-83.509922,245.253557,30.81,766,236,530,747.589562,-1076.353042,3.167752,-2.030855,39.0654,11.53,2,0,763,1,72.9651,171.23652,True,0.45
SOLUSDT,60,RSI14_7030,0.03,10.0,,True,0,one_shot,625,-189.731959,-68.682616,121.049342,41.27,378,156,222,543.22839,-732.960349,3.482233,-3.301623,48.6688,17.69,220,0,157,1,39.4133,310.268041,True,0.4
SOLUSDT,60,RSI14_7030,0.05,10.0,,True,0,one_shot,625,-248.407433,-148.911791,99.495642,48.55,311,151,160,529.35108,-777.758513,3.505636,-4.860991,58.0998,24.84,144,0,166,1,54.8848,251.592567,True,0.43
SOLUSDT,60,RSI14_7030,0.08,10.0,,True,0,one_shot,625,-222.663766,-138.806155,83.857611,53.82,262,141,121,463.921099,-686.584864,3.290221,-5.674255,63.2971,32.84,75,0,186,1,53.6163,277.336234,True,0.66
SOLUSDT,60,RSI14_7030,0.12,10.0,,True,0,one_shot,625,-168.8199,-93.858417,74.961483,55.98,234,131,103,439.4009,-608.2208,3.354205,-5.905056,63.7746,38.76,36,0,197,1,41.322,331.1801,True,0.38
SOLUSDT,60,BB_20_25_breakout,0.03,10.0,,True,0,one_shot,241,-93.747909,-50.21151,43.536399,21.32,136,29,107,219.61442,-313.362329,7.572911,-2.92862,27.8876,47.84,84,0,51,1,27.695,406.252091,True,0.42
SOLUSDT,60,BB_20_25_breakout,0.05,10.0,,True,0,one_shot,241,-120.441523,-81.393494,39.048028,28.69,122,35,87,241.328025,-361.769548,6.895086,-4.158271,37.62,64.08,53,0,68,1,30.9893,379.558477,True,0.43
SOLUSDT,60,BB_20_25_breakout,0.08,10.0,,True,0,one_shot,241,-111.388248,-75.457276,35.930973,33.04,112,37,75,269.041625,-380.429873,7.271395,-5.072398,41.0927,79.33,23,0,88,1,31.8588,388.611752,True,0.47
SOLUSDT,60,BB_20_25_breakout,0.12,10.0,,True,0,one_shot,241,-132.75584,-97.753612,35.002229,33.94,109,37,72,272.341005,-405.096846,7.360568,-5.626345,43.3232,85.19,7,0,101,1,36.5784,367.24416,True,0.45
SOLUSDT,60,ADX14_DI_20,0.03,10.0,,True,0,one_shot,973,-362.498477,-79.185219,283.313258,25.42,885,225,660,732.483667,-1094.982145,3.255483,-1.659064,33.7582,9.66,113,0,771,1,77.5892,137.501523,True,0.43
SOLUSDT,60,ADX14_DI_20,0.05,10.0,,True,0,one_shot,973,-400.029031,-127.553071,272.47596,25.5,851,217,634,682.666108,-1082.695139,3.145927,-1.707721,35.1843,9.76,20,0,831,0,80.3507,99.970969,False,0.44
SOLUSDT,60,ADX14_DI_20,0.08,10.0,,True,0,one_shot,973,-400.273613,-126.814091,273.459523,25.64,854,219,635,686.832349,-1087.105963,3.136221,-1.711978,35.3116,9.78,5,0,849,0,80.3988,99.726387,False,0.51
SOLUSDT,60,ADX14_DI_20,0.12,10.0,,True,0,one_shot,973,-400.241859,-144.378609,255.86325,25.66,799,205,594,612.10409,-1012.345949,2.985874,-1.704286,36.3375,9.72,1,0,798,0,80.3925,99.758141,False,0.52
SOLUSDT,60,DONCHIAN_55,0.03,10.0,,True,0,one_shot,77,52.670669,77.403196,24.732527,31.17,77,24,53,221.609578,-168.938909,9.233732,-3.187527,25.6619,76.74,49,0,27,1,12.5807,552.670669,True,0.27
SOLUSDT,60,DONCHIAN_55,0.05,10.0,,True,0,one_shot,77,64.260308,88.916612,24.656305,42.86,77,33,44,272.996358,-208.73605,8.272617,-4.744001,36.4457,101.51,32,0,44,1,14.9835,564.260308,True,0.25
SOLUSDT,60,DONCHIAN_55,0.08,10.0,,True,0,one_shot,77,73.452343,98.183741,24.731399,46.75,77,36,41,311.56154,-238.109197,8.654487,-5.807541,40.1572,115.69,11,0,65,1,14.571,573.452343,True,0.44
SOLUSDT,60,DONCHIAN_55,0.12,10.0,,True,0,one_shot,77,73.699017,98.452482,24.753464,48.05,77,37,40,315.284503,-241.585486,8.521203,-6.039637,41.4786,122.25,3,0,73,1,14.6479,573.699017,True,0.48
SOLUSDT,60,DONCHIAN_PULLBACK_55,0.03,10.0,,True,0,one_shot,58,-45.874608,-28.667161,17.207447,18.52,54,10,44,100.196392,-146.071,10.019639,-3.319795,24.8871,80.17,44,0,10,0,16.7367,454.125392,True,0.44
SOLUSDT,60,DONCHIAN_PULLBACK_55,0.05,10.0,,True,0,one_shot,58,-29.528976,-12.6622,16.866776,26.42,53,14,39,160.861194,-190.39017,11.490085,-4.881799,29.8182,126.68,34,0,18,1,17.4319,470.471024,True,0.41
SOLUSDT,60,DONCHIAN_PULLBACK_55,0.08,10.0,,True,0,one_shot,58,-57.075323,-41.101545,15.973778,30.0,50,15,35,160.440614,-217.515937,10.696041,-6.214741,36.7502,150.88,23,0,26,1,21.3462,442.924677,True,0.4
SOLUSDT,60,DONCHIAN_PULLBACK_55,0.12,10.0,,True,0,one_shot,58,-71.08439,-55.374621,15.709769,32.65,49,16,33,180.970844,-252.055234,11.310678,-7.638037,40.309,172.04,16,0,32,1,25.0729,428.91561,True,0.31
ETHUSDT,240,EMA_8_21,0.03,10.0,,True,0,one_shot,121,0.366065,39.082504,38.71644,25.62,121,31,90,231.910954,-231.54489,7.480999,-2.572721,25.5897,16.67,47,0,73,1,16.1353,500.366065,True,0.11
ETHUSDT,240,EMA_8_21,0.05,10.0,,True,0,one_shot,121,-0.832344,37.930833,38.763177,26.45,121,32,89,255.967916,-256.80026,7.998997,-2.885396,26.5095,18.68,14,0,106,1,19.5522,499.167656,True,0.11
ETHUSDT,240,EMA_8_21,0.08,10.0,,True,0,one_shot,121,-0.503906,38.272177,38.776083,26.45,121,32,89,255.967916,-256.471822,7.998997,-2.881706,26.4846,18.82,2,0,118,1,19.8561,499.496094,True,0.12
ETHUSDT,240,EMA_8_21,0.12,10.0,,True,0,one_shot,121,4.264093,43.033034,38.768941,26.45,121,32,89,255.967916,-251.703823,7.998997,-2.828133,26.1208,18.82,0,0,120,1,19.0664,504.264093,True,0.13
ETHUSDT,240,MACD_12_26_hist,0.03,10.0,,True,0,one_shot,194,-12.548573,49.189449,61.738021,27.46,193,53,140,312.609084,-325.157657,5.898285,-2.322555,28.252,9.81,65,0,128,0,14.2566,487.451427,True,0.1
ETHUSDT,240,MACD_12_26_hist,0.05,10.0,,True,0,one_shot,194,-27.907901,33.836152,61.744053,28.5,193,55,138,327.814033,-355.721934,5.960255,-2.577695,30.191,10.66,23,0,170,0,12.4301,472.092099,True,0.12
ETHUSDT,240,MACD_12_26_hist,0.08,10.0,,True,0,one_shot,194,-22.012938,39.754125,61.767063,29.53,193,57,136,334.41358,-356.426518,5.866905,-2.620783,30.8775,11.18,5,0,188,0,12.414,477.987062,True,0.13
ETHUSDT,240,MACD_12_26_hist,0.12,10.0,,True,0,one_shot,194,-15.340173,46.46095,61.801123,30.05,193,58,135,335.196227,-350.5364,5.779245,-2.596566,31.0008,11.42,2,0,191,0,13.461,484.659827,True,0.11
ETHUSDT,240,RSI14_7030,0.03,10.0,,True,0,one_shot,141,-113.188185,-81.506295,31.68189,28.28,99,28,71,122.572315,-235.7605,4.377583,-3.32057,43.1346,11.87,71,0,28,0,22.8923,386.811815,True,0.1
ETHUSDT,240,RSI14_7030,0.05,10.0,,True,0,one_shot,141,-80.315627,-53.7373,26.578327,44.58,83,37,46,164.419373,-244.735,4.443767,-5.320326,54.4887,18.41,46,0,36,1,20.1809,419.684373,True,0.11
ETHUSDT,240,RSI14_7030,0.08,10.0,,True,0,one_shot,141,-93.653462,-71.600977,22.052485,50.72,69,35,34,160.24895,-253.902412,4.578541,-7.467718,61.992,24.1,30,0,38,1,24.5579,406.346538,True,0.09
ETHUSDT,240,RSI14_7030,0.12,10.0,,True,0,one_shot,141,-120.403878,-100.306555,20.097323,55.56,63,35,28,155.469064,-275.872943,4.441973,-9.852605,68.9255,29.63,21,0,41,1,25.6383,379.596122,True,0.1
ETHUSDT,240,BB_20_25_breakout,0.03,10.0,,True,0,one_shot,66,97.976052,109.875673,11.899622,37.84,37,14,23,174.295552,-76.3195,12.449682,-3.318239,21.0442,43.14,23,0,13,1,5.4277,597.976052,True,0.12
ETHUSDT,240,BB_20_25_breakout,0.05,10.0,,True,0,one_shot,66,89.780462,101.052673,11.272211,40.0,35,14,21,193.345284,-103.564822,13.810377,-4.931658,26.3134,53.51,17,0,17,1,7.0222,589.780462,True,0.11
ETHUSDT,240,BB_20_25_breakout,0.08,10.0,,True,0,one_shot,66,71.672153,82.314517,10.642364,42.42,33,14,19,195.881132,-124.208979,13.991509,-6.537315,31.8446,61.91,8,0,24,1,8.0382,571.672153,True,0.11
ETHUSDT,240,BB_20_25_breakout,0.12,10.0,,True,0,one_shot,66,55.945463,66.259757,10.314294,43.75,32,14,18,195.881132,-139.935669,13.991509,-7.774204,35.7177,65.62,5,0,26,1,10.0746,555.945463,True,0.11
ETHUSDT,240,ADX14_DI_20,0.03,10.0,,True,0,one_shot,244,0.301884,69.76102,69.459136,28.57,217,62,155,307.994061,-307.692176,4.967646,-1.985111,28.5514,9.63,52,0,164,1,10.0877,500.301884,True,0.11
ETHUSDT,240,ADX14_DI_20,0.05,10.0,,True,0,one_shot,244,-4.742102,63.424619,68.16672,29.11,213,62,151,307.994061,-312.736162,4.967646,-2.0711,29.4243,10.23,13,0,199,1,9.6194,495.257898,True,0.11
ETHUSDT,240,ADX14_DI_20,0.08,10.0,,True,0,one_shot,244,2.976599,71.158956,68.182357,29.11,213,62,151,307.994061,-305.017462,4.967646,-2.019983,28.908,10.25,3,0,209,1,8.8476,502.976599,True,0.11
ETHUSDT,240,ADX14_DI_20,0.12,10.0,,True,0,one_shot,244,5.655399,73.849081,68.193682,29.11,213,62,151,307.994061,-302.338662,4.967646,-2.002243,28.727,10.25,1,0,211,1,8.5342,505.655399,True,0.1
ETHUSDT,240,DONCHIAN_55,0.03,10.0,,True,0,one_shot,20,68.317521,74.813983,6.496462,30.0,20,6,14,114.806521,-46.489,19.13442,-3.320643,14.7879,68.25,14,0,6,0,7.2196,568.317521,True,0.09
ETHUSDT,240,DONCHIAN_55,0.05,10.0,,True,0,one_shot,20,48.370819,54.873424,6.502605,30.0,20,6,14,114.806521,-66.435702,19.13442,-4.745407,19.872,83.7,11,0,9,0,8.5122,548.370819,True,0.1
ETHUSDT,240,DONCHIAN_55,0.08,10.0,,True,0,one_shot,20,71.160138,77.589926,6.429788,35.0,20,7,13,146.336841,-75.176703,20.905263,-5.782823,21.6682,112.25,5,0,14,1,9.4058,571.160138,True,0.11
ETHUSDT,240,DONCHIAN_55,0.12,10.0,,True,0,one_shot,20,58.784744,65.207959,6.423215,35.0,20,7,13,146.336841,-87.552097,20.905263,-6.734777,24.366,115.15,3,0,16,1,10.215,558.784744,True,0.14
ETHUSDT,240,DONCHIAN_PULLBACK_55,0.03,10.0,,True,0,one_shot,14,-11.361243,-7.554911,3.806332,8.33,12,1,11,25.163257,-36.5245,25.163257,-3.320409,11.6572,86.08,11,0,1,0,7.1306,488.638757,True,0.11
ETHUSDT,240,DONCHIAN_PULLBACK_55,0.05,10.0,,True,0,one_shot,14,-33.364243,-29.554911,3.809332,8.33,12,1,11,25.163257,-58.5275,25.163257,-5.320682,17.454,97.17,11,0,1,0,9.4631,466.635757,True,0.1
ETHUSDT,240,DONCHIAN_PULLBACK_55,0.08,10.0,,True,0,one_shot,14,-49.622696,-45.803145,3.819551,16.67,12,2,10,27.121846,-76.744542,13.560923,-7.674454,36.1399,105.92,9,0,3,0,12.46,450.377304,True,0.11
ETHUSDT,240,DONCHIAN_PULLBACK_55,0.12,10.0,,True,0,one_shot,14,-1.97768,1.099529,3.077209,40.0,10,4,6,66.576899,-68.554579,16.644225,-11.425763,40.7046,173.9,5,0,4,1,11.7061,498.02232,True,0.1
ETHUSDT,60,EMA_8_21,0.03,10.0,,True,0,one_shot,481,-160.938015,-7.021041,153.916973,22.87,481,110,371,396.869764,-557.807779,3.607907,-1.503525,29.4149,18.59,42,0,438,1,35.1009,339.061985,True,0.3
ETHUSDT,60,EMA_8_21,0.05,10.0,,True,0,one_shot,481,-182.882934,-28.974847,153.908088,22.87,481,110,371,396.869764,-579.752698,3.607907,-1.562676,30.2224,18.72,13,0,467,1,39.4884,317.117066,True,0.27
ETHUSDT,60,EMA_8_21,0.08,10.0,,True,0,one_shot,481,-162.499364,-8.547668,153.951697,23.28,481,112,369,400.952468,-563.451832,3.579933,-1.52697,29.9001,18.95,1,0,479,1,35.413,337.500636,True,0.27
ETHUSDT,60,EMA_8_21,0.12,10.0,,True,0,one_shot,481,-166.370715,-12.413219,153.957495,23.28,481,112,369,400.952468,-567.323182,3.579933,-1.537461,30.0438,18.95,0,0,480,1,36.1871,333.629285,True,0.29
ETHUSDT,60,MACD_12_26_hist,0.03,10.0,,True,0,one_shot,709,-195.93125,30.982551,226.913801,29.9,709,212,497,521.352992,-717.284242,2.459212,-1.443228,36.9827,12.26,56,0,652,1,42.6186,304.06875,True,0.28
ETHUSDT,60,MACD_12_26_hist,0.05,10.0,,True,0,one_shot,709,-208.553858,18.344932,226.898791,30.32,709,215,494,526.656464,-735.210322,2.449565,-1.48828,37.7943,12.49,17,0,691,1,46.1034,291.446142,True,0.29
ETHUSDT,60,MACD_12_26_hist,0.08,10.0,,True,0,one_shot,709,-205.204813,21.700929,226.905743,30.47,709,216,493,526.683,-731.887813,2.438347,-1.484559,37.8434,12.54,3,0,705,1,45.4338,294.795187,True,0.28
ETHUSDT,60,MACD_12_26_hist,0.12,10.0,,True,0,one_shot,709,-199.104985,27.809921,226.914906,30.47,709,216,493,526.683,-725.787985,2.438347,-1.472187,37.6467,12.54,0,0,708,1,44.2143,300.895015,True,0.31
ETHUSDT,60,RSI14_7030,0.03,10.0,,True,0,one_shot,624,-177.902699,-67.799825,110.102874,46.8,344,161,183,380.729904,-558.632602,2.364782,-3.052637,56.3486,20.3,166,0,177,1,38.387,322.097301,True,0.29
ETHUSDT,60,RSI14_7030,0.05,10.0,,True,0,one_shot,624,-131.578031,-41.331681,90.24635,54.26,282,153,129,359.753982,-491.332012,2.351333,-3.808775,61.8297,27.99,85,0,196,1,30.0738,368.421969,True,0.28
ETHUSDT,60,RSI14_7030,0.08,10.0,,True,0,one_shot,624,-145.166768,-61.957901,83.208868,57.69,260,150,110,353.735815,-498.902583,2.358239,-4.535478,65.7915,32.95,51,0,208,1,34.6441,354.833232,True,0.31
ETHUSDT,60,RSI14_7030,0.12,10.0,,True,0,one_shot,624,-114.933813,-39.447033,75.48678,57.63,236,136,100,301.705575,-416.639387,2.218423,-4.166394,65.2547,38.74,15,0,220,1,28.2898,385.066187,True,0.29
ETHUSDT,60,BB_20_25_breakout,0.03,10.0,,True,0,one_shot,292,77.971255,113.462305,35.491049,37.84,111,42,69,253.30572,-175.334465,6.031089,-2.541079,29.6434,77.09,42,0,68,1,10.1937,577.971255,True,0.28
ETHUSDT,60,BB_20_25_breakout,0.05,10.0,,True,0,one_shot,292,56.912898,91.153712,34.240815,40.19,107,43,64,256.113638,-199.200741,5.956131,-3.112512,34.3217,84.98,17,0,89,1,13.9207,556.912898,True,0.28
ETHUSDT,60,BB_20_25_breakout,0.08,10.0,,True,0,one_shot,292,60.048106,93.023976,32.975869,41.75,103,43,60,254.753536,-194.70543,5.924501,-3.245091,35.3897,91.28,4,0,98,1,14.0311,560.048106,True,0.27
ETHUSDT,60,BB_20_25_breakout,0.12,10.0,,True,0,one_shot,292,56.387433,89.049265,32.661832,41.18,102,42,60,253.602826,-197.215393,6.038163,-3.286923,35.2482,92.24,2,0,99,1,14.9195,556.387433,True,0.28
ETHUSDT,60,ADX14_DI_20,0.03,10.0,,True,0,one_shot,946,-253.867,15.295449,269.162449,25.56,841,215,626,478.11179,-731.97879,2.223776,-1.169295,34.4613,10.36,38,0,803,0,52.4805,246.133,True,0.33
ETHUSDT,60,ADX14_DI_20,0.05,10.0,,True,0,one_shot,946,-255.592165,13.228786,268.820951,25.71,840,216,624,479.07019,-734.662356,2.217918,-1.177344,34.6761,10.43,6,0,834,0,52.8829,244.407835,True,0.56
ETHUSDT,60,ADX14_DI_20,0.08,10.0,,True,0,one_shot,946,-247.069226,21.764064,268.83329,25.71,840,216,624,479.07019,-726.139416,2.217918,-1.163685,34.4122,10.43,0,0,840,0,51.1789,252.930774,True,0.49
ETHUSDT,60,ADX14_DI_20,0.12,10.0,,True,0,one_shot,946,-247.069226,21.764064,268.83329,25.71,840,216,624,479.07019,-726.139416,2.217918,-1.163685,34.4122,10.43,0,0,840,0,51.1789,252.930774,True,0.48
ETHUSDT,60,DONCHIAN_55,0.03,10.0,,True,0,one_shot,78,19.069746,44.01922,24.949474,29.49,78,23,55,178.428789,-159.359043,7.757773,-2.897437,27.1927,84.06,40,0,38,0,11.2137,519.069746,True,0.38
ETHUSDT,60,DONCHIAN_55,0.05,10.0,,True,0,one_shot,78,24.86625,49.858681,24.99243,34.62,78,27,51,213.954011,-189.087761,7.924223,-3.707603,31.8746,107.04,18,0,60,0,7.18,524.86625,True,0.48
ETHUSDT,60,DONCHIAN_55,0.08,10.0,,True,0,one_shot,78,32.54065,57.52155,24.9809,35.9,78,28,50,229.929224,-197.388574,8.211758,-3.947771,32.4665,115.83,4,0,73,1,8.0698,532.54065,True,0.45
ETHUSDT,60,DONCHIAN_55,0.12,10.0,,True,0,one_shot,78,36.932046,61.919757,24.987711,35.9,78,28,50,229.929224,-192.997178,8.211758,-3.859944,31.9751,120.62,1,0,76,1,7.9316,536.932046,True,0.42
ETHUSDT,60,DONCHIAN_PULLBACK_55,0.03,10.0,,True,0,one_shot,65,-49.703115,-29.141642,20.561473,18.75,64,12,52,117.349038,-167.052153,9.779087,-3.212541,24.7278,79.61,49,0,15,0,18.9801,450.296885,True,0.46
ETHUSDT,60,DONCHIAN_PULLBACK_55,0.05,10.0,,True,0,one_shot,65,-60.932323,-41.352599,19.579724,24.59,61,15,46,143.70012,-204.632442,9.580008,-4.448531,31.7106,111.95,34,0,26,1,23.5487,439.067677,True,0.46
ETHUSDT,60,DONCHIAN_PULLBACK_55,0.08,10.0,,True,0,one_shot,65,-53.355022,-35.068806,18.286216,26.32,57,15,42,157.218343,-210.573365,10.481223,-5.013652,32.3568,140.53,17,0,39,1,25.7436,446.644978,True,0.39
ETHUSDT,60,DONCHIAN_PULLBACK_55,0.12,10.0,,True,0,one_shot,65,-76.644302,-58.687233,17.957068,26.79,56,15,41,158.679661,-235.323962,10.578644,-5.739609,35.1729,158.25,10,0,45,1,29.5888,423.355698,True,0.34
BTCUSDT,240,EMA_8_21,0.03,10.0,,True,0,one_shot,97,14.99362,46.139686,31.146066,27.84,97,27,70,176.718277,-161.724657,6.545121,-2.310352,26.0895,21.15,29,0,67,1,8.5243,514.99362,True,0.1
