symbol,interval,strategy,max_drawdown_pct_full_run
XRPUSDT,240,EMA_8_34,80.4259
XRPUSDT,240,EMA_8_34_RSI14_60,85.8999
XRPUSDT,240,EMA_BB_ADX_13_34,80.2683
XRPUSDT,240,EMA_BB_ADX_8_21,84.0096
XRPUSDT,240,MACD_12_26_hist,81.0117
XRPUSDT,240,MACD_12_26_sig,81.0117
XRPUSDT,240,MACD_8_21_hist,81.0538
XRPUSDT,240,MACD_8_21_sig,81.0538
XRPUSDT,240,MACD_RSI14_50,80.4662
XRPUSDT,240,MACD_RSI14_55,85.7825
XRPUSDT,240,MACD_RSI7_50,80.7213
XRPUSDT,240,MACD_RSI7_55,82.6636
XRPUSDT,240,RSI14_6535,84.6904
XRPUSDT,240,RSI14_7030,81.9604
XRPUSDT,240,RSI14_trend50,80.9488
XRPUSDT,240,RSI21_7030,86.6242
XRPUSDT,240,RSI7_6535,81.3444
XRPUSDT,240,RSI7_trend50,83.5548
XRPUSDT,240,STOCH14_EMA13_34,81.4146
XRPUSDT,240,STOCH14_EMA8_21,84.219
XRPUSDT,240,STOCH14_cross,81.3604
XRPUSDT,240,STOCH5_cross,83.1027
XRPUSDT,240,TS_13_34_100_14,81.2974
XRPUSDT,240,TS_13_34_200_14,82.9591
XRPUSDT,240,TS_8_21_100_14,83.0788
XRPUSDT,240,TS_8_21_50_14,86.5946
XRPUSDT,60,ADX14_DI_20,81.4906
XRPUSDT,60,ADX14_DI_25,83.6733
XRPUSDT,60,ADX14_EMA13_34,83.6054
XRPUSDT,60,ADX14_EMA21_50,86.0751
XRPUSDT,60,ADX14_EMA8_21,84.0726
XRPUSDT,60,BB_10_2_RSI14,81.7467
XRPUSDT,60,BB_10_2_breakout,83.1427
XRPUSDT,60,BB_20_25_ADX20,83.2444
XRPUSDT,60,BB_20_25_ADX25,82.3816
XRPUSDT,60,BB_20_25_EMA100,82.2964
XRPUSDT,60,BB_20_25_EMA200,81.3496
XRPUSDT,60,BB_20_25_EMA50,83.2635
XRPUSDT,60,BB_20_25_MACD,83.7807
XRPUSDT,60,BB_20_25_RSI14,83.2635
XRPUSDT,60,BB_20_25_RSI14_55,83.2635
XRPUSDT,60,BB_20_25_SQ,84.7638
XRPUSDT,60,BB_20_25_VOL12,84.9045
XRPUSDT,60,BB_20_25_breakout,83.2635
XRPUSDT,60,BB_20_25_revert,86.1672
XRPUSDT,60,BB_20_2_ADX20,81.193
XRPUSDT,60,BB_20_2_EMA100,85.3746
XRPUSDT,60,BB_20_2_EMA200,84.2708
XRPUSDT,60,BB_20_2_EMA50,81.6705
XRPUSDT,60,BB_20_2_MACD,82.305
XRPUSDT,60,BB_20_2_RSI14,82.305
XRPUSDT,60,BB_20_2_RSI14_55,82.6991
XRPUSDT,60,BB_20_2_RSI7_50,82.305
XRPUSDT,60,BB_20_2_SQ,86.5931
XRPUSDT,60,BB_20_2_VOL12,86.6206
XRPUSDT,60,BB_20_2_breakout,82.305
XRPUSDT,60,BB_20_2_mid,82.2259
XRPUSDT,60,BB_20_2_revert,81.6215
XRPUSDT,60,EMA3_13_34_100,85.0567
XRPUSDT,60,EMA3_13_50_200,81.8972
XRPUSDT,60,EMA3_21_50_200,86.3449
XRPUSDT,60,EMA3_8_21_100,84.9549
XRPUSDT,60,EMA3_8_21_50,82.0433
XRPUSDT,60,EMA3_8_34_100,86.8706
XRPUSDT,60,EMA_13_34,85.9518
XRPUSDT,60,EMA_13_34_RSI14_55,83.6815
XRPUSDT,60,EMA_13_34_RSI7_55,86.0556
XRPUSDT,60,EMA_13_34_VOL12,81.9847
XRPUSDT,60,EMA_13_50,82.8111
XRPUSDT,60,EMA_21_100,82.3857
XRPUSDT,60,EMA_21_50,81.6245
XRPUSDT,60,EMA_21_50_RSI14_55,84.1648
XRPUSDT,60,EMA_34_100,85.3004
XRPUSDT,60,EMA_50_200,85.1055
XRPUSDT,60,EMA_8_21,84.2055
XRPUSDT,60,EMA_8_21_RSI14_55,81.1873
XRPUSDT,60,EMA_8_21_RSI14_60,81.2349
XRPUSDT,60,EMA_8_21_VOL12,82.1708
XRPUSDT,60,EMA_8_21_VOL15,85.1422
XRPUSDT,60,EMA_8_34,83.2189
XRPUSDT,60,EMA_8_34_RSI14_60,82.47
XRPUSDT,60,EMA_BB_ADX_13_34,81.7661
XRPUSDT,60,EMA_BB_ADX_8_21,82.6183
XRPUSDT,60,MACD_12_26_hist,83.3921
XRPUSDT,60,MACD_12_26_sig,83.3921
XRPUSDT,60,MACD_8_21_hist,81.9169
XRPUSDT,60,MACD_8_21_sig,81.9169
XRPUSDT,60,MACD_RSI14_50,84.1611
XRPUSDT,60,MACD_RSI14_55,82.201
XRPUSDT,60,MACD_RSI7_50,84.0943
XRPUSDT,60,MACD_RSI7_55,82.4119
XRPUSDT,60,RSI14_6535,83.8677
XRPUSDT,60,RSI14_7030,83.5789
XRPUSDT,60,RSI14_trend50,81.7122
XRPUSDT,60,RSI21_7030,81.8672
XRPUSDT,60,RSI7_6535,82.6276
XRPUSDT,60,RSI7_trend50,84.1978
XRPUSDT,60,STOCH14_EMA13_34,84.1693
XRPUSDT,60,STOCH14_EMA8_21,83.8973
XRPUSDT,60,STOCH14_cross,81.4805
XRPUSDT,60,STOCH5_cross,81.5517
XRPUSDT,60,TS_13_34_100_14,81.1908
XRPUSDT,60,TS_13_34_200_14,82.6105
XRPUSDT,60,TS_8_21_100_14,84.6151
XRPUSDT,60,TS_8_21_50_14,84.3457
DOGEUSDT,240,ADX14_DI_20,82.268
DOGEUSDT,240,ADX14_DI_25,81.4158
DOGEUSDT,240,ADX14_EMA13_34,81.9861
DOGEUSDT,240,ADX14_EMA21_50,81.0013
DOGEUSDT,240,ADX14_EMA8_21,80.8071
DOGEUSDT,240,BB_10_2_RSI14,83.4567
DOGEUSDT,240,BB_10_2_breakout,81.6056
DOGEUSDT,240,BB_20_25_ADX20,83.6867
DOGEUSDT,240,BB_20_25_ADX25,84.7462
DOGEUSDT,240,BB_20_25_EMA100,80.7796
DOGEUSDT,240,BB_20_25_EMA200,80.1407
DOGEUSDT,240,BB_20_25_EMA50,80.7796
DOGEUSDT,240,BB_20_25_MACD,80.7796
DOGEUSDT,240,BB_20_25_RSI14,80.7796
DOGEUSDT,240,BB_20_25_RSI14_55,80.8858
DOGEUSDT,240,BB_20_25_SQ,84.7359
DOGEUSDT,240,BB_20_25_VOL12,81.9277
DOGEUSDT,240,BB_20_25_breakout,80.7796
DOGEUSDT,240,BB_20_25_revert,84.7846
DOGEUSDT,240,BB_20_2_ADX20,80.4728
DOGEUSDT,240,BB_20_2_EMA100,86.1893
DOGEUSDT,240,BB_20_2_EMA200,82.1351
DOGEUSDT,240,BB_20_2_EMA50,86.1893
DOGEUSDT,240,BB_20_2_MACD,86.1893
DOGEUSDT,240,BB_20_2_RSI14,86.1893
DOGEUSDT,240,BB_20_2_RSI14_55,80.6434
DOGEUSDT,240,BB_20_2_RSI7_50,80.2598
DOGEUSDT,240,BB_20_2_SQ,83.7462
DOGEUSDT,240,BB_20_2_VOL12,82.6252
DOGEUSDT,240,BB_20_2_breakout,86.1893
DOGEUSDT,240,BB_20_2_mid,82.7837
DOGEUSDT,240,BB_20_2_revert,86.8208
DOGEUSDT,240,EMA3_13_34_100,81.118
DOGEUSDT,240,EMA3_13_50_200,80.2478
DOGEUSDT,240,EMA3_21_50_200,80.2478
DOGEUSDT,240,EMA3_8_21_100,81.1044
DOGEUSDT,240,EMA3_8_21_50,85.2756
DOGEUSDT,240,EMA3_8_34_100,80.2679
DOGEUSDT,240,EMA_13_34,80.2595
DOGEUSDT,240,EMA_13_34_RSI14_55,86.3715
DOGEUSDT,240,EMA_13_34_RSI7_55,81.6123
DOGEUSDT,240,EMA_13_34_VOL12,80.9968
DOGEUSDT,240,EMA_13_50,80.1133
DOGEUSDT,240,EMA_21_100,86.1837
DOGEUSDT,240,EMA_21_50,81.0013
DOGEUSDT,240,EMA_21_50_RSI14_55,84.1482
DOGEUSDT,240,EMA_34_100,84.5345
DOGEUSDT,240,EMA_50_200,80.2478
DOGEUSDT,240,EMA_8_21,80.8894
DOGEUSDT,240,EMA_8_21_RSI14_55,80.2167
DOGEUSDT,240,EMA_8_21_RSI14_60,80.6275
DOGEUSDT,240,EMA_8_21_VOL12,81.8846
DOGEUSDT,240,EMA_8_21_VOL15,83.0206
DOGEUSDT,240,EMA_8_34,80.1848
DOGEUSDT,240,EMA_8_34_RSI14_60,82.6535
DOGEUSDT,240,EMA_BB_ADX_13_34,81.2157
DOGEUSDT,240,EMA_BB_ADX_8_21,82.9736
DOGEUSDT,240,MACD_12_26_hist,81.371
DOGEUSDT,240,MACD_12_26_sig,81.371
DOGEUSDT,240,MACD_8_21_hist,82.1492
DOGEUSDT,240,MACD_8_21_sig,82.1492
DOGEUSDT,240,MACD_RSI14_50,86.0769
DOGEUSDT,240,MACD_RSI14_55,86.6271
DOGEUSDT,240,MACD_RSI7_50,85.4083
DOGEUSDT,240,MACD_RSI7_55,82.3369
DOGEUSDT,240,RSI14_6535,87.0566
DOGEUSDT,240,RSI14_7030,85.5652
DOGEUSDT,240,RSI14_trend50,85.5075
DOGEUSDT,240,RSI21_7030,85.4929
DOGEUSDT,240,RSI7_6535,85.5049
DOGEUSDT,240,RSI7_trend50,80.874
DOGEUSDT,240,STOCH14_EMA13_34,85.162
DOGEUSDT,240,STOCH14_EMA8_21,86.3997
DOGEUSDT,240,STOCH14_cross,81.2271
DOGEUSDT,240,STOCH5_cross,84.1554
DOGEUSDT,240,TS_13_34_100_14,80.4365
DOGEUSDT,240,TS_13_34_200_14,80.3131
DOGEUSDT,240,TS_8_21_100_14,81.1638
DOGEUSDT,240,TS_8_21_50_14,82.4792
DOGEUSDT,60,ADX14_DI_20,82.6128
DOGEUSDT,60,ADX14_DI_25,84.3485
DOGEUSDT,60,ADX14_EMA13_34,85.3305
DOGEUSDT,60,ADX14_EMA21_50,84.3453
DOGEUSDT,60,ADX14_EMA8_21,81.706
DOGEUSDT,60,BB_10_2_RSI14,83.5793
DOGEUSDT,60,BB_10_2_breakout,83.2806
DOGEUSDT,60,BB_20_25_ADX20,84.0025
DOGEUSDT,60,BB_20_25_ADX25,85.8045
DOGEUSDT,60,BB_20_25_EMA100,82.0251
DOGEUSDT,60,BB_20_25_EMA200,84.948
DOGEUSDT,60,BB_20_25_EMA50,80.1051
DOGEUSDT,60,BB_20_25_MACD,80.1231
DOGEUSDT,60,BB_20_25_RSI14,80.1231
DOGEUSDT,60,BB_20_25_RSI14_55,80.1231
DOGEUSDT,60,BB_20_25_SQ,81.8492
DOGEUSDT,60,BB_20_25_VOL12,85.8986
DOGEUSDT,60,BB_20_25_breakout,80.1231
DOGEUSDT,60,BB_20_25_revert,85.1643
DOGEUSDT,60,BB_20_2_ADX20,81.6758
DOGEUSDT,60,BB_20_2_EMA100,85.4168
DOGEUSDT,60,BB_20_2_EMA200,81.0763
DOGEUSDT,60,BB_20_2_EMA50,80.9126
DOGEUSDT,60,BB_20_2_MACD,86.1499
DOGEUSDT,60,BB_20_2_RSI14,86.1499
DOGEUSDT,60,BB_20_2_RSI14_55,86.1499
DOGEUSDT,60,BB_20_2_RSI7_50,81.3268
DOGEUSDT,60,BB_20_2_SQ,80.5651
DOGEUSDT,60,BB_20_2_VOL12,85.5375
DOGEUSDT,60,BB_20_2_breakout,86.1499
DOGEUSDT,60,BB_20_2_mid,81.0508
DOGEUSDT,60,BB_20_2_revert,82.392
DOGEUSDT,60,EMA3_13_34_100,83.8552
DOGEUSDT,60,EMA3_13_50_200,85.1424
DOGEUSDT,60,EMA3_21_50_200,88.0503
DOGEUSDT,60,EMA3_8_21_100,82.2051
DOGEUSDT,60,EMA3_8_21_50,84.1362
DOGEUSDT,60,EMA3_8_34_100,86.0666
DOGEUSDT,60,EMA_13_34,81.974
DOGEUSDT,60,EMA_13_34_RSI14_55,83.0574
DOGEUSDT,60,EMA_13_34_RSI7_55,81.8973
DOGEUSDT,60,EMA_13_34_VOL12,84.3906
DOGEUSDT,60,EMA_13_50,84.4989
DOGEUSDT,60,EMA_21_100,84.745
DOGEUSDT,60,EMA_21_50,82.2475
DOGEUSDT,60,EMA_21_50_RSI14_55,85.5644
DOGEUSDT,60,EMA_34_100,86.8594
DOGEUSDT,60,EMA_50_200,87.5919
DOGEUSDT,60,EMA_8_21,85.8121
DOGEUSDT,60,EMA_8_21_RSI14_55,81.489
DOGEUSDT,60,EMA_8_21_RSI14_60,81.5611
DOGEUSDT,60,EMA_8_21_VOL12,81.4854
DOGEUSDT,60,EMA_8_21_VOL15,85.903
DOGEUSDT,60,EMA_8_34,85.4337
DOGEUSDT,60,EMA_8_34_RSI14_60,84.9965
DOGEUSDT,60,EMA_BB_ADX_13_34,80.732
DOGEUSDT,60,EMA_BB_ADX_8_21,82.7091
DOGEUSDT,60,MACD_12_26_hist,82.4043
DOGEUSDT,60,MACD_12_26_sig,82.4043
DOGEUSDT,60,MACD_8_21_hist,82.135
DOGEUSDT,60,MACD_8_21_sig,82.135
DOGEUSDT,60,MACD_RSI14_50,81.5701
DOGEUSDT,60,MACD_RSI14_55,82.9974
DOGEUSDT,60,MACD_RSI7_50,81.827
DOGEUSDT,60,MACD_RSI7_55,80.8038
DOGEUSDT,60,RSI14_6535,86.5603
DOGEUSDT,60,RSI14_7030,85.6717
DOGEUSDT,60,RSI14_trend50,80.5902
DOGEUSDT,60,RSI21_7030,82.3717
DOGEUSDT,60,RSI7_6535,81.0818
DOGEUSDT,60,RSI7_trend50,80.6283
DOGEUSDT,60,STOCH14_EMA13_34,82.4989
DOGEUSDT,60,STOCH14_EMA8_21,86.1297
DOGEUSDT,60,STOCH14_cross,81.3399
DOGEUSDT,60,STOCH5_cross,80.7814
DOGEUSDT,60,TS_13_34_100_14,84.1688
DOGEUSDT,60,TS_13_34_200_14,81.2698
DOGEUSDT,60,TS_8_21_100_14,81.3701
DOGEUSDT,60,TS_8_21_50_14,86.1898
