symbol,interval,strategy,activate_pct,trail_pct,no_trail,max_sl_pct,cooldown_candles,mask_mode,n_calls,net_pnl,gross_pnl,total_costs,win_rate,n_trades,n_wins,n_losses,sum_wins,sum_losses,avg_winner,avg_loser,breakeven_win_rate_pct,mean_bars_held,exit_initial_sl,exit_trailing_sl,exit_signal_reverse,exit_end_of_data,max_drawdown_pct,final_equity,survived,seconds
XRPUSDT,240,MACD_RSI7_50,10.0,,True,0.03,0,one_shot,375,-66.534853,20.286774,86.821627,25.83,271,70,201,373.085545,-439.620397,5.329793,-2.187166,29.0964,7.17,87,0,184,0,27.086,433.465147,True,0.11
XRPUSDT,240,MACD_RSI7_55,10.0,,True,0.03,0,one_shot,364,-88.935853,-3.712461,85.223391,26.69,266,71,195,357.084173,-446.020025,5.029355,-2.287282,31.2614,7.26,93,0,173,0,24.8989,411.064147,True,0.1
XRPUSDT,240,RSI14_6535,10.0,,True,0.03,0,one_shot,212,-84.362121,-40.457345,43.904776,33.58,137,46,91,215.018496,-299.380617,4.674315,-3.289897,41.3085,9.31,90,0,47,0,21.3782,415.637879,True,0.1
XRPUSDT,240,RSI14_trend50,10.0,,True,0.03,0,one_shot,350,-5.70134,106.261771,111.96311,24.36,349,85,264,448.457031,-454.158371,5.275965,-1.720297,24.5888,5.2,71,0,277,1,28.315,494.29866,True,0.16
XRPUSDT,240,RSI21_7030,10.0,,True,0.03,0,one_shot,98,-73.545544,-49.1955,24.350044,19.74,76,15,61,129.014956,-202.5605,8.600997,-3.320664,27.854,13.49,61,0,15,0,21.255,426.454456,True,0.1
XRPUSDT,240,RSI7_6535,10.0,,True,0.03,0,one_shot,388,-166.027594,-78.693023,87.33457,45.05,273,123,150,300.762992,-466.790586,2.445228,-3.111937,55.9986,4.81,139,0,134,0,33.6771,333.972406,True,0.11
XRPUSDT,240,RSI7_trend50,10.0,,True,0.03,0,one_shot,458,-71.954142,71.588011,143.542153,22.99,448,103,345,454.483605,-526.437748,4.412462,-1.525907,25.6957,4.09,77,0,371,0,34.1061,428.045858,True,0.16
XRPUSDT,240,STOCH14_EMA13_34,10.0,,True,0.03,0,one_shot,148,235.046082,252.237664,17.191583,13.46,52,7,45,381.292359,-146.246278,54.470337,-3.249917,5.6305,28.62,44,0,8,0,17.7158,735.046082,True,0.14
XRPUSDT,240,STOCH14_EMA8_21,10.0,,True,0.03,0,one_shot,125,273.3315,295.019813,21.688313,30.3,66,20,46,426.0605,-152.729,21.303025,-3.320196,13.484,22.29,46,0,20,0,13.2267,773.3315,True,0.09
XRPUSDT,240,STOCH14_cross,10.0,,True,0.03,0,one_shot,1014,-400.475183,-140.487421,259.987762,27.09,812,220,592,479.195376,-879.670559,2.178161,-1.48593,40.5539,1.29,118,0,694,0,80.2272,99.524817,False,0.14
XRPUSDT,240,STOCH5_cross,10.0,,True,0.03,0,one_shot,1057,-401.416115,-155.974617,245.441498,27.9,767,214,553,371.785326,-773.201441,1.737315,-1.398194,44.5923,1.2,84,0,683,0,80.3651,98.583885,False,0.11
XRPUSDT,240,TS_13_34_100_14,10.0,,True,0.03,0,one_shot,202,141.979032,169.32429,27.345258,10.71,84,9,75,352.021458,-210.042426,39.113495,-2.800566,6.6817,23.94,57,0,26,1,23.1962,641.979032,True,0.1
XRPUSDT,240,TS_13_34_200_14,10.0,,True,0.03,0,one_shot,187,161.067355,180.053318,18.985963,15.52,58,9,49,314.723178,-153.655823,34.969242,-3.135833,8.2294,34.19,45,0,12,1,22.7253,661.067355,True,0.1
XRPUSDT,240,TS_8_21_100_14,10.0,,True,0.03,0,one_shot,218,147.764327,178.605746,30.841419,15.79,95,15,80,363.885599,-216.121272,24.25904,-2.701516,10.0203,21.62,53,0,41,1,23.0549,647.764327,True,0.1
XRPUSDT,240,TS_8_21_50_14,10.0,,True,0.03,0,one_shot,216,251.769673,284.283683,32.51401,24.0,100,24,76,458.84095,-207.071277,19.118373,-2.724622,12.4737,21.06,50,0,49,1,18.6664,751.769673,True,0.09
XRPUSDT,240,DONCHIAN_55,10.0,,True,0.03,0,one_shot,24,221.777946,229.858849,8.080904,12.5,24,3,21,288.986647,-67.208701,96.328882,-3.200414,3.2156,35.46,19,0,4,1,20.2287,721.777946,True,0.09
XRPUSDT,60,ADX14_DI_25,10.0,,True,0.03,0,one_shot,776,-256.409159,-54.932816,201.476343,25.76,629,162,467,516.258878,-772.668037,3.186783,-1.654535,34.1753,13.46,117,0,511,1,53.2464,243.590841,True,0.28
XRPUSDT,60,ADX14_EMA13_34,10.0,,True,0.03,0,one_shot,473,99.497253,181.105535,81.608282,26.38,254,67,187,487.431793,-387.93454,7.275101,-2.074516,22.1882,34.7,69,0,184,1,18.9581,599.497253,True,0.24
XRPUSDT,60,ADX14_EMA21_50,10.0,,True,0.03,0,one_shot,368,98.735278,161.674619,62.93934,22.96,196,45,151,428.92118,-330.185901,9.531582,-2.186662,18.6603,44.64,66,0,129,1,15.9662,598.735278,True,0.24
XRPUSDT,60,ADX14_EMA8_21,10.0,,True,0.03,0,one_shot,526,-71.516607,43.264541,114.781149,25.7,358,92,266,452.716176,-524.232784,4.920828,-1.9708,28.597,24.11,88,0,269,1,29.1848,428.483393,True,0.25
XRPUSDT,60,BB_10_2_RSI14,10.0,,True,0.03,0,one_shot,518,-30.881649,48.658778,79.540427,24.19,248,60,188,408.020339,-438.901988,6.800339,-2.334585,25.5567,33.09,88,0,159,1,25.1929,469.118351,True,0.25
XRPUSDT,60,BB_10_2_breakout,10.0,,True,0.03,0,one_shot,562,-93.990761,-3.566229,90.424532,24.11,282,68,214,392.687988,-486.678749,5.774823,-2.2742,28.2544,28.93,100,0,181,1,27.0303,406.009239,True,0.26
XRPUSDT,60,BB_20_25_ADX20,10.0,,True,0.03,0,one_shot,278,147.165979,188.426907,41.260928,24.22,128,31,97,408.652533,-261.486554,13.18234,-2.695738,16.9777,58.61,64,0,63,1,18.2065,647.165979,True,0.23
XRPUSDT,60,BB_20_25_ADX25,10.0,,True,0.03,0,one_shot,245,88.177604,126.48006,38.302457,24.37,119,29,90,338.677637,-250.500033,11.678539,-2.783334,19.246,59.67,63,0,55,1,16.1792,588.177604,True,0.23
XRPUSDT,60,BB_20_25_EMA100,10.0,,True,0.03,0,one_shot,273,97.003458,136.966791,39.963332,22.58,124,28,96,356.906654,-259.903196,12.746666,-2.707325,17.5186,60.48,64,0,59,1,20.3213,597.003458,True,0.25
XRPUSDT,60,BB_20_25_EMA200,10.0,,True,0.03,0,one_shot,242,276.210863,304.849885,28.639022,25.0,88,22,66,457.40469,-181.193827,20.791122,-2.745361,11.6643,89.4,47,0,40,1,16.265,776.210863,True,0.29
XRPUSDT,60,BB_20_25_EMA50,10.0,,True,0.03,0,one_shot,290,119.128038,163.609278,44.48124,22.46,138,31,107,410.272523,-291.144485,13.234598,-2.720976,17.0535,54.2,71,0,66,1,21.0512,619.128038,True,0.23
XRPUSDT,60,BB_20_25_MACD,10.0,,True,0.03,0,one_shot,288,119.23066,164.033608,44.802947,22.3,139,31,108,409.738632,-290.507972,13.217375,-2.689889,16.9098,53.75,70,0,68,1,20.1576,619.23066,True,0.22
XRPUSDT,60,BB_20_25_RSI14,10.0,,True,0.03,0,one_shot,292,116.227134,161.346051,45.118916,22.14,140,31,109,409.738632,-293.511497,13.217375,-2.692766,16.9248,53.41,71,0,68,1,20.8088,616.227134,True,0.23
XRPUSDT,60,BB_20_25_RSI14_55,10.0,,True,0.03,0,one_shot,292,116.227134,161.346051,45.118916,22.14,140,31,109,409.738632,-293.511497,13.217375,-2.692766,16.9248,53.41,71,0,68,1,20.8088,616.227134,True,0.27
XRPUSDT,60,BB_20_25_SQ,10.0,,True,0.03,0,one_shot,173,50.759565,80.115187,29.355622,21.98,91,20,71,264.175854,-213.416288,13.208793,-3.005863,18.5379,72.23,56,0,34,1,19.9071,550.759565,True,0.22
XRPUSDT,60,BB_20_25_VOL12,10.0,,True,0.03,0,one_shot,278,104.933178,147.789633,42.856455,21.05,133,28,105,395.568306,-290.635128,14.12744,-2.767954,16.3829,55.74,71,0,61,1,25.4834,604.933178,True,0.21
XRPUSDT,60,BB_20_25_revert,10.0,,True,0.03,0,one_shot,292,-109.940485,-41.091052,68.849434,36.74,215,79,136,335.159712,-445.100197,4.242528,-3.272796,43.5483,27.29,134,0,81,0,24.1934,390.059515,True,0.22
XRPUSDT,60,BB_20_2_ADX20,10.0,,True,0.03,0,one_shot,559,18.818147,89.747571,70.929424,24.43,221,54,167,421.02371,-402.205563,7.796735,-2.408417,23.6,37.28,85,0,135,1,19.0673,518.818147,True,0.29
XRPUSDT,60,BB_20_2_EMA100,10.0,,True,0.03,0,one_shot,525,114.584414,171.822442,57.238028,21.91,178,39,139,438.87551,-324.291096,11.253218,-2.333029,17.172,47.98,65,0,112,1,15.6234,614.584414,True,0.23
XRPUSDT,60,BB_20_2_EMA200,10.0,,True,0.03,0,one_shot,448,241.927919,282.729376,40.801458,22.22,126,28,98,485.864669,-243.93675,17.35231,-2.489151,12.5452,68.7,50,0,75,1,19.0609,741.927919,True,0.29
XRPUSDT,60,BB_20_2_EMA50,10.0,,True,0.03,0,one_shot,574,-8.609588,62.29389,70.903478,23.98,221,53,168,395.268297,-403.877885,7.457892,-2.404035,24.3769,37.65,81,0,139,1,19.2473,491.390412,True,0.25
XRPUSDT,60,BB_20_2_MACD,10.0,,True,0.03,0,one_shot,574,4.254362,77.74008,73.485718,24.45,229,56,173,412.310446,-408.056084,7.362687,-2.358706,24.263,36.3,83,0,145,1,17.9451,504.254362,True,0.22
XRPUSDT,60,BB_20_2_RSI14,10.0,,True,0.03,0,one_shot,587,1.808213,75.609688,73.801475,24.78,230,57,173,412.769876,-410.961663,7.241577,-2.375501,24.7009,36.14,84,0,145,1,17.7725,501.808213,True,0.38
XRPUSDT,60,BB_20_2_RSI14_55,10.0,,True,0.03,0,one_shot,585,1.140299,74.941725,73.801426,24.78,230,57,173,412.769876,-411.629577,7.241577,-2.379362,24.7311,35.98,85,0,144,1,18.3876,501.140299,True,0.24
XRPUSDT,60,BB_20_2_RSI7_50,10.0,,True,0.03,0,one_shot,585,-0.007501,73.796694,73.804195,24.78,230,57,173,412.769876,-412.777377,7.241577,-2.385996,24.7829,36.08,85,0,144,1,18.1329,499.992499,True,0.23
XRPUSDT,60,BB_20_2_SQ,10.0,,True,0.03,0,one_shot,322,104.25962,147.422157,43.162537,24.63,134,33,101,376.427226,-272.167606,11.406886,-2.694729,19.1094,57.12,68,0,65,1,15.8439,604.25962,True,0.24
XRPUSDT,60,BB_20_2_VOL12,10.0,,True,0.03,0,one_shot,512,-4.406438,61.665997,66.072435,22.82,206,47,159,369.456133,-373.862571,7.860769,-2.351337,23.025,39.57,83,0,122,1,15.457,495.593562,True,0.36
XRPUSDT,60,BB_20_2_breakout,10.0,,True,0.03,0,one_shot,587,1.808213,75.609688,73.801475,24.78,230,57,173,412.769876,-410.961663,7.241577,-2.375501,24.7009,36.14,84,0,145,1,17.7725,501.808213,True,0.23
XRPUSDT,60,BB_20_2_mid,10.0,,True,0.03,0,one_shot,1156,-304.752499,65.092441,369.844941,18.35,1155,212,943,691.047389,-995.799888,3.259657,-1.055991,24.4689,7.12,48,0,1106,1,64.9112,195.247501,True,0.31
XRPUSDT,60,BB_20_2_revert,10.0,,True,0.03,0,one_shot,587,-159.266626,-45.280736,113.985889,43.54,356,155,201,488.906636,-648.173262,3.154236,-3.224743,50.5526,18.84,194,0,162,0,32.041,340.733374,True,0.21
XRPUSDT,60,DONCHIAN_20,10.0,,True,0.03,0,one_shot,192,28.754382,90.49874,61.744357,21.35,192,41,151,387.108905,-358.354523,9.441681,-2.373209,20.0866,37.85,75,0,117,0,30.5678,528.754382,True,0.25
XRPUSDT,60,DONCHIAN_PULLBACK_20,10.0,,True,0.03,0,one_shot,141,100.012915,141.855747,41.842833,20.77,130,27,103,370.868252,-270.855338,13.735861,-2.629663,16.0683,51.4,71,0,58,1,15.8758,600.012915,True,0.26
XRPUSDT,60,EMA3_13_34_100,10.0,,True,0.03,0,one_shot,199,50.451177,87.522551,37.071374,20.87,115,24,91,300.20928,-249.758103,12.50872,-2.744595,17.9934,72.02,62,0,53,0,16.7514,550.451177,True,0.24
XRPUSDT,60,EMA3_13_50_200,10.0,,True,0.03,0,one_shot,146,212.211737,237.273168,25.061431,16.88,77,13,64,387.274227,-175.06249,29.790325,-2.735351,8.4098,111.09,45,0,31,1,20.5506,712.211737,True,0.24
XRPUSDT,60,EMA3_21_50_200,10.0,,True,0.03,0,one_shot,120,223.664362,247.123475,23.459113,18.06,72,13,59,387.274227,-163.609865,29.790325,-2.773049,8.5159,112.64,43,0,28,1,20.0121,723.664362,True,0.22
XRPUSDT,60,EMA3_8_21_100,10.0,,True,0.03,0,one_shot,294,147.674097,189.594712,41.920615,23.08,130,30,100,403.452217,-255.77812,13.448407,-2.557781,15.98,68.35,58,0,71,1,13.7004,647.674097,True,0.26
XRPUSDT,60,EMA3_8_21_50,10.0,,True,0.03,0,one_shot,325,126.414453,184.237793,57.82334,23.89,180,43,137,436.034167,-309.619714,10.140329,-2.259998,18.2253,49.33,61,0,118,1,12.6114,626.414453,True,0.25
XRPUSDT,60,EMA3_8_34_100,10.0,,True,0.03,0,one_shot,243,113.564183,152.642344,39.078161,21.49,121,26,95,365.11961,-251.555427,14.043062,-2.647952,15.8645,71.21,61,0,59,1,17.5557,613.564183,True,0.23
XRPUSDT,60,EMA_13_34,10.0,,True,0.03,0,one_shot,290,-44.553785,48.376615,92.9304,22.41,290,65,225,376.973313,-421.527098,5.799589,-1.873454,24.416,29.16,66,0,223,1,19.6499,455.446215,True,0.24
XRPUSDT,60,EMA_13_34_RSI14_55,10.0,,True,0.03,0,one_shot,841,37.403969,128.907584,91.503615,21.4,285,61,224,489.511714,-452.107745,8.024782,-2.018338,20.0967,31.61,76,0,208,1,22.6014,537.403969,True,0.27
XRPUSDT,60,EMA_13_34_RSI7_55,10.0,,True,0.03,0,one_shot,1071,30.974828,126.645915,95.671087,22.82,298,68,230,488.132648,-457.15782,7.178421,-1.987643,21.6848,30.35,79,0,218,1,18.1073,530.974828,True,0.23
XRPUSDT,60,EMA_13_34_VOL12,10.0,,True,0.03,0,one_shot,1262,40.091767,125.840306,85.748539,22.47,267,60,207,492.960977,-452.86921,8.216016,-2.187774,21.0286,33.43,91,0,175,1,18.1427,540.091767,True,0.23
XRPUSDT,60,EMA_13_50,10.0,,True,0.03,0,one_shot,232,86.547959,161.07558,74.527621,22.41,232,52,180,447.387455,-360.839496,8.603605,-2.004664,18.8972,37.7,55,0,176,1,13.8004,586.547959,True,0.25
XRPUSDT,60,EMA_21_100,10.0,,True,0.03,0,one_shot,118,136.197471,174.208891,38.01142,24.58,118,29,89,350.720738,-214.523267,12.093819,-2.410374,16.6185,70.02,46,0,71,1,13.0537,636.197471,True,0.23
XRPUSDT,60,EMA_21_50,10.0,,True,0.03,0,one_shot,180,124.462935,182.27376,57.810824,23.33,180,42,138,417.837923,-293.374988,9.948522,-2.125906,17.6067,47.04,55,0,124,1,10.8154,624.462935,True,0.25
XRPUSDT,60,EMA_21_50_RSI14_55,10.0,,True,0.03,0,one_shot,751,91.065484,150.478668,59.413184,22.16,185,41,144,427.142624,-336.077139,10.418113,-2.333869,18.302,48.46,68,0,116,1,15.7706,591.065484,True,0.25
XRPUSDT,60,EMA_34_100,10.0,,True,0.03,0,one_shot,108,129.05742,163.959185,34.901766,22.22,108,24,84,340.276188,-211.218768,14.178175,-2.514509,15.0635,70.75,48,0,60,0,13.663,629.05742,True,0.23
XRPUSDT,60,EMA_50_200,10.0,,True,0.03,0,one_shot,60,241.780679,261.387828,19.60715,20.0,60,12,48,371.662101,-129.881423,30.971842,-2.705863,8.0346,121.9,34,0,25,1,20.1439,741.780679,True,0.23
XRPUSDT,60,EMA_8_21_RSI14_55,10.0,,True,0.03,0,one_shot,978,-70.155193,62.891188,133.046381,24.82,415,103,312,501.593301,-571.748494,4.869838,-1.832527,27.3415,21.51,84,0,330,1,34.0707,429.844807,True,0.26
XRPUSDT,60,EMA_8_21_RSI14_60,10.0,,True,0.03,0,one_shot,949,-1.02298,111.575893,112.598873,29.06,351,102,249,496.950916,-497.973896,4.872068,-1.999895,29.1022,25.34,85,0,265,1,25.2379,498.97702,True,0.26
XRPUSDT,60,EMA_8_21_VOL12,10.0,,True,0.03,0,one_shot,1283,-19.698352,93.824174,113.522526,22.03,354,78,276,489.779674,-509.478026,6.279227,-1.845935,22.7187,25.0,82,0,271,1,33.5015,480.301648,True,0.24
XRPUSDT,60,EMA_8_21_VOL15,10.0,,True,0.03,0,one_shot,990,-35.72001,61.454186,97.174196,24.75,303,75,228,455.16578,-490.88579,6.068877,-2.153008,26.1863,28.63,93,0,209,1,27.981,464.27999,True,0.26
XRPUSDT,60,EMA_8_34,10.0,,True,0.03,0,one_shot,379,-40.630193,80.924577,121.554771,21.64,379,82,297,470.799951,-511.430144,5.741463,-1.721987,23.0723,22.71,66,0,312,1,33.0595,459.369807,True,0.31
XRPUSDT,60,EMA_8_34_RSI14_60,10.0,,True,0.03,0,one_shot,860,47.107566,141.176743,94.069177,25.26,293,74,219,489.683902,-442.576336,6.61735,-2.020897,23.3948,30.66,79,0,213,1,22.1943,547.107566,True,0.26
XRPUSDT,60,EMA_BB_ADX_13_34,10.0,,True,0.03,0,one_shot,430,53.474434,124.093337,70.618904,22.73,220,50,170,424.432937,-370.958503,8.488659,-2.182109,20.4494,38.16,71,0,148,1,12.8942,553.474434,True,0.23
XRPUSDT,60,EMA_BB_ADX_8_21,10.0,,True,0.03,0,one_shot,395,77.583227,151.400499,73.817272,26.09,230,60,170,436.136445,-358.553218,7.268941,-2.109137,22.4901,36.06,68,0,161,1,13.0951,577.583227,True,0.25
XRPUSDT,60,MACD_12_26_sig,10.0,,True,0.03,0,one_shot,815,-326.615433,-65.6624,260.953033,26.13,815,213,602,612.984956,-939.600388,2.877864,-1.560798,35.1637,10.0,121,0,693,1,67.4457,173.384567,True,0.26
XRPUSDT,60,MACD_8_21_hist,10.0,,True,0.03,0,one_shot,1221,-400.056039,-66.794451,333.261588,25.36,1041,264,777,592.239313,-992.295351,2.243331,-1.277085,36.2765,6.63,83,0,958,0,80.1274,99.943961,False,0.28
XRPUSDT,60,MACD_8_21_sig,10.0,,True,0.03,0,one_shot,1221,-400.056039,-66.794451,333.261588,25.36,1041,264,777,592.239313,-992.295351,2.243331,-1.277085,36.2765,6.63,83,0,958,0,80.1274,99.943961,False,0.26
XRPUSDT,60,MACD_RSI14_50,10.0,,True,0.03,0,one_shot,1023,-164.880953,38.892061,203.773014,27.2,636,173,463,625.01941,-789.900363,3.612829,-1.706048,32.0753,13.67,106,0,529,1,42.8648,335.119047,True,0.25
XRPUSDT,60,MACD_RSI14_55,10.0,,True,0.03,0,one_shot,999,-131.053981,67.580378,198.63436,27.1,620,168,452,609.712594,-740.766575,3.629242,-1.638864,31.1092,14.06,93,0,526,1,43.3211,368.946019,True,0.26
XRPUSDT,60,MACD_RSI7_50,10.0,,True,0.03,0,one_shot,1507,-400.930082,-91.918475,309.011607,26.22,965,253,712,624.055739,-1024.985821,2.466623,-1.439587,36.8538,8.0,102,0,863,0,80.4603,99.069918,False,0.29
XRPUSDT,60,MACD_RSI7_55,10.0,,True,0.03,0,one_shot,1493,-383.133368,-54.35032,328.783048,28.72,1027,295,732,703.406958,-1086.540326,2.38443,-1.484345,38.3673,8.21,120,0,906,1,79.7569,116.866632,True,0.26
XRPUSDT,60,RSI14_6535,10.0,,True,0.03,0,one_shot,848,-237.139056,-90.277583,146.861473,47.93,459,220,239,493.88256,-731.021616,2.244921,-3.058668,57.6717,15.26,217,0,241,1,51.7171,262.860944,True,0.19
XRPUSDT,60,RSI14_trend50,10.0,,True,0.03,0,one_shot,1277,-324.081584,79.667336,403.74892,22.2,1261,280,981,726.928635,-1051.010219,2.596174,-1.071366,29.2121,6.5,72,0,1188,1,69.8665,175.918416,True,0.3
XRPUSDT,60,RSI21_7030,10.0,,True,0.03,0,one_shot,310,-104.131,-43.282431,60.848569,32.63,190,62,128,320.874,-425.005,5.175387,-3.320352,39.0826,32.24,128,0,62,0,29.0033,395.869,True,0.24
XRPUSDT,60,RSI7_6535,10.0,,True,0.03,0,one_shot,1518,-325.32157,-22.815952,302.505617,50.9,945,481,464,712.984871,-1038.30644,1.482297,-2.237729,60.1536,7.44,278,0,667,0,65.0643,174.67843,True,0.26
XRPUSDT,60,RSI7_trend50,10.0,,True,0.03,0,one_shot,1851,-400.384845,-78.140365,322.24448,19.46,1007,196,811,341.733474,-742.118319,1.743538,-0.915066,34.419,4.28,29,0,978,0,80.3042,99.615155,False,0.24
XRPUSDT,60,STOCH14_EMA13_34,10.0,,True,0.03,0,one_shot,634,112.98714,179.501083,66.513943,30.92,207,64,143,458.795801,-345.808661,7.168684,-2.418242,25.2244,37.92,95,0,111,1,15.5591,612.98714,True,0.3
XRPUSDT,60,STOCH14_EMA8_21,10.0,,True,0.03,0,one_shot,496,47.615516,117.922527,70.30701,31.05,219,68,151,422.369094,-374.753578,6.21131,-2.481812,28.5491,34.87,104,0,114,1,24.5864,547.615516,True,0.24
XRPUSDT,60,STOCH14_cross,10.0,,True,0.03,0,one_shot,3906,-400.134433,-5.565771,394.568662,23.93,1233,295,938,295.571668,-695.706101,1.001938,-0.741691,42.5372,1.48,18,0,1215,0,80.1189,99.865567,False,0.29
XRPUSDT,60,STOCH5_cross,10.0,,True,0.03,0,one_shot,4028,-400.228362,22.848678,423.077041,24.21,1322,320,1002,326.334071,-726.562433,1.019794,-0.725112,41.5559,1.37,18,0,1304,0,80.1398,99.771638,False,0.33
XRPUSDT,60,TS_13_34_100_14,10.0,,True,0.03,0,one_shot,771,112.225731,183.247927,71.022196,22.62,221,50,171,471.501902,-359.276171,9.430038,-2.10103,18.2206,41.03,66,0,154,1,15.3851,612.225731,True,0.25
XRPUSDT,60,TS_13_34_200_14,10.0,,True,0.03,0,one_shot,632,266.455121,313.983327,47.528206,23.81,147,35,112,518.99938,-252.544259,14.828554,-2.254859,13.1991,62.37,47,0,99,1,16.8471,766.455121,True,0.24
XRPUSDT,60,TS_8_21_100_14,10.0,,True,0.03,0,one_shot,826,64.514313,153.813508,89.299195,17.99,278,50,228,475.030292,-410.515979,9.500606,-1.800509,15.9321,32.82,53,0,224,1,24.625,564.514313,True,0.26
XRPUSDT,60,TS_8_21_50_14,10.0,,True,0.03,0,one_shot,904,-26.935916,96.546291,123.482207,23.38,385,90,295,499.10071,-526.036627,5.545563,-1.783175,24.3313,23.43,68,0,316,1,34.2549,473.064084,True,0.25
XRPUSDT,60,DONCHIAN_55,10.0,,True,0.03,0,one_shot,76,139.118567,163.742652,24.624085,22.37,76,17,59,318.494917,-179.376351,18.734995,-3.040277,13.9621,70.83,50,0,26,0,12.5312,639.118567,True,0.26
DOGEUSDT,240,ADX14_DI_25,10.0,,True,0.03,0,one_shot,209,69.243832,130.305952,61.062121,24.21,190,46,144,483.388892,-414.14506,10.508454,-2.876007,21.4877,8.83,109,0,80,1,15.0634,569.243832,True,0.09
DOGEUSDT,240,ADX14_EMA13_34,10.0,,True,0.03,0,one_shot,110,171.795236,196.073938,24.278702,26.67,75,20,55,344.093188,-172.297952,17.204659,-3.13269,15.4036,23.07,50,0,24,1,13.3658,671.795236,True,0.11
DOGEUSDT,240,ADX14_EMA21_50,10.0,,True,0.03,0,one_shot,74,347.466181,361.308575,13.842394,30.95,42,13,29,435.855759,-88.389578,33.527366,-3.047916,8.3333,46.71,25,0,16,1,12.189,847.466181,True,0.1
DOGEUSDT,240,ADX14_EMA8_21,10.0,,True,0.03,0,one_shot,124,206.929662,238.604382,31.67472,26.53,98,26,72,426.961551,-220.031889,16.421598,-3.055998,15.6898,18.19,62,0,35,1,11.2855,706.929662,True,0.08
DOGEUSDT,240,BB_10_2_RSI14,10.0,,True,0.03,0,one_shot,131,-10.715075,17.879671,28.594745,16.85,89,15,74,227.155837,-237.870912,15.143722,-3.214472,17.5097,14.47,70,0,18,1,34.1099,489.284925,True,0.08
DOGEUSDT,240,BB_10_2_breakout,10.0,,True,0.03,0,one_shot,141,13.94059,43.19133,29.250741,18.68,91,17,74,249.072545,-235.131956,14.651326,-3.177459,17.8221,15.52,69,0,21,1,24.196,513.94059,True,0.11
DOGEUSDT,240,BB_20_25_ADX20,10.0,,True,0.03,0,one_shot,61,129.233975,140.259349,11.025375,20.59,34,7,27,218.851475,-89.6175,31.264496,-3.319167,9.5975,36.0,27,0,6,1,16.3163,629.233975,True,0.08
DOGEUSDT,240,BB_20_25_ADX25,10.0,,True,0.03,0,one_shot,59,124.947899,135.979693,11.031794,20.59,34,7,27,214.565399,-89.6175,30.6522,-3.319167,9.7705,34.71,27,0,6,1,16.3163,624.947899,True,0.09
DOGEUSDT,240,BB_20_25_EMA100,10.0,,True,0.03,0,one_shot,60,141.864332,151.602027,9.737695,20.0,30,6,24,221.526332,-79.662,36.921055,-3.31925,8.2486,42.97,24,0,5,1,18.6678,641.864332,True,0.08
DOGEUSDT,240,BB_20_25_EMA200,10.0,,True,0.03,0,one_shot,56,133.989115,143.091103,9.101988,17.86,28,5,23,210.326615,-76.3375,42.065323,-3.319022,7.3131,47.68,23,0,4,1,18.1546,633.989115,True,0.11
DOGEUSDT,240,BB_20_25_EMA50,10.0,,True,0.03,0,one_shot,64,128.298257,139.635901,11.337644,20.0,35,7,28,221.240257,-92.942,31.605751,-3.319357,9.5042,36.91,28,0,6,1,17.3456,628.298257,True,0.09
DOGEUSDT,240,BB_20_25_MACD,10.0,,True,0.03,0,one_shot,64,131.182475,142.524452,11.341977,20.0,35,7,28,224.124475,-92.942,32.017782,-3.319357,9.3934,36.97,28,0,6,1,17.3456,631.182475,True,0.1
DOGEUSDT,240,BB_20_25_RSI14,10.0,,True,0.03,0,one_shot,64,131.182475,142.524452,11.341977,20.0,35,7,28,224.124475,-92.942,32.017782,-3.319357,9.3934,36.97,28,0,6,1,17.3456,631.182475,True,0.08
DOGEUSDT,240,BB_20_25_RSI14_55,10.0,,True,0.03,0,one_shot,63,131.182475,142.524452,11.341977,20.0,35,7,28,224.124475,-92.942,32.017782,-3.319357,9.3934,36.97,28,0,6,1,17.3456,631.182475,True,0.1
DOGEUSDT,240,BB_20_25_SQ,10.0,,True,0.03,0,one_shot,38,74.803925,82.19091,7.386985,17.39,23,4,19,137.852425,-63.0485,34.463106,-3.318342,8.783,40.22,19,0,3,1,16.9319,574.803925,True,0.08
DOGEUSDT,240,BB_20_25_VOL12,10.0,,True,0.03,0,one_shot,62,127.291445,138.307095,11.015651,20.59,34,7,27,216.917945,-89.6265,30.988278,-3.3195,9.6756,38.0,27,0,6,1,16.9623,627.291445,True,0.08
DOGEUSDT,240,BB_20_25_revert,10.0,,True,0.03,0,one_shot,64,-69.43194,-51.075759,18.356181,8.77,57,5,52,103.24406,-172.676,20.648812,-3.320692,13.8538,17.67,52,0,5,0,16.394,430.56806,True,0.09
DOGEUSDT,240,BB_20_2_ADX20,10.0,,True,0.03,0,one_shot,131,201.490804,223.157259,21.666454,25.37,67,17,50,362.692667,-161.201863,21.334863,-3.224037,13.1278,24.0,47,0,19,1,15.0278,701.490804,True,0.08
DOGEUSDT,240,BB_20_2_EMA100,10.0,,True,0.03,0,one_shot,120,211.241163,228.428429,17.187266,26.42,53,14,39,334.908535,-123.667372,23.922038,-3.170958,11.704,33.4,36,0,16,1,17.6881,711.241163,True,0.08
DOGEUSDT,240,BB_20_2_EMA200,10.0,,True,0.03,0,one_shot,106,295.667322,308.205971,12.53865,21.05,38,8,30,394.067211,-98.399889,49.258401,-3.279996,6.243,49.18,29,0,8,1,17.6683,795.667322,True,0.08
