group,symbol,interval,strategy,cooldown_candles,max_sl_pct,net_pnl,gross_pnl,total_costs,win_rate,n_trades,n_initial_sl_exits,max_drawdown_pct,final_equity,survived,seconds
catalog,SOLUSDT,240,BB_20_2_RSI14,5,0.03,-221.397112,-171.785773,49.611339,21.94,155,70,44.2794,278.602888,True,0.16
catalog,SOLUSDT,240,BB_20_2_RSI14,10,0.03,-202.528983,-158.996195,43.532788,22.06,136,65,40.5058,297.471017,True,0.27
catalog,SOLUSDT,240,BB_20_2_RSI14,20,0.03,-153.380551,-118.179282,35.201269,22.73,110,49,30.6761,346.619449,True,0.24
catalog,SOLUSDT,240,BB_20_2_RSI14,50,0.03,-95.730646,-77.169586,18.56106,24.14,58,32,19.1461,404.269354,True,0.26
catalog,SOLUSDT,240,ADX14_DI_20,0,0.03,-400.012393,-309.730443,90.28195,23.76,282,119,80.1525,99.987607,False,0.36
catalog,SOLUSDT,240,ADX14_DI_20,5,0.03,-401.544712,-312.543926,89.000786,25.18,278,121,80.4566,98.455288,False,0.25
catalog,SOLUSDT,240,ADX14_DI_20,10,0.03,-401.560697,-314.200622,87.360074,26.74,273,118,80.4598,98.439303,False,0.19
catalog,SOLUSDT,240,ADX14_DI_20,20,0.03,-266.057274,-204.264172,61.793102,25.91,193,79,53.5624,233.942726,True,0.19
catalog,SOLUSDT,240,ADX14_DI_20,50,0.03,-136.773874,-104.782992,31.990882,26.0,100,41,27.8997,363.226126,True,0.15
catalog,SOLUSDT,240,STOCH14_cross,0,0.03,-401.400232,-301.168947,100.231285,14.7,313,77,80.28,98.599768,False,0.19
catalog,SOLUSDT,240,STOCH14_cross,5,0.03,-402.587989,-266.914305,135.673685,20.52,424,65,80.5176,97.412011,False,0.58
catalog,SOLUSDT,240,STOCH14_cross,10,0.03,-400.012061,-263.411605,136.600456,22.01,427,59,80.0024,99.987939,False,0.61
catalog,SOLUSDT,240,STOCH14_cross,20,0.03,-400.825256,-239.206241,161.619016,25.15,505,52,80.1732,99.174744,False,0.33
catalog,SOLUSDT,240,STOCH14_cross,50,0.03,-231.255629,-145.509313,85.746315,23.88,268,38,46.2511,268.744371,True,0.24
catalog,SOLUSDT,240,TS_13_34_200_14,0,0.03,-401.857155,-315.816464,86.040691,24.54,269,132,80.4112,98.142845,False,0.24
catalog,SOLUSDT,240,TS_13_34_200_14,5,0.03,-401.601517,-320.058958,81.542558,23.92,255,129,80.3203,98.398483,False,0.22
catalog,SOLUSDT,240,TS_13_34_200_14,10,0.03,-329.694422,-263.799554,65.894868,24.76,206,107,65.9389,170.305578,True,0.23
catalog,SOLUSDT,240,TS_13_34_200_14,20,0.03,-231.961766,-184.622904,47.338862,25.0,148,76,46.3924,268.038234,True,0.25
catalog,SOLUSDT,240,TS_13_34_200_14,50,0.03,-120.003607,-97.318004,22.685603,25.35,71,39,24.0007,379.996393,True,0.24
catalog,SOLUSDT,60,EMA_8_21,0,0.03,-403.235859,-291.498404,111.737455,33.24,349,123,80.7331,96.764141,False,0.5
catalog,SOLUSDT,60,EMA_8_21,5,0.03,-401.869699,-269.022363,132.847335,34.94,415,112,80.4611,98.130301,False,0.49
catalog,SOLUSDT,60,EMA_8_21,10,0.03,-400.069974,-271.0907,128.979274,34.0,403,110,80.1027,99.930026,False,0.53
catalog,SOLUSDT,60,EMA_8_21,20,0.03,-401.07354,-249.061034,152.012506,33.89,475,99,80.3026,98.92646,False,0.52
catalog,SOLUSDT,60,EMA_8_21,50,0.03,-347.962267,-194.9573,153.004967,37.03,478,97,69.7275,152.037733,True,0.44
catalog,SOLUSDT,60,EMA_13_34_RSI14_55,0,0.03,-400.792551,-287.49489,113.297661,39.55,354,147,80.3408,99.207449,False,0.3
catalog,SOLUSDT,60,EMA_13_34_RSI14_55,5,0.03,-400.59573,-278.944286,121.651444,39.21,380,144,80.3018,99.40427,False,0.25
catalog,SOLUSDT,60,EMA_13_34_RSI14_55,10,0.03,-401.705484,-273.032232,128.673252,41.29,402,144,80.5217,98.294516,False,0.23
catalog,SOLUSDT,60,EMA_13_34_RSI14_55,20,0.03,-400.212116,-272.558015,127.654101,39.85,399,143,80.2258,99.787884,False,0.24
catalog,SOLUSDT,60,EMA_13_34_RSI14_55,50,0.03,-261.884432,-162.679508,99.204924,44.84,310,106,52.8144,238.115568,True,0.24
catalog,SOLUSDT,60,RSI14_7030,0,0.03,-400.198575,-262.002393,138.196182,45.14,432,211,80.1196,99.801425,False,0.25
catalog,SOLUSDT,60,RSI14_7030,5,0.03,-372.320737,-247.867098,124.453638,44.47,389,194,74.5663,127.679263,True,0.22
catalog,SOLUSDT,60,RSI14_7030,10,0.03,-331.982551,-222.563726,109.418825,44.74,342,172,66.531,168.017449,True,0.24
catalog,SOLUSDT,60,RSI14_7030,20,0.03,-249.723406,-158.234034,91.489372,45.8,286,143,50.145,250.276594,True,0.26
catalog,SOLUSDT,60,RSI14_7030,50,0.03,-163.293332,-99.548817,63.744515,46.23,199,98,32.9281,336.706668,True,0.29
catalog,SOLUSDT,60,MACD_12_26_hist,0,0.03,-400.834314,-282.038884,118.79543,29.38,371,102,80.1992,99.165686,False,0.33
catalog,SOLUSDT,60,MACD_12_26_hist,5,0.03,-402.903178,-254.732594,148.170583,30.89,463,90,80.6123,97.096822,False,0.7
catalog,SOLUSDT,60,MACD_12_26_hist,10,0.03,-403.152741,-250.499406,152.653335,30.4,477,86,80.6621,96.847259,False,0.31
catalog,SOLUSDT,60,MACD_12_26_hist,20,0.03,-401.365303,-247.118361,154.246942,30.91,482,84,80.3052,98.634697,False,0.3
catalog,SOLUSDT,60,MACD_12_26_hist,50,0.03,-400.982645,-226.609694,174.372952,32.29,545,82,80.2288,99.017355,False,0.21
catalog,SOLUSDT,60,MACD_RSI14_50,0,0.03,-402.414886,-281.107711,121.307175,32.45,379,120,80.5328,97.585114,False,0.3
catalog,SOLUSDT,60,MACD_RSI14_50,5,0.03,-401.490422,-273.767023,127.7234,32.08,399,101,80.3484,98.509578,False,0.26
catalog,SOLUSDT,60,MACD_RSI14_50,10,0.03,-400.192741,-276.343476,123.849265,30.49,387,95,80.0895,99.807259,False,0.28
catalog,SOLUSDT,60,MACD_RSI14_50,20,0.03,-400.878024,-266.451137,134.426888,31.43,420,89,80.2262,99.121976,False,0.27
catalog,SOLUSDT,60,MACD_RSI14_50,50,0.03,-402.966919,-246.139294,156.827626,34.69,490,95,80.643,97.033081,False,0.3
catalog,SOLUSDT,60,BB_20_25_breakout,0,0.03,-243.216015,-170.230765,72.98525,40.35,228,108,48.8904,256.783985,True,0.22
catalog,SOLUSDT,60,BB_20_25_breakout,5,0.03,-222.964705,-157.347803,65.616903,40.0,205,98,44.8596,277.035295,True,0.56
catalog,SOLUSDT,60,BB_20_25_breakout,10,0.03,-211.007892,-146.991268,64.016624,41.0,200,95,42.4797,288.992108,True,0.41
catalog,SOLUSDT,60,BB_20_25_breakout,20,0.03,-210.153954,-149.668404,60.48555,39.15,189,91,42.3098,289.846046,True,0.38
catalog,SOLUSDT,60,BB_20_25_breakout,50,0.03,-170.31223,-125.200945,45.111285,38.3,141,72,34.3798,329.68777,True,0.64
catalog,SOLUSDT,60,BB_20_2_RSI14,0,0.03,-401.158161,-284.001727,117.156434,37.98,366,154,80.3454,98.841839,False,0.57
catalog,SOLUSDT,60,BB_20_2_RSI14,5,0.03,-401.972441,-287.066211,114.90623,36.77,359,145,80.5074,98.027559,False,0.45
catalog,SOLUSDT,60,BB_20_2_RSI14,10,0.03,-400.509383,-289.128194,111.381189,36.49,348,144,80.2164,99.490617,False,0.43
catalog,SOLUSDT,60,BB_20_2_RSI14,20,0.03,-359.173875,-257.689917,101.483958,37.22,317,129,71.9969,140.826125,True,0.34
catalog,SOLUSDT,60,BB_20_2_RSI14,50,0.03,-256.59763,-184.897454,71.700177,37.05,224,92,51.5998,243.40237,True,0.46
catalog,SOLUSDT,60,ADX14_DI_20,0,0.03,-400.184141,-281.686115,118.498026,27.3,370,92,80.0368,99.815859,False,0.28
catalog,SOLUSDT,60,ADX14_DI_20,5,0.03,-400.727147,-272.300527,128.42662,27.68,401,80,80.1454,99.272853,False,0.41
catalog,SOLUSDT,60,ADX14_DI_20,10,0.03,-401.456702,-256.163501,145.293201,27.31,454,68,80.2913,98.543298,False,0.54
catalog,SOLUSDT,60,ADX14_DI_20,20,0.03,-400.648516,-239.62744,161.021076,27.24,503,70,80.1712,99.351484,False,0.46
catalog,SOLUSDT,60,ADX14_DI_20,50,0.03,-400.456406,-230.755339,169.701067,28.11,530,62,80.0913,99.543594,False,0.5
catalog,SOLUSDT,60,STOCH14_cross,0,0.03,-400.558451,-199.85924,200.699211,22.65,627,29,80.1692,99.441549,False,0.65
catalog,SOLUSDT,60,STOCH14_cross,5,0.03,-400.314993,-159.005102,241.309891,26.26,754,23,80.1207,99.685007,False,0.57
catalog,SOLUSDT,60,STOCH14_cross,10,0.03,-400.122277,-146.339602,253.782675,27.36,793,27,80.0822,99.877723,False,0.67
catalog,SOLUSDT,60,STOCH14_cross,20,0.03,-400.126015,-154.362448,245.763567,26.3,768,27,80.083,99.873985,False,0.52
catalog,SOLUSDT,60,STOCH14_cross,50,0.03,-400.286062,-145.875368,254.410694,24.78,795,22,80.1149,99.713938,False,0.61
catalog,SOLUSDT,60,TS_13_34_200_14,0,0.03,-400.881691,-287.252287,113.629405,40.56,355,162,80.3585,99.118309,False,0.59
catalog,SOLUSDT,60,TS_13_34_200_14,5,0.03,-401.492928,-277.950745,123.542183,42.23,386,171,80.4796,98.507072,False,0.28
catalog,SOLUSDT,60,TS_13_34_200_14,10,0.03,-402.996556,-286.799329,116.197227,41.32,363,161,80.7776,97.003444,False,0.28
catalog,SOLUSDT,60,TS_13_34_200_14,20,0.03,-400.633812,-297.955965,102.677847,36.14,321,148,80.3094,99.366188,False,0.23
catalog,SOLUSDT,60,TS_13_34_200_14,50,0.03,-258.102432,-175.214565,82.887867,42.08,259,110,52.1862,241.897568,True,0.21
catalog,ETHUSDT,240,EMA_8_21,0,0.03,-401.690156,-282.829265,118.86089,32.35,371,128,80.5663,98.309844,False,0.1
catalog,ETHUSDT,240,EMA_8_21,5,0.03,-380.000621,-280.382794,99.617826,29.26,311,122,76.2831,119.999379,True,0.1
catalog,ETHUSDT,240,EMA_8_21,10,0.03,-301.862273,-220.805604,81.056669,30.83,253,93,60.9843,198.137727,True,0.09
catalog,ETHUSDT,240,EMA_8_21,20,0.03,-202.875354,-147.468097,55.407257,30.06,173,67,41.6091,297.124646,True,0.08
catalog,ETHUSDT,240,EMA_8_21,50,0.03,-122.37941,-93.548855,28.830555,28.89,90,37,25.3432,377.62059,True,0.1
catalog,ETHUSDT,240,EMA_13_34_RSI14_55,0,0.03,-402.087532,-298.586076,103.501456,33.44,323,145,81.0417,97.912468,False,0.12
catalog,ETHUSDT,240,EMA_13_34_RSI14_55,5,0.03,-324.176147,-243.40755,80.768597,31.75,252,117,65.5188,175.823853,True,0.11
catalog,ETHUSDT,240,EMA_13_34_RSI14_55,10,0.03,-250.164789,-183.198685,66.966104,35.41,209,93,51.542,249.835211,True,0.08
catalog,ETHUSDT,240,EMA_13_34_RSI14_55,20,0.03,-171.606258,-123.21586,48.390398,34.44,151,65,35.8393,328.393742,True,0.08
catalog,ETHUSDT,240,EMA_13_34_RSI14_55,50,0.03,-99.21969,-74.872931,24.346759,34.21,76,36,21.3262,400.78031,True,0.08
catalog,ETHUSDT,240,RSI14_7030,0,0.03,-332.290085,-266.081277,66.208808,29.95,207,118,66.6212,167.709915,True,0.32
catalog,ETHUSDT,240,RSI14_7030,5,0.03,-201.118565,-162.69986,38.418705,31.67,120,73,40.3075,298.881435,True,0.18
catalog,ETHUSDT,240,RSI14_7030,10,0.03,-173.363199,-141.959643,31.403556,28.57,98,62,34.7643,326.636801,True,0.15
catalog,ETHUSDT,240,RSI14_7030,20,0.03,-137.527621,-112.225455,25.302167,27.85,79,49,27.6072,362.472379,True,0.19
catalog,ETHUSDT,240,RSI14_7030,50,0.03,-93.879445,-78.1736,15.705845,24.49,49,32,18.8898,406.120555,True,0.1
catalog,ETHUSDT,240,MACD_12_26_hist,0,0.03,-402.759326,-281.044625,121.7147,27.89,380,106,80.5519,97.240674,False,0.18
catalog,ETHUSDT,240,MACD_12_26_hist,5,0.03,-380.15696,-265.522623,114.634337,27.93,358,105,76.0314,119.84304,True,0.17
catalog,ETHUSDT,240,MACD_12_26_hist,10,0.03,-281.881611,-188.040801,93.84081,31.06,293,84,56.3763,218.118389,True,0.15
catalog,ETHUSDT,240,MACD_12_26_hist,20,0.03,-227.304498,-148.815117,78.489381,29.8,245,58,45.4609,272.695502,True,0.2
catalog,ETHUSDT,240,MACD_12_26_hist,50,0.03,-146.309923,-113.617106,32.692816,20.59,102,38,29.262,353.690077,True,0.19
catalog,ETHUSDT,240,MACD_RSI14_50,0,0.03,-400.615532,-290.439693,110.175839,30.52,344,123,80.1231,99.384468,False,0.15
catalog,ETHUSDT,240,MACD_RSI14_50,5,0.03,-355.601563,-258.560935,97.040628,29.7,303,110,71.1203,144.398437,True,0.23
catalog,ETHUSDT,240,MACD_RSI14_50,10,0.03,-279.529314,-197.845094,81.68422,32.94,255,86,55.9059,220.470686,True,0.21
catalog,ETHUSDT,240,MACD_RSI14_50,20,0.03,-219.140835,-157.314986,61.825849,30.05,193,66,43.8282,280.859165,True,0.18
catalog,ETHUSDT,240,MACD_RSI14_50,50,0.03,-115.762215,-80.498026,35.264189,30.91,110,36,23.1524,384.237785,True,0.28
catalog,ETHUSDT,240,BB_20_25_breakout,0,0.03,-89.047947,-65.035689,24.012258,30.67,75,30,19.1327,410.952053,True,0.27
catalog,ETHUSDT,240,BB_20_25_breakout,5,0.03,-80.588264,-57.857773,22.730491,30.99,71,27,17.468,419.411736,True,0.25
catalog,ETHUSDT,240,BB_20_25_breakout,10,0.03,-81.502276,-59.728978,21.773298,27.94,68,27,17.6479,418.497724,True,0.24
catalog,ETHUSDT,240,BB_20_25_breakout,20,0.03,-66.499346,-47.299083,19.200263,31.67,60,24,14.6956,433.500654,True,0.23
catalog,ETHUSDT,240,BB_20_25_breakout,50,0.03,-43.48285,-28.761695,14.721155,34.78,46,16,10.1664,456.51715,True,0.16
catalog,ETHUSDT,240,BB_20_2_RSI14,0,0.03,-239.401532,-184.655156,54.746376,25.73,171,77,48.939,260.598468,True,0.45
catalog,ETHUSDT,240,BB_20_2_RSI14,5,0.03,-216.53227,-165.9443,50.587971,25.32,158,70,44.4581,283.46773,True,0.27
catalog,ETHUSDT,240,BB_20_2_RSI14,10,0.03,-201.282802,-157.4094,43.873403,23.36,137,63,41.4701,298.717198,True,0.15
catalog,ETHUSDT,240,BB_20_2_RSI14,20,0.03,-149.397059,-114.163159,35.2339,26.36,110,48,31.3038,350.602941,True,0.16
catalog,ETHUSDT,240,BB_20_2_RSI14,50,0.03,-82.934871,-60.548301,22.38657,31.43,70,28,18.2813,417.065129,True,0.21
catalog,ETHUSDT,240,ADX14_DI_20,0,0.03,-400.124519,-275.790261,124.334259,29.64,388,104,80.0249,99.875481,False,0.21
catalog,ETHUSDT,240,ADX14_DI_20,5,0.03,-400.279675,-284.934359,115.345316,27.22,360,109,80.0559,99.720325,False,0.27
catalog,ETHUSDT,240,ADX14_DI_20,10,0.03,-281.387683,-183.35894,98.028743,32.03,306,79,56.2775,218.612317,True,0.21
catalog,ETHUSDT,240,ADX14_DI_20,20,0.03,-231.707003,-161.539997,70.167005,27.85,219,64,46.3414,268.292997,True,0.19
catalog,ETHUSDT,240,ADX14_DI_20,50,0.03,-151.395853,-102.718068,48.677785,26.32,152,33,30.2792,348.604147,True,0.23
catalog,ETHUSDT,240,STOCH14_cross,0,0.03,-400.558937,-220.666262,179.892675,24.02,562,44,80.1652,99.441063,False,0.19
catalog,ETHUSDT,240,STOCH14_cross,5,0.03,-400.428219,-196.544732,203.883487,25.59,637,37,80.1391,99.571781,False,0.12
catalog,ETHUSDT,240,STOCH14_cross,10,0.03,-401.508357,-197.940205,203.568152,25.31,636,36,80.3545,98.491643,False,0.14
catalog,ETHUSDT,240,STOCH14_cross,20,0.03,-401.266621,-196.703382,204.563238,25.35,639,41,80.3063,98.733379,False,0.13
catalog,ETHUSDT,240,STOCH14_cross,50,0.03,-313.018539,-166.120805,146.897735,23.97,459,28,62.7041,186.981461,True,0.08
catalog,ETHUSDT,240,TS_13_34_200_14,0,0.03,-401.445213,-302.703572,98.741641,32.14,308,149,80.9686,98.554787,False,0.08
catalog,ETHUSDT,240,TS_13_34_200_14,5,0.03,-311.246797,-235.578696,75.668101,30.08,236,113,63.2571,188.753203,True,0.07
catalog,ETHUSDT,240,TS_13_34_200_14,10,0.03,-232.590993,-171.68961,60.901382,33.16,190,87,48.0588,267.409007,True,0.14
catalog,ETHUSDT,240,TS_13_34_200_14,20,0.03,-172.419685,-126.914286,45.5054,31.69,142,66,36.361,327.580315,True,0.14
catalog,ETHUSDT,240,TS_13_34_200_14,50,0.03,-94.00211,-71.256889,22.745222,32.39,71,35,20.302,405.99789,True,0.16
catalog,ETHUSDT,60,EMA_8_21,0,0.03,-400.61696,-230.261212,170.355748,28.95,532,68,80.1302,99.38304,False,0.33
catalog,ETHUSDT,60,EMA_8_21,5,0.03,-400.032046,-209.202213,190.829834,30.37,596,71,80.0133,99.967954,False,0.3
catalog,ETHUSDT,60,EMA_8_21,10,0.03,-400.865834,-204.873045,195.992789,30.39,612,69,80.18,99.134166,False,0.26
catalog,ETHUSDT,60,EMA_8_21,20,0.03,-402.36888,-209.973325,192.395555,31.28,601,74,80.4805,97.63112,False,0.27
catalog,ETHUSDT,60,EMA_8_21,50,0.03,-363.5059,-190.919748,172.586152,29.87,539,58,72.7106,136.4941,True,0.33
catalog,ETHUSDT,60,EMA_13_34_RSI14_55,0,0.03,-400.98594,-250.149167,150.836773,36.73,471,123,80.2919,99.01406,False,0.22
catalog,ETHUSDT,60,EMA_13_34_RSI14_55,5,0.03,-400.12792,-246.740833,153.387086,35.49,479,116,80.1211,99.87208,False,0.28
catalog,ETHUSDT,60,EMA_13_34_RSI14_55,10,0.03,-383.68318,-231.892071,151.791109,36.08,474,110,76.8479,116.31682,True,0.28
catalog,ETHUSDT,60,EMA_13_34_RSI14_55,20,0.03,-324.591208,-189.169707,135.421501,37.35,423,96,65.086,175.408792,True,0.36
catalog,ETHUSDT,60,EMA_13_34_RSI14_55,50,0.03,-242.51481,-140.343687,102.171124,36.68,319,72,48.9466,257.48519,True,0.24
catalog,ETHUSDT,60,RSI14_7030,0,0.03,-403.218545,-260.539184,142.679361,45.96,446,207,80.7358,96.781455,False,0.29
catalog,ETHUSDT,60,RSI14_7030,5,0.03,-283.146276,-169.190685,113.955591,49.44,356,155,57.2606,216.853724,True,0.25
catalog,ETHUSDT,60,RSI14_7030,10,0.03,-223.976441,-120.55964,103.4168,51.08,323,134,45.0581,276.023559,True,0.32
catalog,ETHUSDT,60,RSI14_7030,20,0.03,-199.711701,-113.518871,86.19283,49.81,269,117,40.2282,300.288299,True,0.23
catalog,ETHUSDT,60,RSI14_7030,50,0.03,-119.928183,-55.2486,64.679584,52.48,202,81,25.4085,380.071817,True,0.19
catalog,ETHUSDT,60,MACD_12_26_hist,0,0.03,-401.805749,-201.724346,200.081403,30.72,625,65,80.3679,98.194251,False,0.42
catalog,ETHUSDT,60,MACD_12_26_hist,5,0.03,-400.582002,-197.951706,202.630296,29.54,633,55,80.1232,99.417998,False,0.38
catalog,ETHUSDT,60,MACD_12_26_hist,10,0.03,-400.71305,-195.838091,204.874959,29.69,640,49,80.1494,99.28695,False,0.31
catalog,ETHUSDT,60,MACD_12_26_hist,20,0.03,-400.158501,-193.012055,207.146445,29.21,647,51,80.0386,99.841499,False,0.26
catalog,ETHUSDT,60,MACD_12_26_hist,50,0.03,-400.336976,-198.028089,202.308887,28.8,632,49,80.0743,99.663024,False,0.28
catalog,ETHUSDT,60,MACD_RSI14_50,0,0.03,-400.573758,-218.05915,182.514609,31.4,570,65,80.1538,99.426242,False,0.29
catalog,ETHUSDT,60,MACD_RSI14_50,5,0.03,-402.029513,-214.726196,187.303317,31.28,585,62,80.4443,97.970487,False,0.28
catalog,ETHUSDT,60,MACD_RSI14_50,10,0.03,-400.123196,-208.988812,191.134385,31.32,597,58,80.0638,99.876804,False,0.29
catalog,ETHUSDT,60,MACD_RSI14_50,20,0.03,-400.271151,-214.266262,186.004889,30.81,581,55,80.0934,99.728849,False,0.21
catalog,ETHUSDT,60,MACD_RSI14_50,50,0.03,-364.674326,-183.503952,181.170374,31.8,566,53,72.988,135.325674,True,0.23
catalog,ETHUSDT,60,BB_20_25_breakout,0,0.03,-148.326733,-76.885041,71.441692,44.39,223,74,30.3585,351.673267,True,0.23
catalog,ETHUSDT,60,BB_20_25_breakout,5,0.03,-149.810157,-84.778419,65.031738,42.36,203,68,30.6528,350.189843,True,0.29
catalog,ETHUSDT,60,BB_20_25_breakout,10,0.03,-148.828061,-85.067635,63.760425,42.21,199,68,30.4579,351.171939,True,0.2
catalog,ETHUSDT,60,BB_20_25_breakout,20,0.03,-151.378897,-88.262679,63.116218,42.13,197,68,30.9639,348.621103,True,0.22
catalog,ETHUSDT,60,BB_20_25_breakout,50,0.03,-104.868934,-54.201868,50.667066,44.3,158,54,21.6687,395.131066,True,0.22
catalog,ETHUSDT,60,BB_20_2_RSI14,0,0.03,-390.450756,-264.88892,125.561836,35.71,392,116,78.1371,109.549244,True,0.26
catalog,ETHUSDT,60,BB_20_2_RSI14,5,0.03,-328.795585,-217.97984,110.815744,35.84,346,98,65.8324,171.204415,True,0.23
catalog,ETHUSDT,60,BB_20_2_RSI14,10,0.03,-321.682452,-213.10133,108.581122,35.4,339,97,64.4129,178.317548,True,0.27
catalog,ETHUSDT,60,BB_20_2_RSI14,20,0.03,-297.617659,-195.443179,102.174479,36.05,319,91,59.6102,202.382341,True,0.32
catalog,ETHUSDT,60,BB_20_2_RSI14,50,0.03,-230.879676,-152.707845,78.171831,34.84,244,70,46.2912,269.120324,True,0.32
catalog,ETHUSDT,60,ADX14_DI_20,0,0.03,-401.545638,-194.664826,206.880812,27.09,646,52,80.3159,98.454362,False,0.34
catalog,ETHUSDT,60,ADX14_DI_20,5,0.03,-400.668366,-183.592869,217.075497,25.96,678,44,80.1405,99.331634,False,0.31
catalog,ETHUSDT,60,ADX14_DI_20,10,0.03,-401.024037,-173.668344,227.355692,26.9,710,42,80.2116,98.975963,False,0.3
catalog,ETHUSDT,60,ADX14_DI_20,20,0.03,-400.095142,-173.410553,226.684588,26.13,708,40,80.1829,99.904858,False,0.38
catalog,ETHUSDT,60,ADX14_DI_20,50,0.03,-400.512311,-178.930169,221.582142,25.58,692,39,80.1093,99.487689,False,0.4
catalog,ETHUSDT,60,STOCH14_cross,0,0.03,-401.956529,-122.547725,279.408804,20.73,873,13,80.4395,98.043471,False,0.34
catalog,ETHUSDT,60,STOCH14_cross,5,0.03,-400.052736,-108.164218,291.888518,21.27,912,10,80.0596,99.947264,False,0.3
catalog,ETHUSDT,60,STOCH14_cross,10,0.03,-400.260166,-100.387867,299.872299,21.56,937,9,80.101,99.739834,False,0.36
catalog,ETHUSDT,60,STOCH14_cross,20,0.03,-400.371384,-93.778244,306.59314,21.19,958,9,80.1232,99.628616,False,0.3
catalog,ETHUSDT,60,STOCH14_cross,50,0.03,-400.723052,-105.316227,295.406824,20.04,923,7,80.1934,99.276948,False,0.34
catalog,ETHUSDT,60,TS_13_34_200_14,0,0.03,-402.866323,-270.218523,132.647801,39.61,414,149,80.6497,97.133677,False,0.3
catalog,ETHUSDT,60,TS_13_34_200_14,5,0.03,-369.386705,-242.175586,127.211119,40.55,397,139,74.0956,130.613295,True,0.25
catalog,ETHUSDT,60,TS_13_34_200_14,10,0.03,-331.197203,-209.784562,121.412641,40.9,379,128,66.4469,168.802797,True,0.23
catalog,ETHUSDT,60,TS_13_34_200_14,20,0.03,-305.629527,-194.490498,111.139029,41.79,347,112,61.4995,194.370473,True,0.22
catalog,ETHUSDT,60,TS_13_34_200_14,50,0.03,-192.70915,-111.35877,81.35038,43.31,254,80,39.5578,307.29085,True,0.28
catalog,BTCUSDT,240,EMA_8_21,0,0.03,-376.382001,-264.24783,112.134171,33.14,350,115,75.3892,123.617999,True,0.12
catalog,BTCUSDT,240,EMA_8_21,5,0.03,-256.273658,-177.770642,78.503017,34.69,245,81,51.3464,243.726342,True,0.12
catalog,BTCUSDT,240,EMA_8_21,10,0.03,-206.259955,-139.985168,66.274787,37.68,207,67,41.252,293.740045,True,0.1
catalog,BTCUSDT,240,EMA_8_21,20,0.03,-186.536524,-132.742819,53.793705,32.74,168,53,37.3073,313.463476,True,0.12
catalog,BTCUSDT,240,EMA_8_21,50,0.03,-115.447205,-81.181421,34.265785,30.84,107,32,23.0894,384.552795,True,0.07
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,0,0.03,-278.787942,-199.957755,78.830187,35.77,246,104,56.5128,221.212058,True,0.08
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,5,0.03,-220.363401,-157.582139,62.781263,34.69,196,79,45.0274,279.636599,True,0.08
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,10,0.03,-145.679993,-92.852867,52.827127,43.64,165,65,30.3457,354.320007,True,0.08
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,20,0.03,-129.756152,-87.152118,42.604034,39.85,133,52,27.2153,370.243848,True,0.11
catalog,BTCUSDT,240,EMA_13_34_RSI14_55,50,0.03,-70.159341,-40.378265,29.781076,43.01,93,32,15.4994,429.840659,True,0.11
catalog,BTCUSDT,240,RSI14_7030,0,0.03,-251.112984,-193.430043,57.68294,33.89,180,98,50.7473,248.887016,True,0.1
catalog,BTCUSDT,240,RSI14_7030,5,0.03,-136.011801,-96.914125,39.097676,41.8,122,59,27.6914,363.988199,True,0.07
catalog,BTCUSDT,240,RSI14_7030,10,0.03,-125.210031,-92.529073,32.680958,42.16,102,53,25.7795,374.789969,True,0.09
catalog,BTCUSDT,240,RSI14_7030,20,0.03,-110.686807,-85.700218,24.986589,37.18,78,43,22.6556,389.313193,True,0.08
catalog,BTCUSDT,240,RSI14_7030,50,0.03,-74.275071,-57.578736,16.696335,38.46,52,29,15.1287,425.724929,True,0.07
catalog,BTCUSDT,240,MACD_12_26_hist,0,0.03,-401.699564,-277.039926,124.659638,30.08,389,109,80.3399,98.300436,False,0.13
catalog,BTCUSDT,240,MACD_12_26_hist,5,0.03,-302.010733,-205.21876,96.791973,29.8,302,78,60.4021,197.989267,True,0.08
catalog,BTCUSDT,240,MACD_12_26_hist,10,0.03,-255.509105,-169.956308,85.552797,31.09,267,65,51.1018,244.490895,True,0.08
catalog,BTCUSDT,240,MACD_12_26_hist,20,0.03,-194.780265,-128.779386,66.000878,31.55,206,53,38.9815,305.219735,True,0.09
catalog,BTCUSDT,240,MACD_12_26_hist,50,0.03,-112.594915,-68.016735,44.57818,33.09,139,30,22.7579,387.405085,True,0.07
catalog,BTCUSDT,240,MACD_RSI14_50,0,0.03,-347.165003,-241.108707,106.056295,32.63,331,101,70.0185,152.834997,True,0.09
catalog,BTCUSDT,240,MACD_RSI14_50,5,0.03,-242.183387,-161.429918,80.753469,33.73,252,73,49.4243,257.816613,True,0.08
catalog,BTCUSDT,240,MACD_RSI14_50,10,0.03,-186.97985,-117.442387,69.537463,36.87,217,58,38.5951,313.02015,True,0.08
catalog,BTCUSDT,240,MACD_RSI14_50,20,0.03,-167.214371,-110.210032,57.004339,33.15,178,47,34.7177,332.785629,True,0.12
catalog,BTCUSDT,240,MACD_RSI14_50,50,0.03,-90.839634,-52.061232,38.778402,35.54,121,28,19.7353,409.160366,True,0.1
