symbol,interval,strategy,max_sl_pct,net_pnl,win_rate,n_trades,max_drawdown_pct,final_equity,survived
XRPUSDT,60,EMA_8_21,0.12,-400.31688,27.11,391,80.4189,99.68312,False
XRPUSDT,60,EMA_13_34_RSI14_55,0.03,-401.621522,30.96,394,80.3568,98.378478,False
XRPUSDT,60,EMA_13_34_RSI14_55,0.05,-400.43954,32.65,340,80.1702,99.56046,False
XRPUSDT,60,EMA_13_34_RSI14_55,0.08,-400.362131,32.09,349,80.1053,99.637869,False
XRPUSDT,60,EMA_13_34_RSI14_55,0.12,-400.024972,33.24,367,80.4769,99.975028,False
XRPUSDT,60,RSI14_7030,0.03,-402.301395,39.57,374,80.5457,97.698605,False
XRPUSDT,60,RSI14_7030,0.05,-405.28712,44.77,306,81.3008,94.71288,False
XRPUSDT,60,RSI14_7030,0.08,-406.534189,49.65,286,81.4372,93.465811,False
XRPUSDT,60,RSI14_7030,0.12,-394.074339,52.03,296,81.2225,105.925661,True
XRPUSDT,60,MACD_12_26_hist,0.03,-402.564007,25.0,488,80.6136,97.435993,False
XRPUSDT,60,MACD_12_26_hist,0.05,-402.149728,27.01,485,80.5312,97.850272,False
XRPUSDT,60,MACD_12_26_hist,0.08,-400.596745,26.82,481,80.2476,99.403255,False
XRPUSDT,60,MACD_12_26_hist,0.12,-400.614116,27.16,475,80.2827,99.385884,False
XRPUSDT,60,MACD_RSI14_50,0.03,-402.160476,27.78,450,80.4644,97.839524,False
XRPUSDT,60,MACD_RSI14_50,0.05,-404.075478,28.34,427,80.8467,95.924522,False
XRPUSDT,60,MACD_RSI14_50,0.08,-401.396404,28.71,425,80.7188,98.603596,False
XRPUSDT,60,MACD_RSI14_50,0.12,-406.045504,28.54,417,81.2401,93.954496,False
XRPUSDT,60,BB_20_25_breakout,0.03,-317.164318,31.78,258,63.7706,182.835682,True
XRPUSDT,60,BB_20_25_breakout,0.05,-364.666562,36.65,251,74.1746,135.333438,True
XRPUSDT,60,BB_20_25_breakout,0.08,-401.487133,36.24,229,80.31,98.512867,False
XRPUSDT,60,BB_20_25_breakout,0.12,-402.541391,36.24,218,80.5207,97.458609,False
XRPUSDT,60,BB_20_2_RSI14,0.03,-402.647099,28.93,363,80.5619,97.352901,False
XRPUSDT,60,BB_20_2_RSI14,0.05,-400.693297,33.03,327,80.1717,99.306703,False
XRPUSDT,60,BB_20_2_RSI14,0.08,-400.317926,35.14,313,80.0968,99.682074,False
XRPUSDT,60,BB_20_2_RSI14,0.12,-400.686901,35.26,312,80.1705,99.313099,False
XRPUSDT,60,ADX14_DI_20,0.03,-400.465765,25.14,529,80.2198,99.534235,False
XRPUSDT,60,ADX14_DI_20,0.05,-401.388941,25.79,508,80.4033,98.611059,False
XRPUSDT,60,ADX14_DI_20,0.08,-400.206998,25.65,503,80.1684,99.793002,False
XRPUSDT,60,ADX14_DI_20,0.12,-401.101757,25.8,500,80.3927,98.898243,False
XRPUSDT,60,STOCH14_cross,0.03,-400.248426,23.03,851,80.1416,99.751574,False
XRPUSDT,60,STOCH14_cross,0.05,-401.263192,22.85,827,80.3436,98.736808,False
XRPUSDT,60,STOCH14_cross,0.08,-400.396229,23.0,813,80.171,99.603771,False
XRPUSDT,60,STOCH14_cross,0.12,-400.440851,23.17,807,80.1799,99.559149,False
XRPUSDT,60,TS_13_34_200_14,0.03,-400.819998,34.39,378,80.2995,99.180002,False
XRPUSDT,60,TS_13_34_200_14,0.05,-401.422657,38.15,325,80.4192,98.577343,False
XRPUSDT,60,TS_13_34_200_14,0.08,-400.056694,39.08,325,80.9084,99.943306,False
XRPUSDT,60,TS_13_34_200_14,0.12,-408.643947,39.02,305,81.8536,91.356053,False
DOGEUSDT,240,EMA_8_21,0.03,-403.157333,17.79,298,80.6315,96.842667,False
DOGEUSDT,240,EMA_8_21,0.05,-402.131474,24.9,253,80.4263,97.868526,False
DOGEUSDT,240,EMA_8_21,0.08,-403.887376,25.34,221,80.7775,96.112624,False
DOGEUSDT,240,EMA_8_21,0.12,-400.458583,27.83,212,80.4851,99.541417,False
DOGEUSDT,240,EMA_13_34_RSI14_55,0.03,-402.836143,18.48,276,80.5914,97.163857,False
DOGEUSDT,240,EMA_13_34_RSI14_55,0.05,-403.8552,25.21,238,80.795,96.1448,False
DOGEUSDT,240,EMA_13_34_RSI14_55,0.08,-402.124428,27.23,213,80.4493,97.875572,False
DOGEUSDT,240,EMA_13_34_RSI14_55,0.12,-405.535218,29.0,200,81.1306,94.464782,False
DOGEUSDT,240,RSI14_7030,0.03,-400.0065,16.67,240,80.2645,99.9935,False
DOGEUSDT,240,RSI14_7030,0.05,-400.490113,22.67,172,80.2305,99.509887,False
DOGEUSDT,240,RSI14_7030,0.08,-401.551616,24.03,129,80.4334,98.448384,False
DOGEUSDT,240,RSI14_7030,0.12,-406.669031,27.93,111,81.4505,93.330969,False
DOGEUSDT,240,MACD_12_26_hist,0.03,-401.827734,17.42,287,80.3655,98.172266,False
DOGEUSDT,240,MACD_12_26_hist,0.05,-401.50231,21.16,241,80.3005,98.49769,False
DOGEUSDT,240,MACD_12_26_hist,0.08,-400.176077,22.48,218,80.1234,99.823923,False
DOGEUSDT,240,MACD_12_26_hist,0.12,-402.793198,23.44,209,80.5586,97.206802,False
DOGEUSDT,240,MACD_RSI14_50,0.03,-400.096946,19.27,275,80.0194,99.903054,False
DOGEUSDT,240,MACD_RSI14_50,0.05,-402.478082,23.08,221,80.4956,97.521918,False
DOGEUSDT,240,MACD_RSI14_50,0.08,-401.853897,26.15,195,80.4953,98.146103,False
DOGEUSDT,240,MACD_RSI14_50,0.12,-405.697502,26.92,182,81.1395,94.302498,False
DOGEUSDT,240,BB_20_25_breakout,0.03,-111.609554,16.47,85,22.3351,388.390446,True
DOGEUSDT,240,BB_20_25_breakout,0.05,-142.098828,19.05,84,28.432,357.901172,True
DOGEUSDT,240,BB_20_25_breakout,0.08,-166.209865,22.62,84,33.5819,333.790135,True
DOGEUSDT,240,BB_20_25_breakout,0.12,-170.574868,22.22,81,34.4505,329.425132,True
DOGEUSDT,240,BB_20_2_RSI14,0.03,-307.242078,15.28,216,61.455,192.757922,True
DOGEUSDT,240,BB_20_2_RSI14,0.05,-323.431355,21.95,205,64.6923,176.568645,True
DOGEUSDT,240,BB_20_2_RSI14,0.08,-381.779745,23.65,203,76.36,118.220255,True
DOGEUSDT,240,BB_20_2_RSI14,0.12,-401.724569,22.96,196,80.3483,98.275431,False
DOGEUSDT,240,ADX14_DI_20,0.03,-400.509563,18.45,309,80.2431,99.490437,False
DOGEUSDT,240,ADX14_DI_20,0.05,-404.00346,24.25,268,80.9369,95.99654,False
DOGEUSDT,240,ADX14_DI_20,0.08,-401.796822,25.1,243,80.4987,98.203178,False
DOGEUSDT,240,ADX14_DI_20,0.12,-400.833961,26.75,228,80.3075,99.166039,False
DOGEUSDT,240,STOCH14_cross,0.03,-400.515352,14.45,339,80.1574,99.484648,False
DOGEUSDT,240,STOCH14_cross,0.05,-402.580274,14.98,307,80.5693,97.419726,False
DOGEUSDT,240,STOCH14_cross,0.08,-401.589451,15.43,311,80.3716,98.410549,False
DOGEUSDT,240,STOCH14_cross,0.12,-400.552367,15.29,314,80.1648,99.447633,False
DOGEUSDT,240,TS_13_34_200_14,0.03,-401.761666,18.7,262,80.3768,98.238334,False
DOGEUSDT,240,TS_13_34_200_14,0.05,-400.557935,26.2,229,80.3713,99.442065,False
DOGEUSDT,240,TS_13_34_200_14,0.08,-403.267702,27.89,190,80.6777,96.732298,False
DOGEUSDT,240,TS_13_34_200_14,0.12,-400.503543,28.14,167,80.1255,99.496457,False
DOGEUSDT,60,EMA_8_21,0.03,-400.557997,29.46,353,80.2789,99.442003,False
DOGEUSDT,60,EMA_8_21,0.05,-402.785043,33.44,302,80.7205,97.214957,False
DOGEUSDT,60,EMA_8_21,0.08,-400.149846,36.21,301,80.1979,99.850154,False
DOGEUSDT,60,EMA_8_21,0.12,-400.871827,35.91,298,80.3411,99.128173,False
DOGEUSDT,60,EMA_13_34_RSI14_55,0.03,-401.936184,30.5,318,80.4791,98.063816,False
DOGEUSDT,60,EMA_13_34_RSI14_55,0.05,-401.835999,37.46,283,80.4591,98.164001,False
DOGEUSDT,60,EMA_13_34_RSI14_55,0.08,-403.251574,38.21,246,80.7409,96.748426,False
DOGEUSDT,60,EMA_13_34_RSI14_55,0.12,-400.589243,38.33,240,80.211,99.410757,False
DOGEUSDT,60,RSI14_7030,0.03,-401.091166,40.57,350,80.3715,98.908834,False
DOGEUSDT,60,RSI14_7030,0.05,-402.145836,52.04,319,80.6488,97.854164,False
DOGEUSDT,60,RSI14_7030,0.08,-406.359363,54.0,250,81.482,93.640637,False
DOGEUSDT,60,RSI14_7030,0.12,-401.39429,55.74,244,80.5001,98.60571,False
DOGEUSDT,60,MACD_12_26_hist,0.03,-400.263482,26.4,356,80.1751,99.736518,False
DOGEUSDT,60,MACD_12_26_hist,0.05,-400.060323,27.74,310,80.1347,99.939677,False
DOGEUSDT,60,MACD_12_26_hist,0.08,-404.913611,27.84,291,81.0994,95.086389,False
DOGEUSDT,60,MACD_12_26_hist,0.12,-401.13153,27.93,290,80.3476,98.86847,False
DOGEUSDT,60,MACD_RSI14_50,0.03,-400.210204,26.87,335,80.0801,99.789796,False
DOGEUSDT,60,MACD_RSI14_50,0.05,-400.18679,28.62,283,80.0755,99.81321,False
DOGEUSDT,60,MACD_RSI14_50,0.08,-403.935896,29.1,268,80.8238,96.064104,False
DOGEUSDT,60,MACD_RSI14_50,0.12,-400.885394,27.88,269,80.2149,99.114606,False
DOGEUSDT,60,BB_20_25_breakout,0.03,-314.020124,34.96,266,63.1166,185.979876,True
DOGEUSDT,60,BB_20_25_breakout,0.05,-350.65251,40.87,252,71.0901,149.34749,True
DOGEUSDT,60,BB_20_25_breakout,0.08,-390.544682,43.62,243,79.0509,109.455318,True
DOGEUSDT,60,BB_20_25_breakout,0.12,-406.942066,44.35,230,81.4295,93.057934,False
DOGEUSDT,60,BB_20_2_RSI14,0.03,-401.098247,31.52,330,80.2693,98.901753,False
DOGEUSDT,60,BB_20_2_RSI14,0.05,-401.451557,39.09,307,80.3397,98.548443,False
DOGEUSDT,60,BB_20_2_RSI14,0.08,-400.44073,40.75,292,80.1381,99.55927,False
DOGEUSDT,60,BB_20_2_RSI14,0.12,-400.184637,40.91,264,80.087,99.815363,False
DOGEUSDT,60,ADX14_DI_20,0.03,-402.186253,27.55,392,80.5469,97.813747,False
DOGEUSDT,60,ADX14_DI_20,0.05,-401.342405,28.21,358,80.3791,98.657595,False
DOGEUSDT,60,ADX14_DI_20,0.08,-401.59607,27.89,337,80.4295,98.40393,False
DOGEUSDT,60,ADX14_DI_20,0.12,-402.342634,27.27,330,80.578,97.657366,False
DOGEUSDT,60,STOCH14_cross,0.03,-400.023051,16.79,554,80.0438,99.976949,False
DOGEUSDT,60,STOCH14_cross,0.05,-404.23345,17.16,542,80.8842,95.76655,False
DOGEUSDT,60,STOCH14_cross,0.08,-400.265005,17.55,547,80.0921,99.734995,False
DOGEUSDT,60,STOCH14_cross,0.12,-402.063692,17.49,549,80.4511,97.936308,False
DOGEUSDT,60,TS_13_34_200_14,0.03,-400.909027,31.91,329,80.2746,99.090973,False
DOGEUSDT,60,TS_13_34_200_14,0.05,-402.926046,35.96,292,80.6761,97.073954,False
DOGEUSDT,60,TS_13_34_200_14,0.08,-402.006925,37.3,244,80.4932,97.993075,False
DOGEUSDT,60,TS_13_34_200_14,0.12,-404.347582,40.47,257,80.9591,95.652418,False
