symbol,interval,strategy,activate_pct,trail_pct,cell,is_baseline_cell,max_sl_pct,cooldown_candles,mask_mode,n_calls,net_pnl,gross_pnl,total_costs,win_rate,n_trades,n_wins,n_losses,sum_wins,sum_losses,avg_winner,avg_loser,breakeven_win_rate_pct,mean_bars_held,exit_initial_sl,exit_trailing_sl,exit_signal_reverse,exit_end_of_data,max_drawdown_pct,final_equity,survived,seconds
DOGEUSDT,60,EMA_8_21,0.03,0.02,a0.03_t0.02,True,0.03,0,one_shot,449,-400.61881,-267.790751,132.82806,29.88,415,124,291,160.79424,-561.41305,1.296728,-1.929254,59.8036,8.63,77,154,184,0,80.2909,99.38119,False,0.3
DOGEUSDT,60,EMA_8_21,0.03,0.04,a0.03_t0.04,False,0.03,0,one_shot,449,-338.491562,-194.805853,143.685708,24.05,449,108,341,289.380592,-627.872153,2.67945,-1.841267,40.7295,12.18,84,150,214,1,68.0803,161.508438,True,0.28
DOGEUSDT,60,EMA_8_21,0.06,0.01,a0.06_t0.01,False,0.03,0,one_shot,449,-291.533716,-147.849523,143.684193,27.84,449,125,324,355.666112,-647.199828,2.845329,-1.99753,41.2469,12.34,93,99,256,1,59.7519,208.466284,True,0.3
DOGEUSDT,60,EMA_8_21,0.06,0.02,a0.06_t0.02,False,0.03,0,one_shot,449,-293.68609,-149.996043,143.690047,27.84,449,125,324,353.513738,-647.199828,2.82811,-1.99753,41.3941,12.49,93,99,256,1,60.1787,206.31391,True,0.26
DOGEUSDT,60,EMA_8_21,0.06,0.04,a0.06_t0.04,False,0.03,0,one_shot,449,-262.417104,-118.71938,143.697724,27.84,449,125,324,384.782724,-647.199828,3.078262,-1.99753,39.3541,13.69,93,97,258,1,53.7811,237.582896,True,0.22
DOGEUSDT,60,MACD_12_26_hist,0.01,0.01,a0.01_t0.01,False,0.03,0,one_shot,743,-400.185701,-248.536759,151.648942,11.81,474,56,418,16.931346,-417.117046,0.302345,-0.997888,76.7468,2.97,42,297,135,0,80.0663,99.814299,False,0.19
DOGEUSDT,60,MACD_12_26_hist,0.01,0.02,a0.01_t0.02,False,0.03,0,one_shot,743,-400.850463,-238.284469,162.565994,19.88,508,101,407,106.897254,-507.747716,1.058389,-1.247537,54.1014,5.32,47,295,166,0,80.2917,99.149537,False,0.23
DOGEUSDT,60,MACD_12_26_hist,0.01,0.04,a0.01_t0.04,False,0.03,0,one_shot,743,-402.932792,-222.796495,180.136296,27.0,563,152,411,297.997172,-700.929964,1.960508,-1.705426,46.5209,8.5,60,189,314,0,80.7057,97.067208,False,0.22
DOGEUSDT,60,MACD_12_26_hist,0.03,0.01,a0.03_t0.01,False,0.03,0,one_shot,743,-400.285109,-240.051053,160.234056,31.54,501,158,343,195.09832,-595.383428,1.234799,-1.735812,58.4328,6.77,82,172,247,0,80.1794,99.714891,False,0.21
DOGEUSDT,60,MACD_12_26_hist,0.03,0.02,a0.03_t0.02,True,0.03,0,one_shot,743,-401.059053,-239.513623,161.54543,31.49,505,159,346,203.475736,-604.534789,1.279722,-1.74721,57.7222,7.28,84,164,257,0,80.3332,98.940947,False,0.21
