symbol,interval,strategy,leverage,cooldown_candles,n_trades,final_equity,min_equity_full_run,survives_to_holdout_end,net_pnl_full_run,max_drawdown_pct_full_run,n_valid_validation_months,n_validation_months_target_met,frac_validation_target_met,best_deviation_pct_validation,median_deviation_pct_validation,worst_deviation_pct_validation,net_pnl_validation,max_drawdown_pct_validation,last_trade_exit_time,source
ETHUSDT,240,EMA_8_21,3,0,142.0,90.128776,90.12877648689562,False,-409.871224,82.9578,12,0,0.0,100.0,100.0,100.0,0.0,82.9578215190911,2024-05-24 04:00:00+00:00,measured
ETHUSDT,240,EMA_8_21,5,0,94.0,96.010063,96.01006260664678,False,-403.989937,82.483,12,0,0.0,100.0,100.0,100.0,0.0,82.48295937289284,2024-04-14 20:00:00+00:00,measured
ETHUSDT,240,EMA_8_21,10,5,51.0,84.320923,84.32092268044664,False,-415.679077,85.8315,12,0,0.0,100.0,100.0,100.0,0.0,85.83149074633037,2024-04-01 12:00:00+00:00,measured
ETHUSDT,240,EMA_8_21,10,20,63.0,77.7891,77.78910044625599,False,-422.2109,87.37,12,0,0.0,100.0,100.0,100.0,0.0,87.36995320319606,2024-05-28 16:00:00+00:00,measured
ETHUSDT,240,EMA_13_34_RSI14_55,1,0,331.0,97.482609,97.48260887913511,False,-402.517391,81.26,12,0,0.0,100.0,100.0,100.0,0.0,81.25996226076005,2025-02-07 12:00:00+00:00,measured
ETHUSDT,240,EMA_13_34_RSI14_55,2,0,194.0,97.244879,97.24487908580272,False,-402.755121,82.0039,12,0,0.0,100.0,100.0,100.0,0.0,82.00392849441891,2024-09-07 04:00:00+00:00,measured
ETHUSDT,240,EMA_13_34_RSI14_55,3,0,121.0,97.597179,97.59717891213546,False,-402.402821,82.5891,12,0,0.0,100.0,100.0,100.0,0.0,82.5890601894484,2024-06-19 00:00:00+00:00,measured
ETHUSDT,240,EMA_13_34_RSI14_55,5,0,87.0,96.502271,96.5022710947407,False,-403.497729,83.9409,12,0,0.0,100.0,100.0,100.0,0.0,83.94086286242124,2024-05-01 16:00:00+00:00,measured
ETHUSDT,240,EMA_13_34_RSI14_55,10,5,48.0,98.910445,98.91044480088578,False,-401.089555,85.0407,12,0,0.0,100.0,100.0,100.0,0.0,85.04074143679499,2024-04-13 08:00:00+00:00,measured
ETHUSDT,240,EMA_13_34_RSI14_55,10,20,51.0,96.551135,96.55113473654916,False,-403.448865,85.1588,12,0,0.0,100.0,100.0,100.0,0.0,85.15882789465505,2024-06-04 08:00:00+00:00,measured
ETHUSDT,240,RSI14_7030,1,0,262.0,99.319206,99.31920559834987,False,-400.680794,80.164,12,0,0.0,67.74193548387096,100.0,100.0,-70.15918026701854,80.1640151186304,2025-05-12 00:00:00+00:00,measured
ETHUSDT,240,RSI14_7030,2,0,140.0,96.050754,96.05075425051098,False,-403.949246,80.8437,12,0,0.0,100.0,100.0,100.0,0.0,80.84365275752731,2024-10-25 20:00:00+00:00,measured
ETHUSDT,240,RSI14_7030,3,0,99.0,98.230922,98.23092153626561,False,-401.769078,80.4362,12,0,0.0,100.0,100.0,100.0,0.0,80.43623753856448,2024-08-03 00:00:00+00:00,measured
ETHUSDT,240,RSI14_7030,5,0,55.0,98.589727,98.5897273357673,False,-401.410273,80.4195,12,0,0.0,100.0,100.0,100.0,0.0,80.4195415094212,2024-05-01 04:00:00+00:00,measured
ETHUSDT,240,RSI14_7030,10,5,29.0,79.105995,79.10599537761306,False,-420.894005,84.3979,12,0,0.0,100.0,100.0,100.0,0.0,84.39790557836433,2024-04-23 12:00:00+00:00,measured
ETHUSDT,240,RSI14_7030,10,20,26.0,78.453613,78.453613364781,False,-421.546387,84.5266,12,0,0.0,100.0,100.0,100.0,0.0,84.52657503906191,2024-05-17 12:00:00+00:00,measured
ETHUSDT,240,MACD_12_26_hist,1,0,384.0,97.036609,97.03660913414132,False,-402.963391,80.5927,12,0,0.0,100.0,100.0,100.0,0.0,80.59267817317173,2024-11-30 00:00:00+00:00,measured
ETHUSDT,240,MACD_12_26_hist,2,0,161.0,97.342211,97.34221105349019,False,-402.657789,80.5316,12,0,0.0,100.0,100.0,100.0,0.0,80.53155778930197,2024-05-31 12:00:00+00:00,measured
ETHUSDT,240,MACD_12_26_hist,3,0,114.0,99.968933,99.96893304070778,False,-400.031067,80.0062,12,0,0.0,100.0,100.0,100.0,0.0,80.00621339185844,2024-04-16 08:00:00+00:00,measured
ETHUSDT,240,MACD_12_26_hist,5,0,78.0,92.489248,92.48924829098576,False,-407.510752,81.5022,12,0,0.0,100.0,100.0,100.0,0.0,81.50215034180285,2024-03-22 20:00:00+00:00,measured
ETHUSDT,240,MACD_12_26_hist,10,5,45.0,70.448579,70.44857933355195,False,-429.551421,85.9103,12,0,0.0,100.0,100.0,100.0,0.0,85.91028413328961,2024-03-17 08:00:00+00:00,measured
ETHUSDT,240,MACD_12_26_hist,10,20,42.0,80.630237,80.63023745180436,False,-419.369763,83.874,12,0,0.0,100.0,100.0,100.0,0.0,83.87395250963912,2024-03-31 04:00:00+00:00,measured
ETHUSDT,240,MACD_RSI14_50,1,0,347.0,99.734271,99.54923352797775,False,-400.265729,80.0902,12,0,0.0,100.0,100.0,100.0,0.0,80.0531457353586,2024-12-31 00:00:00+00:00,measured
ETHUSDT,240,MACD_RSI14_50,2,0,144.0,96.846853,96.84685277559129,False,-403.153147,80.6306,12,0,0.0,100.0,100.0,100.0,0.0,80.63062944488175,2024-06-19 00:00:00+00:00,measured
ETHUSDT,240,MACD_RSI14_50,3,0,95.0,92.016454,92.01645437709408,False,-407.983546,81.5967,12,0,0.0,100.0,100.0,100.0,0.0,81.5967091245812,2024-04-18 12:00:00+00:00,measured
ETHUSDT,240,MACD_RSI14_50,5,0,68.0,90.23853,90.23852965195613,False,-409.76147,81.9523,12,0,0.0,100.0,100.0,100.0,0.0,81.95229406960877,2024-03-28 12:00:00+00:00,measured
ETHUSDT,240,MACD_RSI14_50,10,5,36.0,87.578809,87.57880870442239,False,-412.421191,82.4842,12,0,0.0,100.0,100.0,100.0,0.0,82.48423825911551,2024-03-15 16:00:00+00:00,measured
ETHUSDT,240,MACD_RSI14_50,10,20,37.0,83.956504,83.95650358082383,False,-416.043496,83.2087,12,0,0.0,100.0,100.0,100.0,0.0,83.20869928383523,2024-04-09 12:00:00+00:00,measured
ETHUSDT,240,BB_20_25_breakout,1,0,188.0,275.822923,272.48339752671563,True,-224.177077,46.4987,12,0,0.0,80.64516129032258,87.09677419354838,100.0,-95.72855088845591,37.45179711441914,2026-08-20 12:00:00+00:00,measured
ETHUSDT,240,BB_20_25_breakout,2,0,167.0,94.159261,94.15926137864773,False,-405.840739,81.8437,12,0,0.0,80.64516129032258,87.09677419354838,100.0,-191.45710177691177,73.56003306892558,2026-04-27 12:00:00+00:00,measured
ETHUSDT,240,BB_20_25_breakout,3,0,111.0,94.598993,94.59899342680217,False,-405.401007,82.0804,12,0,0.0,80.64516129032258,100.0,100.0,-148.26500055842854,82.0803661025879,2025-07-04 08:00:00+00:00,measured
ETHUSDT,240,BB_20_25_breakout,5,0,72.0,89.224738,89.22473810250915,False,-410.775262,83.6738,12,0,0.0,100.0,100.0,100.0,0.0,83.6737701799005,2025-01-31 16:00:00+00:00,measured
ETHUSDT,240,BB_20_25_breakout,10,5,38.0,69.199287,69.19928681993855,False,-430.800713,88.3311,12,0,0.0,100.0,100.0,100.0,0.0,88.33109914417696,2024-09-15 20:00:00+00:00,measured
ETHUSDT,240,BB_20_25_breakout,10,20,38.0,81.735587,81.73558696480876,False,-418.264413,86.2171,12,0,0.0,100.0,100.0,100.0,0.0,86.21713453251881,2024-10-07 16:00:00+00:00,measured
ETHUSDT,240,BB_20_2_RSI14,1,0,294.0,97.340346,97.34034606416554,False,-402.659654,80.9092,12,0,0.0,74.19354838709677,80.64516129032258,100.0,-165.4450692318431,80.9091982657672,2025-12-29 12:00:00+00:00,measured
ETHUSDT,240,BB_20_2_RSI14,2,0,153.0,94.939281,94.93928057921067,False,-405.060719,81.7341,12,0,0.0,100.0,100.0,100.0,0.0,81.73407677068245,2025-01-19 12:00:00+00:00,measured
ETHUSDT,240,BB_20_2_RSI14,3,0,105.0,96.52379,96.52378959286284,False,-403.47621,81.7757,12,0,0.0,100.0,100.0,100.0,0.0,81.77567523687459,2024-10-07 16:00:00+00:00,measured
ETHUSDT,240,BB_20_2_RSI14,5,0,71.0,98.048256,95.53507869181581,False,-401.951744,82.6112,12,0,0.0,100.0,100.0,100.0,0.0,82.15371692839828,2024-07-26 04:00:00+00:00,measured
ETHUSDT,240,BB_20_2_RSI14,10,5,44.0,68.41803,68.41803011251193,False,-431.58197,88.5743,12,0,0.0,100.0,100.0,100.0,0.0,88.57430936394398,2024-05-22 12:00:00+00:00,measured
ETHUSDT,240,BB_20_2_RSI14,10,20,38.0,97.573496,97.57349641593567,False,-402.426504,83.5582,12,0,0.0,100.0,100.0,100.0,0.0,83.55824599739907,2024-06-06 20:00:00+00:00,measured
ETHUSDT,240,ADX14_DI_20,1,0,389.0,97.258015,97.25801496767434,False,-402.741985,80.5484,12,0,0.0,100.0,100.0,100.0,0.0,80.54839700646514,2024-12-04 00:00:00+00:00,measured
ETHUSDT,240,ADX14_DI_20,2,0,184.0,94.680448,94.68044821883649,False,-405.319552,81.0639,12,0,0.0,100.0,100.0,100.0,0.0,81.06391035623271,2024-06-18 00:00:00+00:00,measured
ETHUSDT,240,ADX14_DI_20,3,0,126.0,96.989714,96.98971430037403,False,-403.010286,80.6021,12,0,0.0,100.0,100.0,100.0,0.0,80.6020571399252,2024-04-23 12:00:00+00:00,measured
ETHUSDT,240,ADX14_DI_20,5,0,81.0,99.538344,97.48106486677788,False,-400.461656,80.5038,12,0,0.0,100.0,100.0,100.0,0.0,80.09233115548989,2024-03-27 08:00:00+00:00,measured
ETHUSDT,240,ADX14_DI_20,10,5,45.0,84.40945,84.40944997786801,False,-415.59055,83.1181,12,0,0.0,100.0,100.0,100.0,0.0,83.1181100044264,2024-03-17 04:00:00+00:00,measured
ETHUSDT,240,ADX14_DI_20,10,20,51.0,92.259341,92.25934148077636,False,-407.740659,81.5481,12,0,0.0,100.0,100.0,100.0,0.0,81.54813170384473,2024-04-09 12:00:00+00:00,measured
ETHUSDT,240,STOCH14_cross,1,0,573.0,99.350855,99.35085543277887,False,-400.649145,80.2035,12,0,0.0,100.0,100.0,100.0,0.0,80.2035478080158,2024-08-15 16:00:00+00:00,measured
ETHUSDT,240,STOCH14_cross,2,0,285.0,99.450031,99.45003141913702,False,-400.549969,80.257,12,0,0.0,100.0,100.0,100.0,0.0,80.25703316310626,2024-05-04 20:00:00+00:00,measured
ETHUSDT,240,STOCH14_cross,3,0,203.0,98.830113,98.8301129902444,False,-401.169887,80.4524,12,0,0.0,100.0,100.0,100.0,0.0,80.45235453356355,2024-04-08 04:00:00+00:00,measured
ETHUSDT,240,STOCH14_cross,5,0,137.0,91.740267,91.7402669647214,False,-408.259733,81.9873,12,0,0.0,100.0,100.0,100.0,0.0,81.98732847751435,2024-03-17 08:00:00+00:00,measured
ETHUSDT,240,STOCH14_cross,10,5,94.0,98.510823,98.51082346720722,False,-401.489177,81.0052,12,0,0.0,100.0,100.0,100.0,0.0,81.00517298336294,2024-03-08 08:00:00+00:00,measured
ETHUSDT,240,STOCH14_cross,10,20,85.0,68.309912,68.30991219660507,False,-431.690088,86.8285,12,0,0.0,100.0,100.0,100.0,0.0,86.82850350826567,2024-03-19 00:00:00+00:00,measured
ETHUSDT,240,TS_13_34_200_14,1,0,314.0,99.037857,99.0378566300111,False,-400.962143,81.0067,12,0,0.0,100.0,100.0,100.0,0.0,81.00670357191304,2025-02-14 12:00:00+00:00,measured
ETHUSDT,240,TS_13_34_200_14,2,0,179.0,93.399247,93.39924653290626,False,-406.600753,82.7953,12,0,0.0,100.0,100.0,100.0,0.0,82.79533698101189,2024-09-07 04:00:00+00:00,measured
ETHUSDT,240,TS_13_34_200_14,3,0,116.0,95.714444,95.71444446236706,False,-404.285556,83.0386,12,0,0.0,100.0,100.0,100.0,0.0,83.03860287230941,2024-07-01 00:00:00+00:00,measured
ETHUSDT,240,TS_13_34_200_14,5,0,84.0,95.473753,95.47375337437433,False,-404.526247,84.2759,12,0,0.0,100.0,100.0,100.0,0.0,84.27585370357167,2024-05-03 12:00:00+00:00,measured
ETHUSDT,240,TS_13_34_200_14,10,5,51.0,71.535967,71.53596706204098,False,-428.464033,89.0774,12,0,0.0,100.0,100.0,100.0,0.0,89.07735154753708,2024-04-18 12:00:00+00:00,measured
ETHUSDT,240,TS_13_34_200_14,10,20,54.0,86.572515,86.57251467518324,False,-413.427485,86.978,12,0,0.0,100.0,100.0,100.0,0.0,86.97803068583667,2024-06-17 08:00:00+00:00,measured
ETHUSDT,60,EMA_8_21,1,0,514.0,98.994764,98.99476355071658,False,-401.005236,80.2079,12,0,0.0,100.0,100.0,100.0,0.0,80.20786642307932,2024-10-15 15:00:00+00:00,measured
ETHUSDT,60,EMA_8_21,2,0,244.0,95.303941,95.30394138602651,False,-404.696059,80.9523,12,0,0.0,100.0,100.0,100.0,0.0,80.9523369931067,2024-05-23 21:00:00+00:00,measured
ETHUSDT,60,EMA_8_21,3,0,178.0,92.134102,92.13410155792701,False,-407.865898,81.5922,12,0,0.0,100.0,100.0,100.0,0.0,81.59220621695742,2024-04-19 06:00:00+00:00,measured
ETHUSDT,60,EMA_8_21,5,0,121.0,87.840285,87.84028462332992,False,-412.159715,82.4622,12,0,0.0,100.0,100.0,100.0,0.0,82.46215530559824,2024-03-23 23:00:00+00:00,measured
ETHUSDT,60,EMA_8_21,10,5,76.0,91.51403,91.51403027007478,False,-408.48597,81.76,12,0,0.0,100.0,100.0,100.0,0.0,81.76003746611958,2024-03-10 01:00:00+00:00,measured
ETHUSDT,60,EMA_8_21,10,20,83.0,70.283315,70.28331514288129,False,-429.716685,85.9916,12,0,0.0,100.0,100.0,100.0,0.0,85.99160116563822,2024-03-16 01:00:00+00:00,measured
ETHUSDT,60,EMA_13_34_RSI14_55,1,0,480.0,99.513396,99.51339615756763,False,-400.486604,80.1969,12,0,0.0,100.0,100.0,100.0,0.0,80.1968674215311,2025-01-14 09:00:00+00:00,measured
ETHUSDT,60,EMA_13_34_RSI14_55,2,0,235.0,96.605801,96.60580107778372,False,-403.394199,80.8712,12,0,0.0,100.0,100.0,100.0,0.0,80.87115406421373,2024-07-23 16:00:00+00:00,measured
ETHUSDT,60,EMA_13_34_RSI14_55,3,0,155.0,92.008374,92.00837370810899,False,-407.991626,81.8717,12,0,0.0,100.0,100.0,100.0,0.0,81.87170788583317,2024-05-17 08:00:00+00:00,measured
ETHUSDT,60,EMA_13_34_RSI14_55,5,0,102.0,93.39383,93.39382960259559,False,-406.60617,81.7792,12,0,0.0,100.0,100.0,100.0,0.0,81.77919696754391,2024-04-05 01:00:00+00:00,measured
ETHUSDT,60,EMA_13_34_RSI14_55,10,5,63.0,90.422038,90.42203820915228,False,-409.577962,82.8968,12,0,0.0,100.0,100.0,100.0,0.0,82.8967905857515,2024-03-18 09:00:00+00:00,measured
ETHUSDT,60,EMA_13_34_RSI14_55,10,20,70.0,95.676881,88.61486243206235,False,-404.323119,82.9856,12,0,0.0,100.0,100.0,100.0,0.0,81.62964777901654,2024-04-01 07:00:00+00:00,measured
ETHUSDT,60,RSI14_7030,1,0,438.0,97.922918,97.92291803733048,False,-402.077082,80.5086,12,0,0.0,100.0,100.0,100.0,0.0,80.50863653865852,2025-02-25 07:00:00+00:00,measured
ETHUSDT,60,RSI14_7030,2,0,195.0,96.175037,96.17503747800845,False,-403.824963,80.9472,12,0,0.0,100.0,100.0,100.0,0.0,80.94723745733124,2024-08-05 05:00:00+00:00,measured
ETHUSDT,60,RSI14_7030,3,0,145.0,96.708013,96.7080128791232,False,-403.291987,80.932,12,0,0.0,100.0,100.0,100.0,0.0,80.93198371301122,2024-06-23 20:00:00+00:00,measured
ETHUSDT,60,RSI14_7030,5,0,70.0,97.481008,97.48100803455327,False,-402.518992,80.9591,12,0,0.0,100.0,100.0,100.0,0.0,80.95912647114322,2024-04-10 12:00:00+00:00,measured
ETHUSDT,60,RSI14_7030,10,5,28.0,83.685161,83.68516102861611,False,-416.314839,84.0269,12,0,0.0,100.0,100.0,100.0,0.0,84.02690327460247,2024-03-05 04:00:00+00:00,measured
ETHUSDT,60,RSI14_7030,10,20,32.0,99.524375,99.5243752997975,False,-400.475625,81.0037,12,0,0.0,100.0,100.0,100.0,0.0,81.00365161925387,2024-03-20 21:00:00+00:00,measured
ETHUSDT,60,MACD_12_26_hist,1,0,628.0,99.885683,99.88568275832245,False,-400.114317,80.0297,12,0,0.0,100.0,100.0,100.0,0.0,80.02974395143823,2024-10-03 17:00:00+00:00,measured
ETHUSDT,60,MACD_12_26_hist,2,0,308.0,99.433835,99.43383460113785,False,-400.566165,80.1269,12,0,0.0,100.0,100.0,100.0,0.0,80.12692711947655,2024-05-27 18:00:00+00:00,measured
ETHUSDT,60,MACD_12_26_hist,3,0,207.0,96.227765,96.22776541514372,False,-403.772235,80.7743,12,0,0.0,100.0,100.0,100.0,0.0,80.7743188242708,2024-04-16 14:00:00+00:00,measured
ETHUSDT,60,MACD_12_26_hist,5,0,111.0,99.470877,99.47087747745258,False,-400.529123,80.14,12,0,0.0,100.0,100.0,100.0,0.0,80.14003701950554,2024-03-14 10:00:00+00:00,measured
ETHUSDT,60,MACD_12_26_hist,10,5,60.0,99.577263,99.5772630129506,False,-400.422737,80.1529,12,0,0.0,100.0,100.0,100.0,0.0,80.15292801308847,2024-02-24 04:00:00+00:00,measured
ETHUSDT,60,MACD_12_26_hist,10,20,68.0,86.870714,86.87071389800303,False,-413.129286,82.6855,12,0,0.0,100.0,100.0,100.0,0.0,82.68551213278649,2024-02-28 17:00:00+00:00,measured
ETHUSDT,60,MACD_RSI14_50,1,0,590.0,98.058173,98.05817292801777,False,-401.941827,80.4268,12,0,0.0,100.0,100.0,100.0,0.0,80.42684190329551,2024-11-14 02:00:00+00:00,measured
ETHUSDT,60,MACD_RSI14_50,2,0,296.0,98.201636,98.20163626212485,False,-401.798364,80.4366,12,0,0.0,100.0,100.0,100.0,0.0,80.43658741036106,2024-06-20 13:00:00+00:00,measured
ETHUSDT,60,MACD_RSI14_50,3,0,187.0,99.680944,99.68094437828393,False,-400.319056,80.1807,12,0,0.0,100.0,100.0,100.0,0.0,80.18069221814848,2024-04-24 14:00:00+00:00,measured
ETHUSDT,60,MACD_RSI14_50,5,0,100.0,96.382708,96.38270764505546,False,-403.617292,80.9111,12,0,0.0,100.0,100.0,100.0,0.0,80.91108137829245,2024-03-15 20:00:00+00:00,measured
ETHUSDT,60,MACD_RSI14_50,10,5,58.0,98.892948,98.89294803967414,False,-401.107052,80.6027,12,0,0.0,100.0,100.0,100.0,0.0,80.60271794798376,2024-02-28 07:00:00+00:00,measured
ETHUSDT,60,MACD_RSI14_50,10,20,58.0,98.160963,98.16096346072254,False,-401.839037,80.7463,12,0,0.0,100.0,100.0,100.0,0.0,80.74629250630267,2024-02-28 17:00:00+00:00,measured
ETHUSDT,60,BB_20_25_breakout,1,0,513.0,99.203391,99.2033913677135,False,-400.796609,80.3339,12,0,0.0,58.064516129032256,70.48387096774194,83.87096774193549,-192.6770902418711,71.2764764617642,2026-06-21 23:00:00+00:00,measured
ETHUSDT,60,BB_20_25_breakout,2,0,264.0,98.400805,98.40080537336775,False,-401.599195,80.6632,12,0,0.0,73.33333333333333,100.0,100.0,-76.73864325670212,80.66317792943813,2025-04-25 14:00:00+00:00,measured
ETHUSDT,60,BB_20_25_breakout,3,0,186.0,98.917195,92.82185744833177,False,-401.082805,81.9172,12,0,0.0,100.0,100.0,100.0,0.0,80.72979516249237,2024-12-25 16:00:00+00:00,measured
ETHUSDT,60,BB_20_25_breakout,5,0,83.0,96.049308,96.0493080077037,False,-403.950692,81.6066,12,0,0.0,100.0,100.0,100.0,0.0,81.6066077433928,2024-06-19 01:00:00+00:00,measured
ETHUSDT,60,BB_20_25_breakout,10,5,41.0,94.884968,94.88496815043442,False,-405.115032,82.5704,12,0,0.0,100.0,100.0,100.0,0.0,82.57038253176495,2024-04-15 14:00:00+00:00,measured
ETHUSDT,60,BB_20_25_breakout,10,20,40.0,96.208998,96.20899812210484,False,-403.791002,82.3272,12,0,0.0,100.0,100.0,100.0,0.0,82.32716870798934,2024-04-18 14:00:00+00:00,measured
ETHUSDT,60,BB_20_2_RSI14,1,0,396.0,98.308659,98.30865889066513,False,-401.691341,80.3804,12,0,0.0,100.0,100.0,100.0,0.0,80.38037094768234,2025-02-21 15:00:00+00:00,measured
ETHUSDT,60,BB_20_2_RSI14,2,0,202.0,95.097943,95.09794339120788,False,-404.902057,81.0617,12,0,0.0,100.0,100.0,100.0,0.0,81.06169261013716,2024-08-20 14:00:00+00:00,measured
ETHUSDT,60,BB_20_2_RSI14,3,0,133.0,96.388731,96.3887313340307,False,-403.611269,80.8456,12,0,0.0,100.0,100.0,100.0,0.0,80.84556704913808,2024-06-14 21:00:00+00:00,measured
ETHUSDT,60,BB_20_2_RSI14,5,0,87.0,93.830576,93.83057611724564,False,-406.169424,81.4331,12,0,0.0,100.0,100.0,100.0,0.0,81.43310285999254,2024-04-25 19:00:00+00:00,measured
ETHUSDT,60,BB_20_2_RSI14,10,5,48.0,88.096623,88.09662341570618,False,-411.903377,82.7508,12,0,0.0,100.0,100.0,100.0,0.0,82.75083365134337,2024-03-27 13:00:00+00:00,measured
ETHUSDT,60,BB_20_2_RSI14,10,20,48.0,92.184304,92.18430425322242,False,-407.815696,81.9505,12,0,0.0,100.0,100.0,100.0,0.0,81.9504728201022,2024-03-30 11:00:00+00:00,measured
ETHUSDT,60,ADX14_DI_20,1,0,634.0,99.549538,99.5495378879645,False,-400.450462,80.0969,12,0,0.0,100.0,100.0,100.0,0.0,80.09694977058152,2024-09-10 05:00:00+00:00,measured
ETHUSDT,60,ADX14_DI_20,2,0,345.0,97.684978,97.6849782414049,False,-402.315022,80.4765,12,0,0.0,100.0,100.0,100.0,0.0,80.47645753871416,2024-05-30 06:00:00+00:00,measured
ETHUSDT,60,ADX14_DI_20,3,0,233.0,94.70425,94.70424967807242,False,-405.29575,81.0787,12,0,0.0,100.0,100.0,100.0,0.0,81.07870735185192,2024-04-18 11:00:00+00:00,measured
ETHUSDT,60,ADX14_DI_20,5,0,135.0,94.246329,94.24632896634989,False,-405.753671,81.1831,12,0,0.0,100.0,100.0,100.0,0.0,81.18314976417612,2024-03-18 00:00:00+00:00,measured
ETHUSDT,60,ADX14_DI_20,10,5,96.0,71.761156,71.76115582653085,False,-428.238844,85.697,12,0,0.0,100.0,100.0,100.0,0.0,85.69704787559886,2024-03-06 04:00:00+00:00,measured
ETHUSDT,60,ADX14_DI_20,10,20,101.0,94.961972,90.17754416060731,False,-405.038028,82.0264,12,0,0.0,100.0,100.0,100.0,0.0,81.07281686417346,2024-03-11 07:00:00+00:00,measured
ETHUSDT,60,STOCH14_cross,1,0,852.0,99.328703,99.32870326023027,False,-400.671297,80.183,12,0,0.0,100.0,100.0,100.0,0.0,80.18303777907943,2024-04-15 02:00:00+00:00,measured
ETHUSDT,60,STOCH14_cross,2,0,485.0,98.998151,98.99815054811398,False,-401.001849,80.2974,12,0,0.0,100.0,100.0,100.0,0.0,80.29736393673892,2024-03-12 15:00:00+00:00,measured
ETHUSDT,60,STOCH14_cross,3,0,354.0,97.085374,97.08537374263989,False,-402.914626,80.7253,12,0,0.0,100.0,100.0,100.0,0.0,80.7252566137033,2024-02-29 21:00:00+00:00,measured
ETHUSDT,60,STOCH14_cross,5,0,223.0,99.726647,99.72664727079086,False,-400.273353,80.2972,12,0,0.0,100.0,100.0,100.0,0.0,80.29715819387341,2024-02-17 13:00:00+00:00,measured
ETHUSDT,60,STOCH14_cross,10,5,150.0,96.439047,96.43904733635907,False,-403.560953,81.1755,12,0,0.0,100.0,100.0,100.0,0.0,81.17554479532382,2024-02-11 03:00:00+00:00,measured
ETHUSDT,60,STOCH14_cross,10,20,150.0,96.439047,96.43904733635907,False,-403.560953,81.1755,12,0,0.0,100.0,100.0,100.0,0.0,81.17554479532382,2024-02-11 03:00:00+00:00,measured
ETHUSDT,60,TS_13_34_200_14,1,0,406.0,99.123454,99.03009673897374,False,-400.876546,80.3785,12,0,0.0,100.0,100.0,100.0,0.0,80.36002318526302,2025-01-26 11:00:00+00:00,measured
ETHUSDT,60,TS_13_34_200_14,2,0,220.0,96.058022,96.05802174880142,False,-403.941978,81.1431,12,0,0.0,100.0,100.0,100.0,0.0,81.14309409234795,2024-08-20 00:00:00+00:00,measured
ETHUSDT,60,TS_13_34_200_14,3,0,150.0,96.816029,96.01967087766803,False,-403.183971,81.323,12,0,0.0,100.0,100.0,100.0,0.0,81.16813541891551,2024-06-20 18:00:00+00:00,measured
ETHUSDT,60,TS_13_34_200_14,5,0,100.0,98.942523,98.94252279304862,False,-401.057477,81.1003,12,0,0.0,100.0,100.0,100.0,0.0,81.10025600782404,2024-04-19 06:00:00+00:00,measured
ETHUSDT,60,TS_13_34_200_14,10,5,74.0,99.358507,99.35850677763119,False,-400.641493,81.6031,12,0,0.0,100.0,100.0,100.0,0.0,81.60311686822702,2024-04-10 17:00:00+00:00,measured
ETHUSDT,60,TS_13_34_200_14,10,20,71.0,90.461953,90.4619528657131,False,-409.538047,83.9935,12,0,0.0,100.0,100.0,100.0,0.0,83.99347849216481,2024-04-16 07:00:00+00:00,measured
BTCUSDT,240,EMA_8_21,1,0,363.0,98.42325,98.42324981430994,False,-401.57675,80.3581,12,0,0.0,100.0,100.0,100.0,-20.089776265848087,80.35806440154322,2025-03-04 16:00:00+00:00,measured
BTCUSDT,240,EMA_8_21,2,0,188.0,96.665511,96.66551074174424,False,-403.334489,80.7506,12,0,0.0,100.0,100.0,100.0,0.0,80.75061924053493,2024-08-11 20:00:00+00:00,measured
BTCUSDT,240,EMA_8_21,3,0,112.0,96.793034,96.7930340939593,False,-403.206966,80.7669,12,0,0.0,100.0,100.0,100.0,0.0,80.76686925021082,2024-05-10 04:00:00+00:00,measured
BTCUSDT,240,EMA_8_21,5,0,76.0,96.102386,96.1023855182051,False,-403.897614,80.9863,12,0,0.0,100.0,100.0,100.0,0.0,80.98626414090654,2024-04-04 20:00:00+00:00,measured
BTCUSDT,240,EMA_8_21,10,5,35.0,90.920833,90.9208326681727,False,-409.079167,81.8158,12,0,0.0,100.0,100.0,100.0,0.0,81.81583346636546,2024-03-17 08:00:00+00:00,measured
BTCUSDT,240,EMA_8_21,10,20,38.0,79.253302,79.25330244008569,False,-420.746698,84.1493,12,0,0.0,100.0,100.0,100.0,0.0,84.14933951198286,2024-04-14 20:00:00+00:00,measured
BTCUSDT,240,EMA_13_34_RSI14_55,1,0,381.0,98.499018,98.49901806205253,False,-401.500982,80.4492,12,0,0.0,50.0,60.6989247311828,100.0,-122.97739029795221,80.4491821188502,2025-12-02 12:00:00+00:00,measured
BTCUSDT,240,EMA_13_34_RSI14_55,2,0,187.0,98.523686,98.52368599097144,False,-401.476314,80.5911,12,0,0.0,100.0,100.0,100.0,0.0,80.59107174309099,2024-11-14 16:00:00+00:00,measured
BTCUSDT,240,EMA_13_34_RSI14_55,3,0,128.0,92.105513,92.10551270359292,False,-407.894487,81.9906,12,0,0.0,100.0,100.0,100.0,0.0,81.99061547626688,2024-08-07 08:00:00+00:00,measured
BTCUSDT,240,EMA_13_34_RSI14_55,5,0,72.0,85.697061,85.69706075196808,False,-414.302939,83.4897,12,0,0.0,100.0,100.0,100.0,0.0,83.48966740770314,2024-05-03 12:00:00+00:00,measured
