symbol,interval,strategy,adx_threshold,net_pnl,win_rate,n_trades,max_drawdown_pct,final_equity,survived
XRPUSDT,240,MACD_12_26_hist,none,-400.747198,25.32,308,80.1494,99.252802,False
XRPUSDT,240,MACD_12_26_hist,15,-403.315065,26.18,317,80.663,96.684935,False
XRPUSDT,240,MACD_12_26_hist,20,-400.253549,26.09,322,80.0507,99.746451,False
XRPUSDT,240,MACD_12_26_hist,25,-401.780093,26.11,337,80.356,98.219907,False
XRPUSDT,240,MACD_12_26_hist,30,-400.387692,22.4,317,80.0775,99.612308,False
XRPUSDT,240,MACD_RSI14_50,none,-400.399971,25.64,351,80.0891,99.600029,False
XRPUSDT,240,MACD_RSI14_50,15,-400.87304,25.79,349,80.1836,99.12696,False
XRPUSDT,240,MACD_RSI14_50,20,-400.59682,25.29,340,80.1284,99.40318,False
XRPUSDT,240,MACD_RSI14_50,25,-401.623185,24.35,345,80.3336,98.376815,False
XRPUSDT,240,MACD_RSI14_50,30,-402.744761,20.7,314,80.5498,97.255239,False
XRPUSDT,240,BB_20_25_breakout,none,-121.522803,18.68,91,25.1817,378.477197,True
XRPUSDT,240,BB_20_25_breakout,15,-121.522803,18.68,91,25.1817,378.477197,True
XRPUSDT,240,BB_20_25_breakout,20,-117.367143,19.1,89,24.3588,382.632857,True
XRPUSDT,240,BB_20_25_breakout,25,-116.339394,14.63,82,23.6142,383.660606,True
XRPUSDT,240,BB_20_25_breakout,30,-113.398832,13.89,72,23.0277,386.601168,True
XRPUSDT,240,BB_20_2_RSI14,none,-232.127262,18.89,180,46.5579,267.872738,True
XRPUSDT,240,BB_20_2_RSI14,15,-232.127262,18.89,180,46.5579,267.872738,True
XRPUSDT,240,BB_20_2_RSI14,20,-225.055858,18.64,177,45.1436,274.944142,True
XRPUSDT,240,BB_20_2_RSI14,25,-205.724793,18.67,166,41.2774,294.275207,True
XRPUSDT,240,BB_20_2_RSI14,30,-199.391409,16.55,145,40.0107,300.608591,True
XRPUSDT,240,ADX14_DI_20,none,-400.714233,24.77,323,80.2194,99.285767,False
XRPUSDT,240,ADX14_DI_20,15,-400.714233,24.77,323,80.2194,99.285767,False
XRPUSDT,240,ADX14_DI_20,20,-400.714233,24.77,323,80.2194,99.285767,False
XRPUSDT,240,ADX14_DI_20,25,-401.621829,23.35,334,80.4003,98.378171,False
XRPUSDT,240,ADX14_DI_20,30,-402.759931,19.09,309,80.627,97.240069,False
XRPUSDT,240,STOCH14_cross,none,-400.418232,22.2,509,80.1279,99.581768,False
XRPUSDT,240,STOCH14_cross,15,-401.882117,22.07,503,80.4201,98.117883,False
XRPUSDT,240,STOCH14_cross,20,-400.343465,22.2,500,80.113,99.656535,False
XRPUSDT,240,STOCH14_cross,25,-400.686141,21.43,490,80.1814,99.313859,False
XRPUSDT,240,STOCH14_cross,30,-402.736647,22.86,525,80.5906,97.263353,False
XRPUSDT,240,TS_13_34_200_14,none,-402.333832,24.67,300,80.5197,97.666168,False
XRPUSDT,240,TS_13_34_200_14,15,-402.333832,24.67,300,80.5197,97.666168,False
XRPUSDT,240,TS_13_34_200_14,20,-401.605402,24.25,301,80.3744,98.394598,False
XRPUSDT,240,TS_13_34_200_14,25,-400.509901,25.59,297,80.1559,99.490099,False
XRPUSDT,240,TS_13_34_200_14,30,-400.816502,22.15,298,80.2171,99.183498,False
XRPUSDT,60,EMA_8_21,none,-402.424903,28.0,425,80.6728,97.575097,False
XRPUSDT,60,EMA_8_21,15,-402.627744,28.07,424,80.7129,97.372256,False
XRPUSDT,60,EMA_8_21,20,-400.028385,28.5,421,80.1981,99.971615,False
XRPUSDT,60,EMA_8_21,25,-400.440757,26.8,388,80.2798,99.559243,False
XRPUSDT,60,EMA_8_21,30,-400.204267,25.79,380,80.1595,99.795733,False
XRPUSDT,60,EMA_13_34_RSI14_55,none,-401.621522,30.96,394,80.3568,98.378478,False
XRPUSDT,60,EMA_13_34_RSI14_55,15,-401.669098,32.01,403,80.3663,98.330902,False
XRPUSDT,60,EMA_13_34_RSI14_55,20,-400.997319,32.07,396,80.2321,99.002681,False
XRPUSDT,60,EMA_13_34_RSI14_55,25,-401.711425,31.25,384,80.3747,98.288575,False
XRPUSDT,60,EMA_13_34_RSI14_55,30,-402.811718,31.32,380,80.5944,97.188282,False
XRPUSDT,60,RSI14_7030,none,-402.301395,39.57,374,80.5457,97.698605,False
XRPUSDT,60,RSI14_7030,15,-400.170059,39.73,370,80.1213,99.829941,False
XRPUSDT,60,RSI14_7030,20,-401.604321,39.34,366,80.4069,98.395679,False
XRPUSDT,60,RSI14_7030,25,-400.412129,38.81,353,80.1656,99.587871,False
XRPUSDT,60,RSI14_7030,30,-402.640173,39.46,370,80.6333,97.359827,False
XRPUSDT,60,MACD_12_26_hist,none,-402.564007,25.0,488,80.6136,97.435993,False
XRPUSDT,60,MACD_12_26_hist,15,-400.514936,25.21,484,80.2059,99.485064,False
XRPUSDT,60,MACD_12_26_hist,20,-400.904446,26.37,493,80.2834,99.095554,False
XRPUSDT,60,MACD_12_26_hist,25,-400.79347,25.58,473,80.2613,99.20653,False
XRPUSDT,60,MACD_12_26_hist,30,-401.109781,26.57,463,80.3243,98.890219,False
XRPUSDT,60,MACD_RSI14_50,none,-402.160476,27.78,450,80.4644,97.839524,False
XRPUSDT,60,MACD_RSI14_50,15,-400.964408,28.06,449,80.2255,99.035592,False
XRPUSDT,60,MACD_RSI14_50,20,-400.016254,27.99,443,80.0362,99.983746,False
XRPUSDT,60,MACD_RSI14_50,25,-400.229477,26.78,422,80.0788,99.770523,False
XRPUSDT,60,MACD_RSI14_50,30,-400.582879,26.1,410,80.1494,99.417121,False
XRPUSDT,60,BB_20_25_breakout,none,-317.164318,31.78,258,63.7706,182.835682,True
XRPUSDT,60,BB_20_25_breakout,15,-314.707289,31.91,257,63.2796,185.292711,True
XRPUSDT,60,BB_20_25_breakout,20,-298.389179,32.4,250,60.018,201.610821,True
XRPUSDT,60,BB_20_25_breakout,25,-290.998014,30.34,234,58.5407,209.001986,True
XRPUSDT,60,BB_20_25_breakout,30,-247.92617,31.53,203,49.8999,252.07383,True
XRPUSDT,60,BB_20_2_RSI14,none,-402.647099,28.93,363,80.5619,97.352901,False
XRPUSDT,60,BB_20_2_RSI14,15,-401.123378,28.89,360,80.2576,98.876622,False
XRPUSDT,60,BB_20_2_RSI14,20,-401.783544,28.97,359,80.3894,98.216456,False
XRPUSDT,60,BB_20_2_RSI14,25,-400.849389,30.59,353,80.187,99.150611,False
XRPUSDT,60,BB_20_2_RSI14,30,-401.620507,29.2,339,80.3411,98.379493,False
XRPUSDT,60,ADX14_DI_20,none,-400.465765,25.14,529,80.2198,99.534235,False
XRPUSDT,60,ADX14_DI_20,15,-400.465765,25.14,529,80.2198,99.534235,False
XRPUSDT,60,ADX14_DI_20,20,-400.465765,25.14,529,80.2198,99.534235,False
XRPUSDT,60,ADX14_DI_20,25,-402.761587,23.48,494,80.6971,97.238413,False
XRPUSDT,60,ADX14_DI_20,30,-400.063292,23.69,439,80.0326,99.936708,False
XRPUSDT,60,STOCH14_cross,none,-400.248426,23.03,851,80.1416,99.751574,False
XRPUSDT,60,STOCH14_cross,15,-400.45483,23.44,866,80.1827,99.54517,False
XRPUSDT,60,STOCH14_cross,20,-400.18964,23.56,853,80.1299,99.81036,False
XRPUSDT,60,STOCH14_cross,25,-400.351993,22.37,845,80.1622,99.648007,False
XRPUSDT,60,STOCH14_cross,30,-400.26339,21.51,911,80.1446,99.73661,False
XRPUSDT,60,TS_13_34_200_14,none,-400.819998,34.39,378,80.2995,99.180002,False
XRPUSDT,60,TS_13_34_200_14,15,-403.113556,34.47,380,80.7551,96.886444,False
XRPUSDT,60,TS_13_34_200_14,20,-400.548724,34.56,379,80.2456,99.451276,False
XRPUSDT,60,TS_13_34_200_14,25,-400.180016,34.15,369,80.1724,99.819984,False
XRPUSDT,60,TS_13_34_200_14,30,-401.765996,33.7,362,80.4874,98.234004,False
DOGEUSDT,240,EMA_8_21,none,-403.157333,17.79,298,80.6315,96.842667,False
DOGEUSDT,240,EMA_8_21,15,-401.929583,17.63,295,80.3859,98.070417,False
DOGEUSDT,240,EMA_8_21,20,-401.32406,17.75,293,80.2648,98.67594,False
DOGEUSDT,240,EMA_8_21,25,-403.135011,19.33,300,80.627,96.864989,False
DOGEUSDT,240,EMA_8_21,30,-403.017514,18.06,288,80.6035,96.982486,False
DOGEUSDT,240,EMA_13_34_RSI14_55,none,-402.836143,18.48,276,80.5914,97.163857,False
DOGEUSDT,240,EMA_13_34_RSI14_55,15,-400.078072,19.86,282,80.0405,99.921928,False
DOGEUSDT,240,EMA_13_34_RSI14_55,20,-401.392646,20.21,282,80.3031,98.607354,False
DOGEUSDT,240,EMA_13_34_RSI14_55,25,-402.892465,19.42,278,80.6027,97.107535,False
DOGEUSDT,240,EMA_13_34_RSI14_55,30,-401.690829,17.71,271,80.3627,98.309171,False
DOGEUSDT,240,RSI14_7030,none,-400.0065,16.67,240,80.2645,99.9935,False
DOGEUSDT,240,RSI14_7030,15,-400.0065,16.67,240,80.2645,99.9935,False
DOGEUSDT,240,RSI14_7030,20,-400.084596,17.01,241,80.2799,99.915404,False
DOGEUSDT,240,RSI14_7030,25,-401.037269,17.41,247,80.4667,98.962731,False
DOGEUSDT,240,RSI14_7030,30,-400.287806,16.12,242,80.3721,99.712194,False
DOGEUSDT,240,MACD_12_26_hist,none,-401.827734,17.42,287,80.3655,98.172266,False
DOGEUSDT,240,MACD_12_26_hist,15,-402.428604,17.01,288,80.4857,97.571396,False
DOGEUSDT,240,MACD_12_26_hist,20,-403.288427,17.42,287,80.6577,96.711573,False
DOGEUSDT,240,MACD_12_26_hist,25,-400.673962,18.75,288,80.1348,99.326038,False
DOGEUSDT,240,MACD_12_26_hist,30,-402.407588,18.44,282,80.4815,97.592412,False
DOGEUSDT,240,MACD_RSI14_50,none,-400.096946,19.27,275,80.0194,99.903054,False
DOGEUSDT,240,MACD_RSI14_50,15,-400.417011,18.61,274,80.0834,99.582989,False
DOGEUSDT,240,MACD_RSI14_50,20,-402.257182,18.15,270,80.4514,97.742818,False
DOGEUSDT,240,MACD_RSI14_50,25,-402.268478,19.19,271,80.4537,97.731522,False
DOGEUSDT,240,MACD_RSI14_50,30,-402.749087,18.52,270,80.5498,97.250913,False
DOGEUSDT,240,BB_20_25_breakout,none,-111.609554,16.47,85,22.3351,388.390446,True
DOGEUSDT,240,BB_20_25_breakout,15,-111.609554,16.47,85,22.3351,388.390446,True
DOGEUSDT,240,BB_20_25_breakout,20,-109.155724,16.05,81,21.8445,390.844276,True
DOGEUSDT,240,BB_20_25_breakout,25,-107.590144,14.67,75,21.5314,392.409856,True
DOGEUSDT,240,BB_20_25_breakout,30,-75.082098,13.56,59,15.0309,424.917902,True
DOGEUSDT,240,BB_20_2_RSI14,none,-307.242078,15.28,216,61.455,192.757922,True
DOGEUSDT,240,BB_20_2_RSI14,15,-307.242078,15.28,216,61.455,192.757922,True
DOGEUSDT,240,BB_20_2_RSI14,20,-295.874189,15.79,209,59.1818,204.125811,True
DOGEUSDT,240,BB_20_2_RSI14,25,-289.296705,14.87,195,57.8665,210.703295,True
DOGEUSDT,240,BB_20_2_RSI14,30,-243.686797,12.12,165,48.7461,256.313203,True
DOGEUSDT,240,ADX14_DI_20,none,-400.509563,18.45,309,80.2431,99.490437,False
DOGEUSDT,240,ADX14_DI_20,15,-400.509563,18.45,309,80.2431,99.490437,False
DOGEUSDT,240,ADX14_DI_20,20,-400.509563,18.45,309,80.2431,99.490437,False
DOGEUSDT,240,ADX14_DI_20,25,-401.704173,18.69,305,80.4803,98.295827,False
DOGEUSDT,240,ADX14_DI_20,30,-401.623191,17.47,292,80.4642,98.376809,False
DOGEUSDT,240,STOCH14_cross,none,-400.515352,14.45,339,80.1574,99.484648,False
DOGEUSDT,240,STOCH14_cross,15,-400.710575,15.27,347,80.1964,99.289425,False
DOGEUSDT,240,STOCH14_cross,20,-402.332028,15.56,347,80.5198,97.667972,False
DOGEUSDT,240,STOCH14_cross,25,-400.714623,14.63,335,80.1972,99.285377,False
DOGEUSDT,240,STOCH14_cross,30,-401.399388,15.57,334,80.3337,98.600612,False
DOGEUSDT,240,TS_13_34_200_14,none,-401.761666,18.7,262,80.3768,98.238334,False
DOGEUSDT,240,TS_13_34_200_14,15,-400.108885,18.53,259,80.0467,99.891115,False
DOGEUSDT,240,TS_13_34_200_14,20,-400.284781,19.85,267,80.0818,99.715219,False
DOGEUSDT,240,TS_13_34_200_14,25,-401.802492,20.45,269,80.385,98.197508,False
DOGEUSDT,240,TS_13_34_200_14,30,-400.376597,18.99,258,80.1002,99.623403,False
DOGEUSDT,60,EMA_8_21,none,-400.557997,29.46,353,80.2789,99.442003,False
DOGEUSDT,60,EMA_8_21,15,-400.837391,29.46,353,80.3343,99.162609,False
DOGEUSDT,60,EMA_8_21,20,-400.280206,28.78,344,80.2238,99.719794,False
DOGEUSDT,60,EMA_8_21,25,-400.757213,29.67,337,80.3184,99.242787,False
DOGEUSDT,60,EMA_8_21,30,-401.504344,32.45,339,80.4665,98.495656,False
DOGEUSDT,60,EMA_13_34_RSI14_55,none,-401.936184,30.5,318,80.4791,98.063816,False
DOGEUSDT,60,EMA_13_34_RSI14_55,15,-400.098526,31.06,322,80.1133,99.901474,False
DOGEUSDT,60,EMA_13_34_RSI14_55,20,-400.399196,30.77,325,80.1731,99.600804,False
DOGEUSDT,60,EMA_13_34_RSI14_55,25,-400.546373,31.9,326,80.2024,99.453627,False
DOGEUSDT,60,EMA_13_34_RSI14_55,30,-401.059737,32.21,326,80.3046,98.940263,False
DOGEUSDT,60,RSI14_7030,none,-401.091166,40.57,350,80.3715,98.908834,False
DOGEUSDT,60,RSI14_7030,15,-401.939134,40.4,349,80.5398,98.060866,False
DOGEUSDT,60,RSI14_7030,20,-402.691786,41.48,364,80.6892,97.308214,False
DOGEUSDT,60,RSI14_7030,25,-400.341539,40.29,345,80.2122,99.658461,False
DOGEUSDT,60,RSI14_7030,30,-401.630221,39.05,338,80.4767,98.369779,False
DOGEUSDT,60,MACD_12_26_hist,none,-400.263482,26.4,356,80.1751,99.736518,False
DOGEUSDT,60,MACD_12_26_hist,15,-401.355798,26.4,356,80.3922,98.644202,False
DOGEUSDT,60,MACD_12_26_hist,20,-402.029637,26.67,360,80.5261,97.970363,False
DOGEUSDT,60,MACD_12_26_hist,25,-400.749769,26.45,344,80.2717,99.250231,False
DOGEUSDT,60,MACD_12_26_hist,30,-401.70427,27.5,360,80.4615,98.29573,False
DOGEUSDT,60,MACD_RSI14_50,none,-400.210204,26.87,335,80.0801,99.789796,False
DOGEUSDT,60,MACD_RSI14_50,15,-402.488976,26.65,334,80.535,97.511024,False
DOGEUSDT,60,MACD_RSI14_50,20,-401.199022,25.62,324,80.2775,98.800978,False
DOGEUSDT,60,MACD_RSI14_50,25,-401.572724,25.95,316,80.3521,98.427276,False
DOGEUSDT,60,MACD_RSI14_50,30,-402.492451,29.31,348,80.5357,97.507549,False
DOGEUSDT,60,BB_20_25_breakout,none,-314.020124,34.96,266,63.1166,185.979876,True
DOGEUSDT,60,BB_20_25_breakout,15,-307.380124,35.23,264,61.7886,192.619876,True
DOGEUSDT,60,BB_20_25_breakout,20,-298.272315,35.02,257,59.967,201.727685,True
DOGEUSDT,60,BB_20_25_breakout,25,-262.622136,36.44,236,52.837,237.377864,True
DOGEUSDT,60,BB_20_25_breakout,30,-234.989021,35.58,208,47.3103,265.010979,True
DOGEUSDT,60,BB_20_2_RSI14,none,-401.098247,31.52,330,80.2693,98.901753,False
DOGEUSDT,60,BB_20_2_RSI14,15,-402.329448,32.16,342,80.5149,97.670552,False
DOGEUSDT,60,BB_20_2_RSI14,20,-403.072175,32.56,347,80.663,96.927825,False
DOGEUSDT,60,BB_20_2_RSI14,25,-400.272976,32.55,341,80.1046,99.727024,False
DOGEUSDT,60,BB_20_2_RSI14,30,-400.788892,31.15,321,80.2006,99.211108,False
DOGEUSDT,60,ADX14_DI_20,none,-402.186253,27.55,392,80.5469,97.813747,False
DOGEUSDT,60,ADX14_DI_20,15,-402.186253,27.55,392,80.5469,97.813747,False
DOGEUSDT,60,ADX14_DI_20,20,-402.186253,27.55,392,80.5469,97.813747,False
DOGEUSDT,60,ADX14_DI_20,25,-401.617364,26.4,356,80.4338,98.382636,False
DOGEUSDT,60,ADX14_DI_20,30,-400.891264,27.33,344,80.2894,99.108736,False
DOGEUSDT,60,STOCH14_cross,none,-400.023051,16.79,554,80.0438,99.976949,False
DOGEUSDT,60,STOCH14_cross,15,-401.527583,16.76,549,80.3441,98.472417,False
DOGEUSDT,60,STOCH14_cross,20,-401.059803,17.18,524,80.2507,98.940197,False
DOGEUSDT,60,STOCH14_cross,25,-400.184566,19.34,517,80.076,99.815434,False
DOGEUSDT,60,STOCH14_cross,30,-401.629227,19.67,478,80.3644,98.370773,False
DOGEUSDT,60,TS_13_34_200_14,none,-400.909027,31.91,329,80.2746,99.090973,False
DOGEUSDT,60,TS_13_34_200_14,15,-400.797532,31.91,329,80.2524,99.202468,False
DOGEUSDT,60,TS_13_34_200_14,20,-400.352526,31.5,327,80.1638,99.647474,False
DOGEUSDT,60,TS_13_34_200_14,25,-402.32519,33.73,332,80.5565,97.67481,False
DOGEUSDT,60,TS_13_34_200_14,30,-400.115641,35.29,357,80.1167,99.884359,False
